date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-25157000.0,-21503000.0,-20573000.0,-24092000.0,-19667000.0,-23979000.0,-63682000.0,-62543000.0,-29912000.0,-26294000.0
,depreciationAndAmortization,13000.0,14000.0,55000.0,88000.0,96000.0,150000.0,434000.0,446000.0,319000.0,316000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,369000.0,1048000.0,1147000.0,1710000.0,3929000.0,3786000.0,5068000.0,8015000.0,13844000.0,6000.0
,changeInWorkingCapital,-5419000.0,5855000.0,14400000.0,-17982000.0,-2671000.0,-21066000.0,-57406000.0,36178000.0,66137000.0,13067000.0
,accountsReceivables,61000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,232000.0,-1454000.0,863000.0,1902000.0,-606000.0,317000.0,-1807000.0,-97000.0,2230000.0
,otherWorkingCapital,9763000.0,15182000.0,9327000.0,-5073000.0,12909000.0,15580000.0,36646000.0,94052000.0,57874000.0,-8263000.0
,otherNonCashItems,7119000.0,-6245000.0,-17725000.0,16456000.0,2500000.0,9871000.0,57938000.0,-43480000.0,-48755000.0,-1266000.0
,netCashProvidedByOperatingActivites,-23075000.0,-20831000.0,-22696000.0,-23820000.0,-15813000.0,-31238000.0,-57648000.0,-61384000.0,1633000.0,-14171000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-15000.0,-55000.0,0.0,0.0,0.0,0.0,-228000.0,-609000.0,-279000.0,-256000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39990000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,40000000.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0
,netCashUsedForInvestingActivites,-15000.0,-55000.0,0.0,0.0,0.0,0.0,39772000.0,-40599000.0,-279000.0,-241000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-917000.0
,commonStockIssued,10294000.0,21759000.0,35068000.0,6360000.0,17420000.0,7464000.0,0.0,79811000.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,9063000.0,4889000.0,589000.0,0.0,3000.0,0.0,1463000.0,653000.0,77460000.0,10702000.0
,netCashUsedProvidedByFinancingActivities,19357000.0,26648000.0,35657000.0,6360000.0,17423000.0,7464000.0,1463000.0,80464000.0,77460000.0,9785000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,32000.0,-6000.0,-15000.0,34000.0,-9000.0,-9000.0,-14000.0,1000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-3701000.0,5756000.0,12946000.0,-17426000.0,1601000.0,-23783000.0,-16427000.0,-21518000.0,78814000.0,-4627000.0
,cashAtEndOfPeriod,19025000.0,22726000.0,16970000.0,4024000.0,21400000.0,19799000.0,43582000.0,60009000.0,81527000.0,2713000.0
,cashAtBeginningOfPeriod,22726000.0,16970000.0,4024000.0,21450000.0,19799000.0,43582000.0,60009000.0,81527000.0,2713000.0,7340000.0
,operatingCashFlow,-23075000.0,-20831000.0,-22696000.0,-23820000.0,-15813000.0,-31238000.0,-57648000.0,-61384000.0,1633000.0,-14171000.0
,capitalExpenditure,-15000.0,-55000.0,0.0,0.0,0.0,0.0,-228000.0,-609000.0,-279000.0,-256000.0
,freeCashFlow,-23090000.0,-20886000.0,-22696000.0,-23820000.0,-15813000.0,-31238000.0,-57876000.0,-61993000.0,1354000.0,-14427000.0
