Date,2018-12-31,2017-12-31
Cash and cash equivalents,15248000.0,14700000.0
Short-term investments,561000.0,159000.0
Cash and short-term investments,15809000.0,14859000.0
Receivables,14716000.0,11492000.0
Inventories,0.0,0.0
Total current assets,35965000.0,27815000.0
Property Plant & Equipment Net,2563000.0,1829000.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,1789000.0,761000.0
Tax assets,689000.0,540000.0
Total non-current assets,11168000.0,7311000.0
Total assets,47133000.0,35126000.0
Payables,7986000.0,2654000.0
Short-term debt,222000.0,667000.0
Total current liabilities,36356000.0,29258000.0
Long-term debt,0.0,222000.0
Total debt,222000.0,889000.0
Deferred revenue,31464000.0,23957000.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,14024000.0,8197000.0
Total liabilities,50380000.0,37455000.0
Other comprehensive income,0.0,0.0
Retained earnings (deficit),-40313000.0,-36051000.0
Total shareholders equity,4900000.0,4900000.0
Investments,2350000.0,920000.0
Net Debt,,
Other Assets,5440000.0,
Other Liabilities,28148000.0,25937000.0
