date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,2000-10-31_FY,1999-10-31_FY,1998-10-31_FY,1997-10-31_FY,1996-10-31_FY,1995-10-31_FY,1994-10-31_FY,1993-10-31_FY,1992-10-31_FY,1991-10-31_FY,1990-10-31_FY,1989-10-31_FY,1988-10-31_FY,1987-10-31_FY,1986-10-31_FY,1985-10-31_FY
,revenue,2724000000.0,3400000000.0,3363200000.0,3083600000.0,2883400000.0,2758800000.0,1786400000.0,1090900000.0,940602000.0,878722000.0,882499000.0,927749000.0,1118829000.0,1046704000.0,897230000.0,781683000.0,725495000.0,560911000.0,455253000.0,440241000.0,66600000.0,233348000.0,211100000.0,159300000.0,157300000.0,176200000.0,153200000.0,149100000.0,79500000.0,42800000.0,43500000.0,69200000.0,30800000.0,22000000.0,18100000.0,9600000.0,8000000.0
,costOfRevenue,1160000000.0,1284000000.0,1255300000.0,1164600000.0,1106300000.0,1104100000.0,849400000.0,591700000.0,528709000.0,491279000.0,514866000.0,549468000.0,680641000.0,611780000.0,509947000.0,452051000.0,411220000.0,323812000.0,268450000.0,278443000.0,45700000.0,155900000.0,143400000.0,104700000.0,94900000.0,111600000.0,94200000.0,103700000.0,45600000.0,22800000.0,23400000.0,41700000.0,20800000.0,13300000.0,10600000.0,4100000.0,4300000.0
,grossProfit,1564000000.0,2116000000.0,2107900000.0,1919000000.0,1777100000.0,1654700000.0,937000000.0,499200000.0,411893000.0,387443000.0,367633000.0,378281000.0,438188000.0,434924000.0,387283000.0,329632000.0,314275000.0,237099000.0,186803000.0,161798000.0,20900000.0,77448000.0,67700000.0,54600000.0,62400000.0,64600000.0,59000000.0,45400000.0,33900000.0,20000000.0,20100000.0,27500000.0,10000000.0,8700000.0,7500000.0,5500000.0,3700000.0
,grossProfitRatio,0.574155653450808,0.622352941176471,0.626754281636537,0.6223245557141,0.616321009918846,0.599789763665362,0.524518584863412,0.457603813365111,0.437903597908573,0.440916467324137,0.416581775163485,0.407740671237587,0.391648768489197,0.415517663064247,0.43164294551007,0.421695239630387,0.433186996464483,0.422703423537781,0.410327883616363,0.367521425764524,0.313813813813814,0.331899137768483,0.320701089531028,0.342749529190207,0.396694214876033,0.366628830874007,0.385117493472585,0.30449362843729,0.426415094339623,0.467289719626168,0.462068965517241,0.397398843930636,0.324675324675325,0.395454545454545,0.414364640883978,0.572916666666667,0.4625
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,166000000.0,188000000.0,202300000.0,184100000.0,204800000.0,183900000.0,117000000.0,26000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,701000000.0,707000000.0,696900000.0,613100000.0,577000000.0,567700000.0,507700000.0,266400000.0,188813000.0,185019000.0,159102000.0,172168000.0,197908000.0,168722000.0,155727000.0,131844000.0,105274000.0,80074000.0,63132000.0,56695000.0,9900000.0,35664000.0,27200000.0,26200000.0,29500000.0,32900000.0,43200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-5000000.0,2000000.0,17200000.0,200000.0,13900000.0,-21600000.0,4000000.0,-1100000.0,1185000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
