Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12
Revenue,4607971000.0,,4430869000.0,,3550096000.0,,2511393000.0,,1862095000.0,
Revenue Growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cost of Revenue,2662226000.0,,2626082000.0,,1958545000.0,,1381641000.0,,1053065000.0,
Gross Profit,1945745000.0,,1804787000.0,,1591551000.0,,1129752000.0,,809030000.0,
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,
SG&A Expense,938046000.0,,912996000.0,,844114000.0,,530347000.0,,348762000.0,
Operating Expenses,4335538000.0,,4211507000.0,,3299817000.0,,2317918000.0,,1716916000.0,
Operating Income,207354000.0,,105845000.0,,172216000.0,,142252000.0,,102243000.0,
Interest Expense,51425000.0,51000000.0,47086000.0,47000000.0,40180000.0,40000000.0,28885000.0,29000000.0,17736000.0,18000000.0
Earnings before Tax,118477000.0,,79500000.0,,226462000.0,,112707000.0,,118196000.0,
Income Tax Expense,53484000.0,,61273000.0,,42616000.0,,18956000.0,,23876000.0,
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,
Net Income,207354000.0,207000000.0,105845000.0,106000000.0,172216000.0,172000000.0,142252000.0,142000000.0,102243000.0,102000000.0
Preferred Dividends,32492000.0,,31500000.0,,24333000.0,,14025000.0,,2291000.0,
Net Income Com,207354000.0,207000000.0,105845000.0,106000000.0,172216000.0,172000000.0,142252000.0,142000000.0,102243000.0,102000000.0
EPS,1.62,,0.7,,1.4,,1.31,,1.09,
EPS Diluted,1.59,,0.68,,1.37,,1.27,,1.07,
Weighted Average Shs Out,107659813.0,,106588402.0,,105951752.0,,98241904.0,,91499122.0,
Weighted Average Shs Out (Dil),110822056.0,,108752262.0,,108278318.0,,100723936.0,,93515417.0,
Dividend per Share,0.154400672733,,0.156778348206,,0.127199981071,,0.0766352101252,,0.0384963262261,
Gross Margin,0.422256346665,,0.407321227506,,0.448312101983,,0.449850740207,,0.434472999498,
EBITDA Margin,0.0637373802917,,0.0472024787914,,0.0753007805986,,0.0753362775161,,0.0805125409821,
EBIT Margin,0.0449989811134,,0.0238880905755,,0.0485102374696,,0.0566426680332,,0.0549075100894,
Profit Margin,0.0449989811134,,0.0238880905755,,0.0485102374696,,0.0566426680332,,0.0549075100894,
Free Cash Flow margin,0.107583793388,,0.0500202104824,,0.0790891288574,,0.116825602365,,0.197895918307,
EBITDA,293700000.0,,209148000.0,,267325000.0,,189199000.0,,149922000.0,
EBIT,207354000.0,258000000,105845000.0,153000000,172216000.0,212000000,142252000.0,171000000,102243000.0,120000000
Consolidated Income,207354000.0,207000000.0,105845000.0,106000000.0,172216000.0,172000000.0,142252000.0,142000000.0,102243000.0,102000000.0
Earnings Before Tax Margin,0.0257113163256,,0.01794230432,,0.0637903876402,,0.0448782806992,,0.0634747421587,
Net Profit Margin,0.0449989811134,,0.0238880905755,,0.0485102374696,,0.0566426680332,,0.0549075100894,
