Date,2019-10-31,2018-10-31,2018-10,2017-10-31,2017-10,2016-10-31,2016-10,2015-10-31,2015-10,2014-10-31,2014-10,2013-10-31,2012-10-31,2011-10-31
Revenue,2016916000.0,1991233000.0,1991000000.0,2451665000.0,2452000000.0,2752247000.0,2752000000.0,2148480000.0,2148000000.0,2063380000.0,2063000000.0,1851253000.0,1485353000.0,1134907000.0
Revenue Growth,0.0128980385519927,0.000117026619789051,-0.187898836097101,-0.000136623164763458,-0.109091589526667,0.0000897529069767442,0.280905570449806,0.000223463687150838,0.041010381025308,0.000184197770237518,0.114380368323508,0.246338749105431,0.308788297190871,0.0
Cost of Revenue,1787801000.0,1738669000.0,1631000000.0,2161384000.0,2100000000.0,2458360000.0,2393000000.0,1894176000.0,1826000000.0,1771027000.0,1674000000.0,1749254000.0,1562936000.0,1425065000.0
Gross Profit,229115000.0,252564000.0,360000000.0,290281000.0,351000000.0,293887000.0,359000000.0,254304000.0,323000000.0,292353000.0,389000000.0,101999000.0,-77583000.0,-290158000.0
R&D Expenses,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
SG&A Expense,166784000.0,159202000.0,229000000.0,196320000.0,256000000.0,192938000.0,253000000.0,188403000.0,251000000.0,191537000.0,255000000.0,0.0,0.0,0.0
Operating Expenses,255279000.0,260915000.0,229000000.0,293624000.0,256000000.0,283905000.0,253000000.0,280238000.0,251000000.0,278915000.0,255000000.0,91344000.0,0.0,0.0
Operating Income,-39668000.0,8146000.0,132000000.0,-45244000.0,95000000.0,2436000.0,106000000.0,-21765000.0,72000000.0,20180000.0,134000000.0,21935000.0,-66197000.0,-286087000.0
Interest Expense,161115000.0,164086000.0,138000000.0,185210000.0,97000000.0,182595000.0,91000000.0,150382000.0,92000000.0,141225000.0,87000000.0,144073000.0,152986000.0,0.0
Earnings before Tax,-39668000.0,8146000.0,8000000.0,-45244000.0,-45000000.0,2436000.0,2000000.0,-21765000.0,-22000000.0,20180000.0,20000000.0,21935000.0,0.0,0.0
Income Tax Expense,2449000.0,3626000.0,4000000.0,286949000.0,287000000.0,5255000.0,5000000.0,-5665000.0,-6000000.0,-286964000.0,-287000000.0,-9360000.0,-35051000.0,-5501000.0
Net Income - Non-Controlling int,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income,-42117000.0,4520000.0,5000000.0,-332193000.0,-332000000.0,-2819000.0,-3000000.0,-16100000.0,-16000000.0,307144000.0,307000000.0,31295000.0,-66197000.0,-286087000.0
Preferred Dividends,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income Com,-42117000.0,4520000.0,5000000.0,-332193000.0,-332000000.0,-2819000.0,-3000000.0,-16100000.0,-16000000.0,307144000.0,307000000.0,31295000.0,-66197000.0,-286087000.0
EPS,-7.06,0.03,,-2.25,,-0.02,,-0.11,,2.05,,0.22,-0.52,-2.85
EPS Diluted,-7.06,0.03,,-2.25,,-0.02,,-0.11,,1.87,,0.22,-0.52,-2.85
Weighted Average Shs Out,5968000.0,148515000.0,,147703000.0,,147451.0,,146899000.0,,146271000.0,,145087.0,126350000.0,100444000.0
Weighted Average Shs Out (Dil),5968000.0,151786000.0,,147703000.0,,147451.0,,146899000.0,,162441000.0,,162329.0,126350000.0,100444000.0
Dividend per Share,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Gross Margin,0.113596699119,0.126837994348,0.18081366147664,0.118401576072,0.1431484502447,0.10678075042,0.13045058139535,0.11836461126,0.15037243947858,0.141686456203,0.1885603490063,0.0550972773576,-0.0522320283461,-0.255666763885
EBITDA Margin,-0.0135692314405,0.0101063009703,0.075339025615269,-0.0110618701984,0.022838499184339,0.00684204579022,0.035247093023256,-0.00311382931189,0.033985102420857,0.0164375926877,0.053805138148328,0.0186306247714,-0.0353707165906,-0.238521746716
EBIT Margin,-0.0196676510078,0.00409093260307,0.073832245102963,-0.0184543973177,0.021207177814029,0.000885094978757,0.033793604651163,-0.0101304177837,0.032588454376164,0.00978006959455,0.051866214251091,0.0118487316428,-0.0445665104524,-0.252079685824
Profit Margin,-0.0208818810501,0.00226995032726,0.0025113008538423,-0.135496897007,-0.13539967373573,-0.00102425400046,-0.0010901162790698,-0.0074936699434,-0.0074487895716946,0.148854791653,0.14881240911294,0.0169047666634,-0.0445665104524,-0.252079685824
Free Cash Flow margin,-0.125504483082,-0.0361660338092,,0.118725437611,,0.137944741152,,-0.150147546172,,-0.0940243677849,,0.00416474679582,-0.0485117005857,-0.183487281337
EBITDA,-27368000.0,20124000.0,150000000.0,-27120000.0,56000000.0,18831000.0,97000000.0,-6690000.0,73000000.0,33917000.0,111000000.0,34490000.0,-52538000.0,-270700000.0
