date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,2247392000.0,2071159000.0,1531169000.0,1403317000.0,1142487000.0,1061681000.0,943967000.0,902729000.0,998959000.0,780356000.0,597077000.0,631168000.0,616107000.0,610314000.0,477279000.0,459300000.0,431300000.0,310600000.0,267000000.0,86800000.0,108500000.0,110300000.0,96100000.0,65800000.0,59800000.0,57700000.0,70200000.0,63100000.0,114300000.0
,costOfRevenue,1971539000.0,1857001000.0,1364109000.0,1278313000.0,1007764000.0,939340000.0,811553000.0,777852000.0,880306000.0,694790000.0,526357000.0,555261000.0,525924000.0,540868000.0,421898000.0,409500000.0,386000000.0,272800000.0,231200000.0,71300000.0,95000000.0,93800000.0,81000000.0,54700000.0,49700000.0,44600000.0,58600000.0,68300000.0,104300000.0
,grossProfit,275853000.0,214158000.0,167060000.0,125004000.0,134723000.0,122341000.0,132414000.0,124877000.0,118653000.0,85566000.0,70720000.0,75907000.0,90183000.0,69446000.0,55381000.0,49800000.0,45300000.0,37800000.0,35800000.0,15500000.0,13500000.0,16500000.0,15100000.0,11100000.0,10100000.0,13100000.0,11600000.0,-5200000.0,10000000.0
,grossProfitRatio,0.122743606811807,0.10340007696174,0.109106179657504,0.0890775213298207,0.117920816604478,0.115233295123488,0.140273971441798,0.138332766533478,0.118776646488995,0.109649954636089,0.118443684817871,0.12026433532752,0.146375548403118,0.113787329145325,0.116034855922846,0.10842586544742,0.105031300718757,0.1216999356085,0.134082397003745,0.178571428571429,0.124423963133641,0.14959202175884,0.157127991675338,0.168693009118541,0.168896321070234,0.227036395147314,0.165242165242165,-0.0824088748019017,0.0874890638670166
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,188535000.0,156674000.0,118737000.0,98611000.0,96424000.0,79186000.0,73818000.0,69818000.0,63575000.0,56776000.0,44630000.0,48467000.0,50622000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-606000.0,-515000.0,-3616000.0,-2319000.0,885000.0,174000.0,162000.0,-27000.0,-222000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,192121000.0,160523000.0,120580000.0,99110000.0,97310000.0,79757000.0,74152000.0,70153000.0,63910000.0,57111000.0,44215000.0,48384000.0,50956000.0,46354000.0,40381000.0,35500000.0,33800000.0,29700000.0,28000000.0,11400000.0,10700000.0,10200000.0,9800000.0,7600000.0,7900000.0,12400000.0,15400000.0,2200000.0,22500000.0
,costAndExpenses,2163660000.0,2017524000.0,1484689000.0,1377423000.0,1105074000.0,1019097000.0,885705000.0,848005000.0,944216000.0,751901000.0,570572000.0,603645000.0,576880000.0,587222000.0,462279000.0,445000000.0,419800000.0,302500000.0,259200000.0,82700000.0,105700000.0,104000000.0,90800000.0,62300000.0,57600000.0,57000000.0,74000000.0,70500000.0,126800000.0
,interestExpense,4563000.0,6225000.0,3652000.0,2603000.0,1299000.0,741000.0,722000.0,727000.0,852000.0,544000.0,1054000.0,852000.0,1701000.0,1694000.0,0.0,2200000.0,0.0,1800000.0,1800000.0,100000.0,400000.0,300000.0,400000.0,200000.0,600000.0,700000.0,0.0,700000.0,3100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,3586000.0,3849000.0,1843000.0,499000.0,886000.0,571000.0,334000.0,335000.0,335000.0,335000.0,335000.0,335000.0,334000.0,769000.0,4668000.0,4600000.0,5600000.0,6100000.0,6200000.0,3200000.0,2900000.0,2300000.0,1700000.0,800000.0,900000.0,1300000.0,1900000.0,2200000.0,3600000.0
,EBITDA,87318000.0,57484000.0,48323000.0,26393000.0,38299000.0,43155000.0,58596000.0,55059000.0,55078000.0,28790000.0,26840000.0,27858000.0,39561000.0,23861000.0,19668000.0,18900000.0,17100000.0,14200000.0,14000000.0,7300000.0,5700000.0,8600000.0,7000000.0,4300000.0,3100000.0,2000000.0,-1900000.0,-5200000.0,-8900000.0
,EBITDARatio,0.038853034984551,0.0277545084660328,0.0315595469866488,0.0188075823210294,0.0335224820938882,0.0406478028711072,0.0620742038651775,0.060991726199114,0.055135395947181,0.0368934178759438,0.0449523260818956,0.0441372186169134,0.0642112490200566,0.0390962684781932,0.0412086012583835,0.0411495754408883,0.039647577092511,0.0457179652285898,0.052434456928839,0.0841013824884793,0.0525345622119816,0.0779691749773345,0.072840790842872,0.0653495440729483,0.0518394648829431,0.0346620450606586,-0.0270655270655271,-0.0824088748019017,-0.0778652668416448
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,83732000.0,53635000.0,46480000.0,25894000.0,37413000.0,42584000.0,58262000.0,54724000.0,54743000.0,28455000.0,26505000.0,27523000.0,39227000.0,23092000.0,15000000.0,14300000.0,11500000.0,8100000.0,7800000.0,4100000.0,2800000.0,6300000.0,5300000.0,3500000.0,2200000.0,700000.0,-3800000.0,-7400000.0,-12500000.0
,operatingIncomeRatio,0.0372574076974555,0.0258961286892991,0.0303558914789942,0.0184519962346355,0.0327469809284482,0.0401099765372084,0.0617203779369406,0.0606206292253821,0.0548000468487696,0.0364641266293845,0.0443912594188019,0.0436064566010951,0.0636691353936897,0.0378362613343295,0.0314281583727757,0.0311343348573917,0.0266635752376536,0.0260785576303928,0.0292134831460674,0.0472350230414747,0.0258064516129032,0.057116953762466,0.0551508844953174,0.0531914893617021,0.0367892976588629,0.0121317157712305,-0.0541310541310541,-0.117274167987322,-0.109361329833771
,totalOtherIncomeExpensesNet,2207000.0,3028000.0,216000.0,1345000.0,2226000.0,2431000.0,304000.0,866000.0,797000.0,1093000.0,-144000.0,-208000.0,601000.0,-25898000.0,1119000.0,800000.0,200000.0,200000.0,-500000.0,-200000.0,-200000.0,-100000.0,0.0,300000.0,1800000.0,800000.0,500000.0,500000.0,-400000.0
,incomeBeforeTax,81385000.0,50442000.0,43068000.0,24640000.0,38345000.0,44299000.0,57950000.0,54872000.0,54690000.0,29057000.0,25365000.0,26681000.0,39128000.0,-3266000.0,15220000.0,12900000.0,10000000.0,6400000.0,5700000.0,3800000.0,2200000.0,5800000.0,4900000.0,3600000.0,3400000.0,0.0,0.0,0.0,-16000000.0
,incomeBeforeTaxRatio,0.0362130861015791,0.0243544797864384,0.0281275287051919,0.0175583991357619,0.0335627451340803,0.0417253393439272,0.0613898579081684,0.0607845765451204,0.0547469916182746,0.0372355694067836,0.0424819579384234,0.0422724219225309,0.0635084490194073,-0.00535134373453665,0.0318891046955764,0.0280862181580666,0.0231857175979597,0.0206052801030264,0.0213483146067416,0.043778801843318,0.0202764976958525,0.0525838621940163,0.0509885535900104,0.0547112462006079,0.0568561872909699,0.0,0.0,0.0,-0.139982502187227
,incomeTaxExpense,22626000.0,14228000.0,11774000.0,3486000.0,16914000.0,16997000.0,21406000.0,20113000.0,20428000.0,10759000.0,9243000.0,9446000.0,15495000.0,-64000.0,6088000.0,5000000.0,4000000.0,2400000.0,2300000.0,1500000.0,600000.0,2200000.0,500000.0,100000.0,200000.0,0.0,0.0,0.0,300000.0
,netIncome,58759000.0,37690000.0,31087000.0,21154000.0,21431000.0,27302000.0,36544000.0,34759000.0,34262000.0,18298000.0,16122000.0,17235000.0,23633000.0,-3202000.0,8560000.0,7900000.0,6600000.0,3500000.0,3400000.0,2100000.0,1600000.0,3600000.0,4200000.0,3500000.0,2700000.0,-1200000.0,-4000000.0,-7600000.0,-16300000.0
,netIncomeRatio,0.0261454165539434,0.0181975406040772,0.0203027882617791,0.0150742847125774,0.0187582003121261,0.025715822360954,0.0387132177290096,0.0385043573431229,0.0342977039097701,0.0234482723269892,0.027001542514617,0.0273065174406814,0.0383585968021788,-0.00524647968095112,0.017935002378064,0.0172000870890486,0.0153025736146534,0.0112685125563426,0.0127340823970037,0.0241935483870968,0.0147465437788018,0.0326382592928377,0.0437044745057232,0.0531914893617021,0.0451505016722408,-0.0207972270363951,-0.056980056980057,-0.120443740095087,-0.142607174103237
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,3.52,2.27,1.89,1.3,1.25,1.33,1.73,1.65,1.67,0.9,0.81,0.87,1.2,-0.19,0.434235,0.400755,0.334808,0.17755,0.172477,0.10653,0.081165,0.182622,0.213059,0.17755,0.136967,-0.060874,-0.202914,-0.385536,-0.826873
,EPSDiluted,3.48,2.26,1.87,1.28,1.23,1.3,1.69,1.61,1.6,0.87,0.78,0.83,1.14,-0.19,0.413106,0.381254,0.318516,0.16891,0.164084,0.101346,0.077216,0.173736,0.202692,0.16891,0.130302,-0.060874,-0.202914,-0.385536,-0.826873
,weightedAverageShsOut,16684000.0,16587000.0,16441000.0,16273000.0,17109000.0,20577000.0,20922000.0,20821000.0,20391000.0,20151000.0,19883000.0,19755072.0,19712811.0,16540392.0,19712811.0,19712811.0,19712811.0,19712811.0,19712811.0,19712811.0,19712811.0,19712811.0,19712811.0,19712811.0,19712811.0,19712811.0,19712811.0,19712811.0,19712811.0
,weightedAverageShsOutDil,16890000.0,16699000.0,16585000.0,16496000.0,17461000.0,21038000.0,21466000.0,21431000.0,21172000.0,20993000.0,20782000.0,20702383.0,20706953.0,16540392.0,20721074.0,20721074.0,20721074.0,20721074.0,20721074.0,20721074.0,20721074.0,20721074.0,20721074.0,20721074.0,20721074.0,20721074.0,20721074.0,20721074.0,20721074.0
