date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2008-02-25_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-57955000.0,49006000.0,-99250000.0,57298000.0,31770000.0,12678000.0,-22920000.0,-146809000.0,108275000.0,-510157000.0,104770000.0,-2249000.0,28059000.0,-16144000.0,-16144000.0,33759000.0,33061000.0,-5257000.0,10478000.0,8683000.0,13450000.0,4657000.0,-68600000.0,-6200000.0,1000000.0,-1500000.0,10100000.0,8000000.0,4300000.0
,depreciationAndAmortization,97290000.0,114400000.0,122497000.0,63215000.0,68318000.0,75993000.0,98463000.0,98845000.0,109471000.0,129466000.0,131205000.0,155737000.0,173673000.0,44153000.0,139966000.0,50760000.0,56603000.0,40617000.0,19040000.0,10184000.0,9900000.0,13010000.0,18500000.0,19900000.0,16800000.0,10500000.0,8000000.0,6600000.0,6100000.0
,deferredIncomeTax,-12939000.0,-192000.0,-19130000.0,50667000.0,13790000.0,1488000.0,-31542000.0,-26757000.0,-6775000.0,-12985000.0,-17992000.0,-64216000.0,-38074000.0,3764000.0,-36373000.0,1624000.0,-22017000.0,-6590000.0,5315000.0,4731000.0,3053000.0,4445000.0,-28100000.0,-4600000.0,100000.0,-1500000.0,800000.0,900000.0,1600000.0
,stockBasedCompensation,25053000.0,26960000.0,31263000.0,21407000.0,18035000.0,14089000.0,17860000.0,18850000.0,19512000.0,16411000.0,19107000.0,16982000.0,16582000.0,-9717000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,54503000.0,82426000.0,-98525000.0,22539000.0,38254000.0,19255000.0,-82443000.0,-9223000.0,23945000.0,151149000.0,-104049000.0,-10764000.0,43717000.0,0.0,-243282000.0,376782000.0,57956000.0,59969000.0,-52882000.0,-15610000.0,18252000.0,4094000.0,-9900000.0,-14200000.0,42200000.0,-37500000.0,1400000.0,19200000.0,-3800000.0
,accountsReceivables,108256000.0,-39467000.0,15524000.0,-17573000.0,-27162000.0,-9009000.0,-16789000.0,13652000.0,36300000.0,-22770000.0,-45612000.0,-2962000.0,19864000.0,3863000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,35403000.0,-9389000.0,-25613000.0,-16242000.0,22343000.0,-52737000.0,6021000.0,-10861000.0,28253000.0,6389000.0,-41417000.0,3535000.0,4914000.0,-1948000.0,19419000.0,-1599000.0,-3997000.0,-3600000.0,-377000.0,621000.0,915000.0,277000.0,5400000.0,11300000.0,3200000.0,-15800000.0,-5500000.0,3400000.0,-5400000.0
,accountsPayables,-111724000.0,9177000.0,20101000.0,78463000.0,-37312000.0,-7060000.0,55924000.0,-7702000.0,-47367000.0,0.0,0.0,9873000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,380363000.0,325860000.0,243434000.0,341959000.0,319420000.0,281166000.0,261911000.0,344354000.0,353577000.0,329632000.0,178483000.0,282532000.0,293296000.0,249579000.0,249579000.0,492861000.0,116079000.0,58123000.0,-1846000.0,51036000.0,66646000.0,48394000.0,44300000.0,54200000.0,68400000.0,26200000.0,63700000.0,62300000.0,43100000.0
,otherNonCashItems,38588000.0,18509000.0,9357000.0,2443000.0,12573000.0,5107000.0,7746000.0,3467000.0,-3431000.0,78607000.0,6797000.0,3102000.0,-2226000.0,0.0,11267000.0,13519000.0,0.0,-846000.0,657000.0,0.0,0.0,-955000.0,-100000.0,-100000.0,1900000.0,0.0,-100000.0,1200000.0,0.0
,netCashProvidedByOperatingActivites,109514000.0,172840000.0,109755000.0,191354000.0,115842000.0,73350000.0,132973000.0,105421000.0,205090000.0,252358000.0,254591000.0,140787000.0,193146000.0,93822000.0,133327000.0,94773000.0,79617000.0,53055000.0,10256000.0,49226000.0,32337000.0,1194000.0,24500000.0,-1900000.0,-3200000.0,-16900000.0,9600000.0,12800000.0,8200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-46208000.0,-60749000.0,-59952000.0,-49495000.0,-43543000.0,-43918000.0,-44495000.0,-60020000.0,-50543000.0,-60076000.0,-62822000.0,-52906000.0,-63430000.0,-30702000.0,-40602000.0,-31739000.0,-31973000.0,-12788000.0,-9630000.0,-10536000.0,-7642000.0,-8987000.0,-17300000.0,-6400000.0,-36800000.0,-27500000.0,-16500000.0,-7300000.0,-3800000.0
,acquisitionsNet,1000000.0,0.0,-803000000.0,-99000000.0,-1000000.0,-6000000.0,0.0,-1000000.0,-79000000.0,-20000000.0,0.0,-4000000.0,0.0,-19889000.0,-1716000000.0,-21000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-204995000.0,0.0,-204995000.0,0.0,0.0,0.0,-26922000.0,-30371000.0,0.0,0.0,0.0,0.0,0.0,0.0,-17900000.0,-12800000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170434000.0,0.0,0.0,0.0,48979000.0,8172000.0,0.0,0.0,0.0,0.0,25100000.0,5600000.0,0.0,0.0
,otherInvestingActivites,4039000.0,12569000.0,369000.0,702000.0,-3034000.0,721000.0,2999000.0,4109000.0,4115000.0,1427000.0,6548000.0,3229000.0,3252000.0,0.0,7439000.0,1922000.0,-1224000.0,-1280000.0,-75566000.0,6143000.0,-8188000.0,-1251000.0,1200000.0,-10700000.0,-1300000.0,-22400000.0,-6600000.0,-3200000.0,-1200000.0
