date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,-116143000.0,-22796000.0,61993000.0,87032000.0,94880000.0,122355000.0,153421000.0,140355000.0,178781000.0,177298000.0,143527000.0,185765000.0,142295000.0,39067000.0,10297000.0,24506000.0,52639000.0,76892000.0,110235000.0,106276000.0,-22254000.0,64000000.0,123200000.0,260100000.0,207200000.0,139300000.0,116000000.0,130400000.0,89100000.0,48400000.0,37400000.0,24000000.0,0.0,0.0,0.0,0.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,-141000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.00121402064696107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,13289000.0,12691000.0,12286000.0,9604000.0,13466000.0,14998000.0,12459000.0,13817000.0,15243000.0,16330000.0,15986000.0,16120000.0,8779000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12600000.0,11100000.0,8300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-141000.0,149000.0,365000.0,2161000.0,1459000.0,968000.0,-142000.0,-300000.0,-171000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,13000000.0,13000000.0,12000000.0,7000000.0,15000000.0,14000000.0,13000000.0,14000000.0,15000000.0,17000000.0,17000000.0,57000000.0,16000000.0,13000000.0,6000000.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,-5011000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,75511000.0,253823000.0,214587000.0,146367000.0,115486000.0,93975000.0,73643000.0,75104000.0,77848000.0,66080000.0,56251000.0,128830000.0,258453000.0,275648000.0,235521000.0,106909000.0,49411000.0,58924000.0,169744000.0,363317000.0,542150000.0,505000000.0,678700000.0,639000000.0,606100000.0,588500000.0,488200000.0,511100000.0,415400000.0,189900000.0,144500000.0,109900000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,124000.0,109000.0,107000.0,111000.0,124000.0,109000.0,137000.0,162000.0,195000.0,206000.0,220000.0,266000.0,29588000.0,24316000.0,23291000.0,22181000.0,19309000.0,15956000.0,27017000.0,32486000.0,18472000.0,41100000.0,459600000.0,183100000.0,110000000.0,55700000.0,14200000.0,49500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDA,4994000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,-35.4184397163121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,4870000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,-0.041931067735464,1.55018424284962,0.807704095623699,0.914479731592977,0.873450674536256,0.885333660250909,0.917866524139459,0.901193402443803,0.91523148432999,0.903586052860156,0.884126331630982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,-7146000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,-129573000.0,-35338000.0,50072000.0,79589000.0,82873000.0,108325000.0,140820000.0,126487000.0,163626000.0,160204000.0,126896000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,1.11563331410416,1.55018424284962,0.807704095623699,0.914479731592977,0.873450674536256,0.885333660250909,0.917866524139459,0.901193402443803,0.91523148432999,0.903586052860156,0.884126331630982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-129573000.0,-35338000.0,50072000.0,79589000.0,82873000.0,108325000.0,140820000.0,126487000.0,163626000.0,160204000.0,126896000.0,129263000.0,125923000.0,24713000.0,3843000.0,57192000.0,41805000.0,60659000.0,96123000.0,106276000.0,-51486000.0,57900000.0,-234800000.0,159900000.0,127200000.0,77400000.0,85600000.0,94300000.0,57900000.0,33700000.0,29100000.0,16400000.0,21100000.0,19900000.0,12900000.0,3400000.0
,netIncomeRatio,1.11563331410416,1.55018424284962,0.807704095623699,0.914479731592977,0.873450674536256,0.885333660250909,0.917866524139459,0.901193402443803,0.91523148432999,0.903586052860156,0.884126331630982,0.695841520200253,0.884943251695421,0.632579926792433,0.373215499660095,2.33379580510895,0.794183020194153,0.78888570982677,0.871982582664308,1.0,2.31356160690213,0.9046875,-1.90584415584416,0.614763552479815,0.613899613899614,0.555635319454415,0.737931034482759,0.723159509202454,0.64983164983165,0.696280991735537,0.77807486631016,0.683333333333333,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.46043822276324,-0.62,0.549553306846368,0.831494598717065,0.866364890858911,1.1341863070496,1.47623989684561,1.3290218864594,1.72978973074118,1.583869,1.53,1.67,1.96,1.07695995119188,-0.87,1.96,1.34,2.89,5.47,6.43,-6.6,2.44,-16.88,10.48,9.24,4.373333,5.44,11.662222,10.666667,9.244444,7.395556,5.475556,7.68,8.035556,6.755556,1.777778
,EPSDiluted,-1.46043822276324,-0.62,0.548854543461581,0.830410149932702,0.864891096755341,1.13191084732657,1.4725658534545,1.32595683121403,1.72216141119017,1.583869,1.52,1.66,1.94,1.06549107527809,-0.87,1.96,1.33,2.6,4.85,5.68,-6.6,2.4,-16.88,9.4,8.24,4.293333,5.351111,11.306667,10.168889,7.751111,6.755556,5.475556,7.68,8.035556,6.755556,1.777778
,weightedAverageShsOut,95698000.0,88722000.0,91114000.0,95718000.0,95656000.0,95509000.0,95391000.0,95173000.0,94593000.0,88287000.0,69552000.0,65045000.0,54007000.0,22947000.0,18902000.0,18868000.0,16100000.0,13977000.0,13858000.0,13351000.0,11486500.0,14587000.0,15237000.0,12814250.0,9819250.0,8669625.0,8593875.0,8045886.0,8369500.0,6492500.0,4888750.0,4889000.0,4888750.0,4888750.0,3371750.0,3371750.0
,weightedAverageShsOutDil,95698000.0,88722000.0,91230000.0,95843000.0,95819000.0,95701000.0,95629000.0,95393000.0,95012000.0,88287000.0,69901000.0,65449000.0,54597000.0,23194000.0,18902000.0,18868000.0,16437000.0,23295000.0,19827000.0,16956000.0,11486500.0,14761500.0,15237000.0,17005750.0,15453250.0,9057375.0,8929687.0,8254870.0,8369500.0,6492500.0,4888750.0,4889000.0,4888750.0,4888750.0,3371750.0,3371750.0
