date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,revenue,27753000000.0,34727000000.0,39004000000.0,34484000000.0,29183000000.0,32735000000.0,45608000000.0,44062000000.0,45352000000.0,48183000000.0,41151000000.0
,costOfRevenue,24359000000.0,29267000000.0,32530000000.0,28036000000.0,23185000000.0,25633000000.0,38933000000.0,37927000000.0,39577000000.0,42758000000.0,37181000000.0
,grossProfit,3394000000.0,5460000000.0,6474000000.0,6448000000.0,5998000000.0,7102000000.0,6675000000.0,6135000000.0,5775000000.0,5425000000.0,3970000000.0
,grossProfitRatio,0.122293085432206,0.157226365652086,0.165982976105015,0.186985268530333,0.205530617140116,0.216954330227585,0.14635590247325,0.139235622531887,0.127337272887634,0.112591577942428,0.0964739617506257
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,113000000.0,111000000.0,115000000.0,106000000.0,99000000.0,102000000.0,127000000.0,150000000.0,172000000.0,196000000.0,154000000.0
,GeneralAndAdministrativeExpenses,1140000000.0,1199000000.0,1129000000.0,859000000.0,833000000.0,828000000.0,806000000.0,870000000.0,909000000.0,918000000.0,853000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,85000000.0,0.0,0.0,0.0,111000000.0,25000000.0,38000000.0,-14000000.0,2000000.0,25000000.0,-103000000.0
,operatingExpenses,1253000000.0,1310000000.0,1244000000.0,965000000.0,932000000.0,930000000.0,933000000.0,1020000000.0,1081000000.0,1124000000.0,1026000000.0
,costAndExpenses,25612000000.0,30611000000.0,33773000000.0,29024000000.0,24123000000.0,26613000000.0,39872000000.0,38961000000.0,40683000000.0,43854000000.0,30842000000.0
,interestExpense,526000000.0,347000000.0,360000000.0,491000000.0,322000000.0,310000000.0,352000000.0,309000000.0,655000000.0,1044000000.0,545000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1385000000.0,1312000000.0,1241000000.0,1174000000.0,1064000000.0,1047000000.0,1019000000.0,1021000000.0,983000000.0,931000000.0,1123000000.0
,EBITDA,3526000000.0,5428000000.0,6472000000.0,6634000000.0,6124000000.0,7169000000.0,6755000000.0,6122000000.0,5652000000.0,5260000000.0,11432000000.0
,EBITDARatio,0.127049328000577,0.156304892446799,0.165931699312891,0.192379074353323,0.20984819929411,0.219001069191996,0.148109980705139,0.138940583722936,0.12462515434821,0.109167133636345,0.27780612864815
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,2141000000.0,4116000000.0,5231000000.0,5460000000.0,5060000000.0,6122000000.0,5736000000.0,5101000000.0,4669000000.0,4329000000.0,10309000000.0
,operatingIncomeRatio,0.0771448131733506,0.118524491030034,0.134114449800021,0.158334299965201,0.173388616660384,0.187016954330228,0.125767409226451,0.115768689573782,0.102950255777033,0.0898449660668701,0.250516390853199
,totalOtherIncomeExpensesNet,-241000000.0,-68000000.0,39000000.0,202000000.0,95000000.0,50000000.0,92000000.0,-16000000.0,-31000000.0,3000000.0,-14000000.0
,incomeBeforeTax,1386000000.0,4052000000.0,5311000000.0,5493000000.0,5233000000.0,6209000000.0,5712000000.0,4996000000.0,4185000000.0,3531000000.0,8875000000.0
,incomeBeforeTaxRatio,0.0499405469678954,0.11668154461946,0.136165521484976,0.159291265514441,0.179316725490868,0.189674660149687,0.125241185756885,0.113385683809178,0.092278179573117,0.0732831081501775,0.215669121042016
,incomeTaxExpense,-43000000.0,648000000.0,613000000.0,598000000.0,1386000000.0,1730000000.0,1540000000.0,1136000000.0,1327000000.0,1048000000.0,170000000.0
