date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,revenue,380766000.0,306980000.0,264734000.0,194392000.0,82705000.0,36766000.0,22963000.0,31326117.0,28779078.0,98960851.0
,costOfRevenue,18942000.0,12135000.0,12670000.0,4577000.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,361824000.0,294845000.0,252064000.0,189815000.0,0.0,36766000.0,25245000.0,34696327.0,33946063.0,0.0
,grossProfitRatio,0.950252911236823,0.960469737442179,0.952140639283205,0.976454792378287,0.0,1.0,1.09937725906894,1.10758467128243,1.17953962944887,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,477643000.0,257452000.0,171984000.0,117456000.0,117633000.0,121816000.0,79838000.0,54875144.0,46138868.0,58677081.0
,GeneralAndAdministrativeExpenses,245164000.0,202541000.0,153548000.0,121271000.0,97130000.0,82080000.0,44820000.0,25218652.0,14615376.0,16153069.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,85188000.0,13723000.0,129000.0,-1279000.0,-1207000.0,-465000.0,-213000.0,37512.0,1782656.0,461358.0
,operatingExpenses,759699000.0,487643000.0,348409000.0,254107000.0,214763000.0,203896000.0,122376000.0,76723586.0,0.0,0.0
,costAndExpenses,778641000.0,499778000.0,361079000.0,258684000.0,214763000.0,203896000.0,122376000.0,76723586.0,55587259.0,68378854.0
,interestExpense,56352000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,36892000.0,27650000.0,22877000.0,15380000.0,3290000.0,2876000.0,2235000.0,2396405.0,2704151.0,2871200.0
,EBITDA,-360983000.0,-165148000.0,-73468000.0,-48912000.0,-128768000.0,-164254000.0,-97178000.0,-43001064.0,-24104030.0,33453197.0
,EBITDARatio,-0.948044205627603,-0.537976415401655,-0.277516299379755,-0.251615292810404,-1.55695544404812,-4.46755154218572,-4.23193833558333,-1.37269052528917,-0.837553934146188,0.338044758729894
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
