date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,79795000.0,55516000.0,63289000.0,53095000.0,15118000.0,14601000.0,10718000.0,6641000.0,4065000.0,-3729000.0,-5390000.0
,depreciationAndAmortization,-5420000.0,39333000.0,37122000.0,35709000.0,33061000.0,34101000.0,18071000.0,11617000.0,9532000.0,5405000.0,1551000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,9826000.0,10644000.0,9270000.0,8732000.0,9444000.0,6081000.0,2060000.0,2137000.0,1121000.0,1202000.0,784000.0
,changeInWorkingCapital,-3233000.0,-37000.0,-1063000.0,5080000.0,2493000.0,1348000.0,937000.0,-1470000.0,1175000.0,487000.0,990000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,678000.0,1542000.0,468000.0,4496000.0,5667000.0,2600000.0,2447000.0,-894000.0,1708000.0,0.0,0.0
,otherWorkingCapital,80492000.0,68450000.0,33912000.0,-9565000.0,-24234000.0,1209000.0,180558000.0,-2465000.0,-703000.0,-650000.0,54828000.0
,otherNonCashItems,0.0,-1566000.0,-2409000.0,-2464000.0,-3974000.0,-3496000.0,-2465000.0,-2753000.0,-2211000.0,-3491000.0,73000.0
,netCashProvidedByOperatingActivites,101050000.0,94688000.0,77599000.0,69498000.0,49241000.0,42068000.0,29321000.0,13495000.0,9749000.0,2149000.0,-2212000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-96926000.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7665000.0,-116388000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,-54100000.0,0.0,-1612000.0,4535000.0,-4390000.0,-465000.0,-218000.0,-1293000.0,0.0
,netCashUsedForInvestingActivites,-52088000.0,-251482000.0,-234957000.0,-249118000.0,-151241000.0,-255359000.0,-249916000.0,-201865000.0,-160180000.0,-105884000.0,-116388000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-87514000.0,-204201000.0,-146416000.0,-110871000.0,-24844000.0,-158267000.0,-99781000.0,-160168000.0,-6889000.0,-180000.0
,commonStockIssued,64767000.0,278058000.0,208949000.0,255295000.0,101432000.0,3122000.0,320263000.0,191475000.0,55004000.0,0.0,176914000.0
,commonStockRepurchased,-9837000.0,-3959000.0,-3870000.0,-49436000.0,-1551000.0,-512000.0,-284000.0,-160000.0,-79000.0,0.0,0.0
,dividendsPaid,-74778000.0,-63565000.0,-51445000.0,-43865000.0,-36747000.0,-31110000.0,-19335000.0,-13234000.0,-7101000.0,-2791000.0,0.0
,otherFinancingActivites,0.0,-4966000.0,-4396000.0,-4636000.0,-4005000.0,-1516000.0,-3170000.0,-1371000.0,-1675000.0,-7639000.0,-882000.0
,netCashUsedProvidedByFinancingActivities,-53865000.0,235054000.0,149037000.0,203942000.0,93758000.0,45140000.0,404207000.0,189429000.0,153112000.0,49731000.0,175852000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-4903000.0,78260000.0,-8321000.0,24322000.0,-8242000.0,-168151000.0,183612000.0,1059000.0,2681000.0,-54004000.0,57252000.0
,cashAtEndOfPeriod,107836000.0,112739000.0,34479000.0,42800000.0,14208000.0,22450000.0,190601000.0,6989000.0,5930000.0,3249000.0,57253000.0
,cashAtBeginningOfPeriod,112739000.0,34479000.0,42800000.0,18478000.0,22450000.0,190601000.0,6989000.0,5930000.0,3249000.0,57253000.0,1000.0
,operatingCashFlow,101050000.0,94688000.0,77599000.0,69498000.0,49241000.0,42068000.0,29321000.0,13495000.0,9749000.0,2149000.0,-2212000.0
,capitalExpenditure,0.0,-251482000.0,-180857000.0,-249118000.0,-149629000.0,-259894000.0,-245526000.0,-201400000.0,-159962000.0,-96926000.0,0.0
,freeCashFlow,101050000.0,94688000.0,77599000.0,69498000.0,49241000.0,42068000.0,29321000.0,13495000.0,9749000.0,-94777000.0,-2212000.0
