Date,2012-12,2011-12,2010-12,2009-12,2008-12
Cash and cash equivalents,4000000.0,4000000.0,3000000.0,4000000.0,0000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,6000000.0,5000000.0,5000000.0,5000000.0,5000000.0
Inventories,7000000.0,7000000.0,5000000.0,4000000.0,4000000.0
Total current assets,16000000.0,14000000.0,15000000.0,16000000.0,23000000.0
Property Plant & Equipment Net,15000000.0,14000000.0,14000000.0,15000000.0,22000000.0
Goodwill and Intangible Assets,0,0,0,0,0
Long-term investments,,,,,
Tax assets,0000000.0,000000.0,000000.0,000000.0,000000.0
Total non-current assets,2000000.0,2000000.0,2000000.0,2000000.0,4000000.0
Total assets,33000000.0,31000000.0,29000000.0,29000000.0,33000000.0
Payables,2000000.0,2000000.0,1000000.0,3000000.0,3000000.0
Short-term debt,0000000.0,0000000.0,0000000.0,0000000.0,0000000.0
Total current liabilities,3000000.0,3000000.0,2000000.0,4000000.0,4000000.0
Long-term debt,2000000.0,2000000.0,2000000.0,2000000.0,3000000.0
Total debt,2000000.0,2000000.0,2000000.0,2000000.0,3000000.0
Deferred revenue,,,,,
Tax Liabilities,000000.0,0000000.0,0000000.0,000000.0,0000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,2000000.0,2000000.0,2000000.0,2000000.0,4000000.0
Total liabilities,5000000.0,5000000.0,4000000.0,6000000.0,8000000.0
Other comprehensive income,,,,,
Retained earnings (deficit),32000000.0,30000000.0,28000000.0,27000000.0,29000000.0
Total shareholders equity,28000000.0,26000000.0,24000000.0,23000000.0,25000000.0
Investments,,,,,
Net Debt,-2000000,-2000000,-1000000,-2000000,3000000
Other Assets,0,0,0,1000000,1000000
Other Liabilities,0,0,0,0,0
