date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,973318000.0,3367517000.0,2835068000.0,2519310000.0,2947098000.0,536279000.0,902983000.0,1923559000.0,1911900000.0,1223419000.0,1630447000.0,1507747000.0,63571000.0,1048703000.0,778905000.0,865647000.0,513028000.0,833320000.0
,depreciationAndAmortization,2037112000.0,1780094000.0,1392541000.0,1301897000.0,1146626000.0,1074032000.0,1004471000.0,871073000.0,740147000.0,768769000.0,552184000.0,562236000.0,617804000.0,622549000.0,642171000.0,595981000.0,598911000.0,564455000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-152313000.0,-104432000.0,-8463140.0,-32470000.0,339968.0,16548360.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-1076293000.0,-620025000.0,-862233000.0,-968244000.0,-171801000.0,-328553000.0,-102341000.0,-600027000.0,-1006124000.0,-337956000.0,-679847000.0,-153166000.0,-614559000.0,-709396000.0,0.0,-491079338.5,-661000240.0,-615117370.0
,accountsReceivables,-129665000.0,-46180000.0,-71679000.0,-42194000.0,-34665000.0,-111738000.0,363343000.0,-11515000.0,-156914000.0,-358516000.0,-208975000.0,-145774000.0,-301844000.0,-400944000.0,-609405860.0,-610175065.5,-685662336.0,-647541135.0
,inventory,-34394000.0,-4858000.0,20075000.0,-27633000.0,7156000.0,-550000.0,-8699000.0,-6133000.0,-8885000.0,-8519000.0,3484000.0,6758000.0,5829000.0,-3307000.0,0.0,-6466000.0,0.0,0.0
,accountsPayables,-248404000.0,-349037000.0,-176826000.0,-180353000.0,6371000.0,-18314000.0,-85000.0,-15454000.0,-25991000.0,145451000.0,72675000.0,-15249000.0,0.0,-14055000.0,50112720.0,26192632.5,-355904.0,15258765.0
,otherWorkingCapital,-309229000.0,-472897000.0,-505273000.0,-548322000.0,-349147000.0,-277288000.0,-364947000.0,-365495000.0,-722963000.0,-100386000.0,-355819000.0,8229000.0,-310424000.0,-257342000.0,544142140.0,29140033.5,0.0,0.0
,otherNonCashItems,2519253000.0,-787762000.0,-717040000.0,249356000.0,128202000.0,-530798000.0,146237000.0,82807000.0,230421000.0,482279000.0,1770494000.0,2993135000.0,1901021000.0,428130000.0,1538361215.0,-15199204.5,875814272.0,653369045.0
,netCashProvidedByOperatingActivites,4978208000.0,4197245000.0,3842920000.0,3301882000.0,3003592000.0,2641400000.0,2480252000.0,2777182000.0,2336220000.0,2717058000.0,2083049000.0,2072452000.0,2527990000.0,2215600000.0,2979060000.0,1754828000.0,1327093000.0,1472219000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-42407000.0,-78159000.0,-50645000.0,-18920000.0,-27631000.0,-54794000.0,0.0,-30743000.0,-30647000.0,-143684000.0,-87383000.0,-9347000.0,-1395641000.0,-848878000.0,0.0,-660373000.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-3416880000.0,0.0,-1136000.0,0.0,0.0,-2540000.0,-16000.0,-369000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-3309381000.0,-3189365000.0,-13078000.0,5256000.0,5078000.0,-9406000.0,-9417000.0,54644000.0,34752000.0,202841000.0,-189820000.0,-10748000.0,0.0,0.0,643734000.0,-106000.0,-202999000.0,-223485000.0
,netCashUsedForInvestingActivites,-6768668000.0,-3267284000.0,-2189287000.0,-1971444000.0,-2130720000.0,-2459480000.0,-2757741000.0,-2281499000.0,-1998778000.0,-2008278000.0,-2091369000.0,-1964030000.0,-1555155000.0,-881696000.0,1536052000.0,-660479000.0,-803902000.0,-1232850000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-3244099000.0,-2148198000.0,-1678748000.0,-1098558000.0,-1535312000.0,-1292322000.0,-529535000.0,-1780673000.0,-1518240000.0,-1979099000.0,-1800507000.0,-1896480000.0,-1146416000.0,-1283201000.0,0.0,-3144380659.5,0.0,-1929346635.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-709629000.0,-611136000.0,-209901000.0,-76693000.0,-201678000.0,-74556000.0,-42618000.0,-129843000.0,-96557000.0,-422923000.0,-398419000.0,-305989000.0,-708858000.0,-136386000.0,584476000.0,1071637000.0,-175603000.0,-304278000.0
,netCashUsedProvidedByFinancingActivities,-66349000.0,-1705942000.0,-907489000.0,-933612000.0,-625865000.0,-265697000.0,218479000.0,-629656000.0,-566253000.0,-547970000.0,1226491000.0,36854000.0,-812100000.0,-1197113000.0,1443008000.0,-919733000.0,-879456000.0,-333404000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
