date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,revenue,434133000.0,349386000.0,331081000.0,256592000.0,161231152.0,96023740.0,94703363.0,87086544.0,70585973.0,46572478.0,36142472.0,86145111.0,98711190.0,160887260.0,85791431.0,84315423.0,39121920.0,8499220.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,144380000.0,122102000.0,110470000.0,98799000.0,51247446.0,28400457.0,42926172.0,22942332.0,20173572.0,26821464.0,41421002.0,35795459.0,8110003.0,9381055.0,9111663.0,4274609.0,4234249.0,2661703.0
,SellingAndMarketingExpenses,37348000.0,40329000.0,37074000.0,30738000.0,17586871.0,12525817.0,9600139.0,10603247.0,7882914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10878218.0,0.0,-54080118.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,357000000.0,330000000.0,240000000.0,150000000.0,107000000.0,116000000.0,110000000.0,103000000.0,100000000.0,106000000.0,116000000.0,131000000.0,153000000.0,112000000.0,60000000.0,0.0,0.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,169216000.0,186399000.0,153818000.0,90072000.0,63622771.0,49720132.0,47903458.0,42065151.0,40866832.0,51651933.0,62979036.0,80102075.0,108656702.0,147710194.0,92693419.0,45745424.0,19372575.0,1669731.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,7640000.0,7510000.0,7453000.0,7385000.0,5021900.0,5436330.0,7371737.0,6668381.0,5794013.0,5189357.0,560273.0,94819.0,751859.0,1587481.0,-219820.0,-165906.0,-1431146.0,0.0
,EBITDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.544879103869091,0.48735209767993,0.476566157526406,0.432078942445595,0.392640579780761,0.556412549646577,0.9825257208659,0.249669570077324,0.220820912959576,-0.80033134590777,3.17258379559649,-2.39924194885534,0.0,0.630372336504457,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,236550000.0,170274000.0,157782000.0,110868000.0,63305893.0,53428814.0,93048490.0,21742860.0,15586859.0,-37273414.0,114665021.0,-206682964.0,0.0,101418878.0,0.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,0.544879103869091,0.48735209767993,0.476566157526406,0.432078942445595,0.392640579780761,0.556412549646577,0.9825257208659,0.249669570077324,0.220820912959576,-0.80033134590777,3.17258379559649,-2.39924194885534,0.0,0.630372336504457,0.0,0.0,0.0,0.0
,incomeTaxExpense,40393000.0,15036000.0,9731000.0,13359000.0,825000.0,0.0,0.0,0.0,-801558.0,0.0,2560000.0,0.0,0.0,16885000.0,0.0,0.0,0.0,0.0
,netIncome,170949000.0,128628000.0,115866000.0,73389000.0,50349852.0,53428814.0,93048490.0,21174538.0,21500888.0,-40311713.0,112910211.0,-230631156.0,-81229844.0,84533878.0,50413807.0,50387023.0,25072682.0,3407919.0
,netIncomeRatio,0.393771033300855,0.368154419467294,0.349962697950048,0.286014373012409,0.312283646028901,0.556412549646577,0.9825257208659,0.243143625035803,0.304605675691401,-0.865569424929462,3.12403122287817,-2.67724022086407,-0.822904110466098,0.525423069545718,0.587632196040651,0.597601496940838,0.640885774522314,0.400968441809954
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.84110454339549,1.3,1.54,1.14,0.981381127936709,1.0505540256893,1.71,0.499400988757702,0.8,-1.61,4.44,-9.11,-3.54,4.44386187472848,2.94,2.99,1.81,0.42
,EPSDiluted,1.84110454339549,1.27,1.5,1.12,0.973309757581753,1.04747329638596,1.7,0.494326294315714,0.79,-1.61,4.39,-9.11,-3.54,3.69625230852134,2.93,2.98,1.78,0.42
,weightedAverageShsOut,92851327.0,92851327.0,70208165.0,57890574.0,51305095.0,50857750.0,50143648.0,42399872.0,26956938.0,24968894.0,25424481.0,25313574.0,22916648.0,19022616.0,17161346.0,16867466.0,13814199.0,8199567.0
,weightedAverageShsOutDil,92851327.0,116192951.0,93642168.0,80311252.0,51730553.0,51007328.0,50368344.0,42835144.0,27211287.0,24968894.0,25741290.0,25313574.0,22916648.0,22870159.0,21001804.0,20672502.0,17366015.0,8199567.0
