date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY
,revenue,173137000.0,152557000.0,63604000.0,143445000.0,67192000.0,34153000.0,43274000.0,41119000.0,73694000.0,146991000.0,80311000.0,64608000.0,13892000.0
,costOfRevenue,87812000.0,76185000.0,36698000.0,62713000.0,56678000.0,37374000.0,33202000.0,38253000.0,77314000.0,155615000.0,70515000.0,60428000.0,10364000.0
,grossProfit,85325000.0,76372000.0,26906000.0,80732000.0,10514000.0,-3221000.0,10072000.0,2866000.0,-3620000.0,-8624000.0,9796000.0,4180000.0,3528000.0
,grossProfitRatio,0.492817826345611,0.500612885675518,0.423023709200679,0.562808044895256,0.156476961543041,-0.0943108950897432,0.232749456948745,0.0697001386220482,-0.049122045213993,-0.0586702587233232,0.121975819003623,0.0646978702327885,0.253959113158652
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,71676000.0,71460000.0,68722000.0,56956000.0,51412000.0,44636000.0,49661000.0,56065000.0,73630000.0,87317000.0,55249000.0,38263000.0,30306000.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,4723000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,208747000.0,198046000.0,159624000.0,120247000.0,99133000.0,105621000.0,105096000.0,113116000.0,152348000.0,170548000.0,95642000.0,61821000.0,46928000.0
,costAndExpenses,296559000.0,274231000.0,196322000.0,182960000.0,155811000.0,142995000.0,138298000.0,151369000.0,229662000.0,326163000.0,166157000.0,122249000.0,57292000.0
,interestExpense,47951000.0,58665000.0,42703000.0,34032000.0,37629000.0,78854000.0,28949000.0,9107000.0,4926000.0,1543000.0,1443000.0,1218000.0,377000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,12126000.0,17178000.0,4921000.0,11358000.0,11374000.0,12920000.0,14969000.0,16639000.0,14570000.0,11077000.0,7280000.0,5775000.0,2627000.0
,EBITDA,-270669000.0,-166295000.0,-127797000.0,-26644000.0,-47778000.0,-125710000.0,46699000.0,-210212000.0,-184662000.0,-165698000.0,-78566000.0,-51866000.0,-39067000.0
,EBITDARatio,-1.56332268665854,-1.09005158727558,-2.00926042387271,-0.185743664819269,-0.711066793665913,-3.6807893889263,1.07914683181587,-5.11228385904326,-2.50579423019513,-1.12726629521535,-0.978271967725467,-0.802779841505696,-2.81219406852865
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-123422000.0,-121674000.0,-132718000.0,-39515000.0,-88619000.0,-108842000.0,-95024000.0,-110250000.0,-155968000.0,-179172000.0,-85846000.0,-57641000.0,-43400000.0
,operatingIncomeRatio,-0.712857448147998,-0.797564189122754,-2.08662977171247,-0.275471435044791,-1.31889213001548,-3.18689426990308,-2.19586818875075,-2.68124224810915,-2.11642738893261,-1.21893177133294,-1.0689195751516,-0.892165056958891,-3.12410020155485
,totalOtherIncomeExpensesNet,200428000.0,120464000.0,97517000.0,32519000.0,8162000.0,108742000.0,-97686000.0,125504000.0,49084000.0,-213000.0,2959000.0,7159000.0,-857000.0
,incomeBeforeTax,-323850000.0,-242138000.0,-230235000.0,-72034000.0,-96781000.0,-217584000.0,2662000.0,-235754000.0,-205052000.0,-178959000.0,0.0,-64800000.0,-42543000.0
,incomeBeforeTaxRatio,-1.87048406753034,-1.58719691656233,-3.61981950820703,-0.502171564014082,-1.44036492439576,-6.37086053933769,0.061514997458058,-5.73345655293173,-2.78247889923196,-1.21748270302263,0.0,-1.00297176820208,-3.06241002015549
,incomeTaxExpense,293000.0,629000.0,0.0,295000.0,553000.0,468000.0,495000.0,-847000.0,981000.0,552000.0,0.0,0.0,-207000.0
,netIncome,-331039000.0,-242767000.0,-230235000.0,-72329000.0,-97334000.0,-217952000.0,2286000.0,-235111000.0,-205139000.0,-178870000.0,-81870000.0,-64459000.0,-41864000.0
,netIncomeRatio,-1.91200609921623,-1.59131996565218,-3.61981950820703,-0.504228101362892,-1.44859507084177,-6.38163558106169,0.0528261773813375,-5.7178190131083,-2.78365945667219,-1.21687722377561,-1.01941203571117,-0.997693784051511,-3.01353296861503
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.88,-2.67,-3.52,-3.05,-5.549972,-26.249869,0.449998,-46.799766,-54.299729,-59.849701,-125.249374,-47.399763,-124.739282
,EPSDiluted,-1.88,-2.72,-3.52,-3.05,-5.99997,-26.249869,0.281388,-46.799766,-54.299729,-59.849701,-125.249374,-47.399763,-124.739282
,weightedAverageShsOut,203598673.0,101370632.0,60357932.0,32253570.0,15896092.0,8464147.0,5226699.0,5031543.0,3781210.0,2986618.0,989355.0,1351968.0,335612.0
,weightedAverageShsOutDil,203598673.0,101370632.0,60357932.0,32253570.0,17643051.0,8464147.0,8124003.0,5031543.0,3781210.0,2986618.0,989355.0,1351968.0,335612.0
