date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-7359000.0,41000.0,-31492000.0,-9979000.0,-97573000.0,-99154000.0,-147978000.0,-185400000.0,-98800000.0,-45800000.0,-42300000.0,-34500000.0,-21700000.0,-10000000.0,-9900000.0
,depreciationAndAmortization,14034000.0,16340000.0,16510000.0,14741000.0,15322000.0,13654000.0,18666000.0,16290000.0,11400000.0,6280000.0,3600000.0,1950000.0,1760000.0,1500000.0,1240000.0
,deferredIncomeTax,-1007000.0,-1647000.0,-1838000.0,-1644000.0,2340000.0,-514000.0,-1185000.0,-540000.0,-410000.0,-3960000.0,760000.0,-1230000.0,2880000.0,-4550000.0,-3040000.0
,stockBasedCompensation,2368000.0,1474000.0,3040000.0,6961000.0,10450000.0,0.0,9683000.0,14283000.0,12468000.0,6179000.0,4923000.0,4827000.0,2246000.0,0.0,0.0
,changeInWorkingCapital,-24111000.0,-8286000.0,-206000.0,5359000.0,-6291000.0,-1701000.0,-5936000.0,19150000.0,3340000.0,-11730000.0,490000.0,2780000.0,14520000.0,1740000.0,-2710000.0
,accountsReceivables,-22721000.0,-11137000.0,3512000.0,2605000.0,-4675000.0,8010000.0,11629000.0,-12289000.0,6733000.0,-18581000.0,5523000.0,-6046000.0,1004000.0,0.0,0.0
,inventory,-3225000.0,57000.0,162000.0,1111000.0,7104000.0,6164000.0,2102000.0,4925000.0,-7920000.0,-2051000.0,-1927000.0,5807000.0,-4962000.0,-6400000.0,-1700000.0
,accountsPayables,0.0,2386000.0,-1367000.0,6755000.0,-20650000.0,-1055000.0,-4749000.0,-2064000.0,-742000.0,3255000.0,-2831000.0,346000.0,5545000.0,0.0,0.0
,otherWorkingCapital,0.0,53591000.0,63144000.0,56823000.0,111695000.0,0.0,123620000.0,252644000.0,249303000.0,115903000.0,186028000.0,110640000.0,86499000.0,0.0,0.0
,otherNonCashItems,7988000.0,-22427000.0,-2568000.0,2871000.0,9980000.0,18647000.0,31316000.0,33730000.0,-1290000.0,6300000.0,5670000.0,10790000.0,-5700000.0,-4010000.0,1780000.0
,netCashProvidedByOperatingActivites,-35149000.0,-15832000.0,-28872000.0,-41533000.0,-79321000.0,-69068000.0,-106757000.0,-116790000.0,-85730000.0,-35940000.0,-23980000.0,-20220000.0,-8240000.0,-15310000.0,-12660000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-7123000.0,-8860000.0,-10273000.0,-25288000.0,-9347000.0,-4845000.0,-10249000.0,-26450000.0,-30363000.0,-13269000.0,-3613000.0,-251128.114577,-4675694.939416,-1641892.548334,-1018550.624133
,acquisitionsNet,0.0,0.0,14000000.0,77000000.0,45344000.0,1000000.0,-3053000.0,1178000.0,-1125000.0,-9084000.0,0.0,-13000000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,31369000.0,-5771000.0,-22520000.0,0.0,3376000.0,8753000.0,-27024000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,207000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,13842000.0,16185000.0,19886000.0,-8740000.0,76579000.0,16406000.0,21267000.0,-22756000.0,-49293000.0,-13720000.0,-20326000.0,7375907.396508,-12960323.11713,16780336.150782,-10201109.570042
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-59471000.0,0.0,0.0,0.0,0.0,0.0,0.0,-9947000.0,-6725000.0,-221000.0,-117000.0,-1205000.0,-5449000.0,0.0,0.0
,commonStockIssued,13904000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,25953000.0,0.0,0.0,242000.0,153080000.0,274530000.0,1820000.0,134560000.0,58120000.0,51440000.0,1170000.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,39691000.0,-14764000.0,-8142000.0,-14260000.0,31395000.0,-2876000.0,6466000.0,134338000.0,260801000.0,-31750000.0,119171000.0,52169903.865019,40582086.006177,4260176.819198,23261962.552011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-134000.0,-696000.0,-7645000.0,4246000.0,4570000.0,-10601000.0,-6207000.0,-5238000.0,-103000.0,3250000.0,3116000.0,-5980969.197567,4657480.003168,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,18250000.0,-15107000.0,-10723000.0,16861000.0,33066000.0,-66166000.0,-85231000.0,-10450000.0,125670000.0,-78160000.0,77980000.0,29850000.0,27960000.0,5680000.0,580000.0
