date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,revenue,625012000.0,625012000.0,1690084000.0,691496000.0,230998721.0,359936693.0,259526004.0
,costOfRevenue,543788000.0,660821000.0,1213681000.0,574693000.0,243460767.0,348741199.0,226696066.0
,grossProfit,81224000.0,-35809000.0,476403000.0,116803000.0,-12462046.0,11195494.0,32829938.0
,grossProfitRatio,0.129955904846627,-0.0572932999686406,0.28188125560623,0.168913486122841,-0.0539485497843947,0.0311040641805308,0.126499608879271
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,51552000.0,50118000.0,87675000.0,49886000.0,16730975.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,42216000.0,42216000.0,-2036000.0,-677000.0,252239.0,-2157764.0,-5724496.0
,operatingExpenses,51552000.0,51552000.0,73097000.0,49886000.0,16730975.0,20541548.0,17027863.0
,costAndExpenses,595340000.0,712373000.0,1286778000.0,624579000.0,260191742.0,369282747.0,243723929.0
,interestExpense,4958000.0,4958000.0,3187000.0,4310000.0,3711457.0,5290821.0,4788074.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,95317000.0,113556000.0,116338000.0,90492000.0,69910858.0,72393882.0,35627165.0
,EBITDA,-33066000.0,26195000.0,519644000.0,157409000.0,40717837.0,63047828.0,51429240.0
,EBITDARatio,-0.0529045842319827,0.0419111953050501,0.307466374452394,0.227635445468954,0.176268668604447,0.175163658571481,0.198166038113083
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-128383000.0,-87361000.0,403306000.0,66917000.0,-29193021.0,-9346054.0,15802075.0
,operatingIncomeRatio,-0.205408856149962,-0.139774916321607,0.238630742613977,0.0967713479181369,-0.126377414011743,-0.0259658272739645,0.0608882145004629
,totalOtherIncomeExpensesNet,0.0,1194000.0,-10891000.0,-811000.0,-1618646.0,-14282117.0,-5724496.0
,incomeBeforeTax,-91125000.0,-91125000.0,389228000.0,61796000.0,-34523124.0,-28820500.0,5503646.0
,incomeBeforeTaxRatio,-0.145797200693747,-0.145797200693747,0.230300979122931,0.0893656651665375,-0.149451580729748,-0.0800710251566377,0.0212065300400495
,incomeTaxExpense,-12081000.0,-12081000.0,153263000.0,2832000.0,53884871.0,-1589086.0,7514194.0
,netIncome,-79044000.0,-79044000.0,235965000.0,58964000.0,-88407995.0,-27231414.0,-2010548.0
,netIncomeRatio,-0.126467971814941,-0.126467971814941,0.139617320795889,0.0852701967907262,-0.382720712120307,-0.0756561210057014,-0.00774700018114562
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.72720916003846,-1.76,5.27,1.41917781842688,-2.81,-0.66,-0.053615
,EPSDiluted,-1.69727942281677,-1.76,5.24,1.41607627464637,-2.81,-0.66,-0.053615
,weightedAverageShsOut,45764000.0,45011000.0,44750000.0,41548000.0,31500000.0,37500000.0,37500000.0
,weightedAverageShsOutDil,46571000.0,45011000.0,45021000.0,41639000.0,31500000.0,37500000.0,37500000.0
