date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,196412000.0,186749000.0,172234000.0,162995000.0,140095000.0,119030000.0,109790000.0,99195000.0,96509000.0,86758000.0,106422000.0
,depreciationAndAmortization,194881000.0,180395000.0,160086000.0,151889000.0,143829000.0,133023000.0,125722000.0,144758000.0,130150000.0,132212000.0,130968000.0
,deferredIncomeTax,18485000.0,13307000.0,53242000.0,92393000.0,86788000.0,63789000.0,49935000.0,62205000.0,59491000.0,87184000.0,35601000.0
,stockBasedCompensation,9803000.0,9314000.0,8195000.0,8876000.0,11219000.0,9187000.0,7613000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,109325000.0,-210931000.0,-71268000.0,-209326000.0,-53634000.0,-96444000.0,441961000.0,-45285000.0,-47606000.0,-91828000.0,-13868000.0
,accountsReceivables,-58423000.0,26415000.0,-5159000.0,-15147000.0,-80028000.0,105886000.0,23044000.0,-102142000.0,10016000.0,-18216000.0,74375000.0
,inventory,13279000.0,-8363000.0,18198000.0,-10310000.0,15962000.0,37333000.0,-19172000.0,-63139000.0,30154000.0,2025000.0,-35490000.0
,accountsPayables,28376000.0,-59293000.0,36885000.0,1945000.0,27596000.0,-59635000.0,-6881000.0,37241000.0,-3950000.0,-11300000.0,-60769000.0
,otherWorkingCapital,-257210000.0,-366535000.0,-155604000.0,-84336000.0,124990000.0,178624000.0,275068000.0,-166893000.0,-121608000.0,-74002000.0,17826000.0
,otherNonCashItems,-40833000.0,-47784000.0,-52855000.0,-52376000.0,-53430000.0,-51608000.0,-47125000.0,-46567000.0,-47658000.0,-35438000.0,-29134000.0
,netCashProvidedByOperatingActivites,364500000.0,310345000.0,467694000.0,253800000.0,281567000.0,394207000.0,246663000.0,154208000.0,196587000.0,192790000.0,233440000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-470372000.0,-422932000.0,-394450000.0,-355743000.0,-308579000.0,-294320000.0,-297103000.0,-290753000.0,-270552000.0,-240801000.0,-217504000.0
,netCashUsedForInvestingActivites,-470372000.0,-422932000.0,-394450000.0,-355743000.0,-308579000.0,-294320000.0,-297103000.0,-290753000.0,-270552000.0,-240801000.0,-217504000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-98275000.0,0.0,-300000000.0,0.0,0.0,-29500000.0,0.0,-206000.0,-330000.0,-305000.0,-284000.0
,commonStockIssued,19383000.0,5116000.0,4803000.0,4457000.0,4017000.0,7051000.0,2001000.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,-17512000.0,-24066000.0,-24122000.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-114372000.0,-105424000.0,-96594000.0,-87951000.0,-73209000.0,-62826000.0,-43696000.0,-14969000.0,-100067000.0,-180158000.0,-54773000.0
,otherFinancingActivites,289276000.0,209425000.0,325457000.0,202699000.0,132500000.0,0.0,100907000.0,150851000.0,173927000.0,230949000.0,37416000.0
,netCashUsedProvidedByFinancingActivities,96012000.0,109117000.0,-66334000.0,101693000.0,39242000.0,-109397000.0,59212000.0,135676000.0,73530000.0,50486000.0,-17641000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-9860000.0,-3470000.0,6910000.0,-250000.0,12230000.0,-9510000.0,8772000.0,-869000.0,-435000.0,2475000.0,-1705000.0
,cashAtEndOfPeriod,7993000.0,17853000.0,21323000.0,14413000.0,14663000.0,2433000.0,11943000.0,3171000.0,4040000.0,4475000.0,2000000.0
,cashAtBeginningOfPeriod,17853000.0,21323000.0,14413000.0,14663000.0,2433000.0,11943000.0,3171000.0,4040000.0,4475000.0,2000000.0,3705000.0
,operatingCashFlow,364500000.0,310345000.0,467694000.0,253800000.0,281567000.0,394207000.0,246663000.0,154208000.0,196587000.0,192790000.0,233440000.0
,capitalExpenditure,-471345000.0,-417322000.0,-394450000.0,-356361000.0,-309071000.0,-294320000.0,-297103000.0,-292080000.0,-272014000.0,-240996000.0,-217927000.0
,freeCashFlow,-106845000.0,-106977000.0,73244000.0,-102561000.0,-27504000.0,99887000.0,-50440000.0,-137872000.0,-75427000.0,-48206000.0,15513000.0
