date,,2020-04-30_FY,2019-04-30_FY,2018-04-30_FY,2017-04-30_FY,2016-04-30_FY,2015-04-30_FY,2013-04-30_FY
,revenue,3241307000.0,3116032000.0,2511469000.0,2319146000.0,1858182000.0,1570085000.0,1161610000.0
,costOfRevenue,2178093000.0,2111913000.0,1692893000.0,1560575000.0,1265018000.0,1091114000.0,824331000.0
,grossProfit,1063214000.0,1004119000.0,818576000.0,758571000.0,593164000.0,478971000.0,337279000.0
,grossProfitRatio,0.328020147428183,0.322242839611403,0.325935139951956,0.327090661821205,0.319217385595168,0.305060554046437,0.29035476622963
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,784081000.0,739460000.0,633877000.0,585078000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,488000.0,2913000.0,2205000.0,-2971000.0,3671000.0,1916000.0,-197043000.0
,operatingExpenses,900614000.0,856919000.0,699407000.0,654318000.0,0.0,0.0,0.0
,costAndExpenses,3078707000.0,2968832000.0,2392300000.0,2214893000.0,1799268000.0,1551434000.0,1131247000.0
,interestExpense,67718000.0,73677000.0,31395000.0,29360000.0,37418000.0,36396000.0,4413000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,116533000.0,117459000.0,65530000.0,69240000.0,64215000.0,64165000.0,11627000.0
,EBITDA,279133000.0,264659000.0,184699000.0,173493000.0,123129000.0,82816000.0,41990000.0
,EBITDARatio,0.0861174211514059,0.0849346219807755,0.0735422177219787,0.0748090029691964,0.0662631539859928,0.0527461889006009,0.0361481047855993
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,162600000.0,147200000.0,119169000.0,104253000.0,58914000.0,18651000.0,30363000.0
,operatingIncomeRatio,0.0501649488925301,0.0472395662175485,0.04744991875273,0.0449531853535741,0.0317051828077121,0.0118789747051911,0.0261387212575649
,totalOtherIncomeExpensesNet,-48557000.0,-3482000.0,-3920000.0,-3352000.0,3652000.0,-578000.0,-197043000.0
,incomeBeforeTax,46325000.0,70041000.0,83854000.0,71540000.0,25148000.0,-18323000.0,-171093000.0
,incomeBeforeTaxRatio,0.0142920741540372,0.0224776253902399,0.0333884272511427,0.0308475619904913,0.013533658166961,-0.0116700688179302,-0.147289537796679
,incomeTaxExpense,22944000.0,14039000.0,20883000.0,22654000.0,12584000.0,-4526000.0,11534000.0
,netIncome,23381000.0,56002000.0,62971000.0,48886000.0,12564000.0,-13797000.0,-182627000.0
,netIncomeRatio,0.00721344815532747,0.0179722159464344,0.0250733733922258,0.0210793110912379,0.00676144747931042,-0.00878742233700723,-0.157218860030475
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.56,1.33,1.54,1.21,0.381967,-0.15,-4.629281
,EPSDiluted,0.55,1.31,1.49,1.19,0.381967,-0.15,-4.629281
,weightedAverageShsOut,41853000.0,40914000.0,41015000.0,40260405.0,32892905.0,39450401.0,39450401.0
,weightedAverageShsOutDil,42504000.0,41589000.0,42163000.0,41070025.0,32892905.0,39450401.0,39450401.0
