date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,revenue,40018000000.0,37570000000.0,36575000000.0,33967000000.0,27488000000.0,25609000000.0,37539000000.0,46767000000.0,47694000000.0,58990000000.0,45293000000.0,23311000000.0,37426000000.0,32242000000.0,19651000000.0,12792000000.0,8066000000.0,5350000000.0,4123000000.0,3990000000.0,3935000000.0
,costOfRevenue,19039000000.0,21187000000.0,22109000000.0,21039000000.0,17650000000.0,20513000000.0,25064000000.0,24245000000.0,26591000000.0,23573000000.0,18814000000.0,13621000000.0,17641000000.0,16463000000.0,10147000000.0,6229000000.0,4081000000.0,3128000000.0,2263000000.0,2327000000.0,2429000000.0
,grossProfit,20979000000.0,16383000000.0,14466000000.0,12928000000.0,9838000000.0,5096000000.0,12475000000.0,22522000000.0,21103000000.0,35417000000.0,26479000000.0,9690000000.0,19785000000.0,15779000000.0,9504000000.0,6563000000.0,3985000000.0,2222000000.0,1860000000.0,1663000000.0,1506000000.0
,grossProfitRatio,0.524239092408416,0.436066010114453,0.395516062884484,0.380604704566197,0.357901629802095,0.198992541684564,0.332321052771784,0.481578891098424,0.442466557638277,0.600389896592643,0.584615724284106,0.415683582857878,0.528643189226741,0.489392717573352,0.483639509439723,0.513055034396498,0.494049094966526,0.415327102803738,0.451127819548872,0.416791979949875,0.38271918678526
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,443000000.0,0.0,0.0,0.0,0.0,0.0,-734000000.0,-801000000.0,-1478000000.0,-1674000000.0,-878000000.0,-981000000.0,-1085000000.0,-733000000.0,-481000000.0,-277000000.0,-153000000.0,-82000000.0,50000000.0,43000000.0,48000000.0
,GeneralAndAdministrativeExpenses,554000000.0,-992000000.0,-968000000.0,-951000000.0,-774000000.0,-652000000.0,-1099000000.0,-1302000000.0,-2240000000.0,-2334000000.0,-1701000000.0,-1130000000.0,-1748000000.0,-1245000000.0,-816000000.0,-583000000.0,-452000000.0,-265000000.0,381000000.0,691000000.0,225000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,-992000000.0,-968000000.0,-951000000.0,-774000000.0,-1233000000.0,-2145000000.0,-2843000000.0,-3648000000.0,-2810000000.0,-2205000000.0,-1522000000.0,-1254000000.0,-607000000.0,-570000000.0,-174000000.0,-188000000.0,-199000000.0,0.0,0.0,0.0
,operatingExpenses,2636000000.0,2541000000.0,1612000000.0,1687000000.0,1787000000.0,2514000000.0,3868000000.0,4922000000.0,4084000000.0,4008000000.0,2579000000.0,2111000000.0,2833000000.0,1978000000.0,1297000000.0,1338000000.0,862000000.0,578000000.0,0.0,0.0,0.0
,costAndExpenses,21675000000.0,20195000000.0,21141000000.0,20088000000.0,16876000000.0,19280000000.0,22919000000.0,21402000000.0,22873000000.0,19565000000.0,16235000000.0,11510000000.0,14808000000.0,14485000000.0,8850000000.0,5369000000.0,3476000000.0,2781000000.0,2694000000.0,3061000000.0,3009000000.0
,interestExpense,3283000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
