date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,revenue,3339817000.0,2742837000.0,1333554000.0,1076794000.0,846589000.0,644677000.0
,costOfRevenue,1756395000.0,1432021000.0,153590000.0,85203000.0,71591000.0,61614000.0
,grossProfit,1583422000.0,1310816000.0,1179964000.0,991591000.0,774998000.0,583063000.0
,grossProfitRatio,0.474104419493643,0.477905176282805,0.884826561204121,0.920873444688585,0.915435943533403,0.904426557795609
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,518072000.0,477347000.0,410818000.0,319985000.0,273066000.0,198565000.0
,GeneralAndAdministrativeExpenses,357122000.0,366176000.0,262153000.0,210816000.0,313695000.0,170445000.0
,SellingAndMarketingExpenses,672816000.0,714128000.0,552621000.0,448201000.0,380919000.0,307089000.0
,otherExpenses,25529000.0,39658000.0,19270000.0,5385000.0,2711000.0,1501000.0
,operatingExpenses,1548010000.0,1557651000.0,1225592000.0,979002000.0,967680000.0,676099000.0
,costAndExpenses,3304405000.0,2989672000.0,1379182000.0,1064205000.0,1039271000.0,737713000.0
,interestExpense,155227000.0,101792000.0,41255000.0,27517000.0,7408000.0,5489000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,134369000.0,110609000.0,99391000.0,110155000.0,100590000.0,75386000.0
,EBITDA,169781000.0,-136226000.0,53763000.0,122744000.0,-92092000.0,-17650000.0
,EBITDARatio,0.0508354200245103,-0.0496660939020438,0.0403155777718788,0.113990233972329,-0.108780057383217,-0.027378051334234
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,35412000.0,-246835000.0,-45628000.0,12589000.0,-192682000.0,-93036000.0
,operatingIncomeRatio,0.0106029761510885,-0.0899925879664012,-0.0342153373616666,0.0116911869865545,-0.227598043442568,-0.144314129401235
,totalOtherIncomeExpensesNet,-49823000.0,39008000.0,-64077000.0,-169078000.0,-20218000.0,-54994000.0
,incomeBeforeTax,-169638000.0,-309619000.0,-150960000.0,-184006000.0,-220308000.0,-153519000.0
,incomeBeforeTaxRatio,-0.050792603307307,-0.112882756066073,-0.113201265190611,-0.170883195857332,-0.260230170720385,-0.238133204690101
,incomeTaxExpense,-7523000.0,-4258000.0,-31102000.0,-89586000.0,130000.0,-4645000.0
,netIncome,-162115000.0,-305361000.0,-119858000.0,-94420000.0,-220438000.0,-148874000.0
,netIncomeRatio,-0.0485400846812864,-0.111330348832249,-0.089878625087548,-0.0876862241060036,-0.260383728113642,-0.230928046137833
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.785517007461963,-1.48,-0.61,-0.51,-1.22,-0.88
,EPSDiluted,-0.785517007461963,-1.48,-0.61,-0.51,-1.22,-0.88
,weightedAverageShsOut,206380000.0,206380000.0,197944000.0,186453000.0,180149000.0,169767000.0
,weightedAverageShsOutDil,206380000.0,206380000.0,197944000.0,186453000.0,180149000.0,169767000.0
