Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,33660000.0,85207000.0,13416000.0
Short-term investments,145246000.0,0.0,0.0
Cash and short-term investments,178906000.0,85207000.0,13416000.0
Receivables,0.0,0.0,0.0
Inventories,0.0,0.0,0.0
Total current assets,181609000.0,86244000.0,13566000.0
Property Plant & Equipment Net,8848000.0,445000.0,333000.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,9650000.0,785000.0,610000.0
Total assets,191259000.0,87029000.0,14176000.0
Payables,2092000.0,1703000.0,1041000.0
Short-term debt,0.0,0.0,0.0
Total current liabilities,5256000.0,2792000.0,2535000.0
Long-term debt,0.0,0.0,4990000.0
Total debt,0.0,0.0,4990000.0
Deferred revenue,0.0,0.0,0.0
Tax Liabilities,1827000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,3009000.0,36000.0,5081000.0
Total liabilities,7265000.0,2828000.0,7616000.0
Other comprehensive income,288079000,0.0,0.0
Retained earnings (deficit),-104112000.0,-60574000.0,-37022000.0
Total shareholders equity,183994000.0,-58768000.0,-36436000.0
Investments,145246000.0,0.0,0.0
Net Debt,-33660000.0,-85207000.0,-8426000.0
Other Assets,0.0,1037000.0,150000.0
Other Liabilities,0.0,1089000.0,1494000.0
