date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,revenue,11541500000.0,11957900000.0,15048900000.0,17285000000.0,17062700000.0,18248300000.0,14474200000.0
,costOfRevenue,3238700000.0,3246100000.0,3449400000.0,3929000000.0,6228700000.0,6810400000.0,5417700000.0
,grossProfit,8302800000.0,8711800000.0,11599500000.0,13356000000.0,10834000000.0,11437900000.0,9056500000.0
,grossProfitRatio,0.719386561538795,0.728539292016157,0.770787233618404,0.772693086491177,0.634952264295803,0.626792632738392,0.625699520526178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,2107800000.0,2049100000.0,2476000000.0,3027700000.0,2973500000.0,3172800000.0,2616500000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,114400000.0,43400000.0,28800000.0,-2400000.0,-58000000.0,-42400000.0,-5600000.0
,operatingExpenses,7401300000.0,7624500000.0,9544800000.0,10679100000.0,14807300000.0,15483300000.0,12164600000.0
,costAndExpenses,10640000000.0,10870600000.0,12994200000.0,14608100000.0,14807300000.0,15483300000.0,12164600000.0
,interestExpense,1385900000.0,1478700000.0,1889600000.0,2324400000.0,2284100000.0,2544700000.0,2286900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,3652200000.0,3858200000.0,4857000000.0,5213800000.0,5609400000.0,5500100000.0,4276400000.0
,EBITDA,4553700000.0,4945500000.0,6911700000.0,7890700000.0,7864800000.0,8265100000.0,6586000000.0
,EBITDARatio,0.394550101806524,0.413575962334524,0.459282738273229,0.456505640728956,0.460935256436555,0.452924381997227,0.45501651213884
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,901500000.0,1087300000.0,2054700000.0,2676900000.0,2255400000.0,2765000000.0,2309600000.0
,operatingIncomeRatio,0.0781094311831218,0.0909273367397286,0.136534896238263,0.154868382991033,0.13218306598604,0.151520963596609,0.159566677260229
,totalOtherIncomeExpensesNet,-671600000.0,553200000.0,-1721100000.0,295000000.0,-781700000.0,-1307900000.0,-662300000.0
,incomeBeforeTax,-1156000000.0,161800000.0,-1556000000.0,647500000.0,-776900000.0,-1055900000.0,-526500000.0
,incomeBeforeTaxRatio,-0.100160291123338,0.0135308039036955,-0.103396261520776,0.0374602256291582,-0.0455320670233902,-0.0578629242175984,-0.0363750673612359
,incomeTaxExpense,253000000.0,1573300000.0,309500000.0,-1347000000.0,324300000.0,-75000000.0,355500000.0
,netIncome,11521400000.0,725300000.0,-2778100000.0,1960800000.0,-1196400000.0,-695000000.0,-963900000.0
,netIncomeRatio,0.9982584586059,0.0606544627401132,-0.184604854839889,0.113439398322245,-0.0701178594243584,-0.0380857394935419,-0.0665943540921087
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-2.16,-1.97,-7.15,2.18,-1.255407,-0.773492,-2.551635
,EPSDiluted,-2.16,-1.97,-7.15,2.16,-1.255407,-0.773492,-2.551635
,weightedAverageShsOut,705794546.0,778675957.0,847894601.0,889790968.0,952998064.0,898543942.0,378118397.0
,weightedAverageShsOutDil,705794546.0,778675957.0,847894601.0,899969654.0,952998064.0,898543942.0,378118397.0
