Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,786682000.0,673132000.0,580441000.0,434006000.0
Revenue Growth,0.168689053558589,0.159690649006531,0.337403169541435,
Cost of Revenue,515943000.0,450332000.0,400444000.0,308879000.0
Gross Profit,270739000.0,222800000.0,179997000.0,125127000.0
R&D Expenses,0.0,0.0,0.0,0.0
SG&A Expense,103817000.0,90322000.0,86816000.0,77825000.0
Operating Expenses,175865000.0,151937000.0,132193000.0,116160000.0
Operating Income,94874000.0,71000000.0,47804000.0,8967000.0
Interest Expense,79198000.0,73043000.0,64277000.0,36674000.0
Earnings before Tax,13917000.0,3015000.0,-25325000.0,-24569000.0
Income Tax Expense,1408000.0,9931000.0,-2952000.0,-4658000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0
Net Income,12509000.0,-6916000.0,-22373000.0,-19911000.0
Preferred Dividends,0.0,0.0,0.0,0.0
Net Income Com,12509000.0,-6916000.0,-22373000.0,-19911000.0
EPS,0.29,-0.2,-1.74,-1.59
EPS Diluted,0.28,-0.2,-1.74,-1.59
Weighted Average Shs Out,42791061.0,33911520.0,39499745.0,34800000.0
Weighted Average Shs Out (Dil),44299304.0,33911520.0,12894262.0,12525847.0
Dividend per Share,0.0,0.0,0.0,0.0
Gross Margin,0.344153037695,0.330990058414,0.3101,0.2883
EBITDA Margin,0.147211961123,0.134850222542,0.086,0.048
EBIT Margin,0.120600191691,0.105477083247,0.0671,0.0279
Profit Margin,0.0159009612525,-0.0102743592639,-0.039,-0.046
Free Cash Flow margin,0.425567128776,0.433693540049,0.414,0.2789
EBITDA,115809000.0,90772000.0,49858000.0,21003000.0
EBIT,94874000.0,71000000.0,38952000.0,12105000.0
Consolidated Income,12509000.0,-6916000.0,-22373000.0,-19911000.0
Earnings Before Tax Margin,0.0176907568751,0.00447906205618,-0.0436,-0.0566
Net Profit Margin,0.0159009612525,-0.0102743592639,-0.0385,-0.0459
