date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY,1993-09-30_FY,1992-09-30_FY,1991-09-30_FY,1990-09-30_FY,1989-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,11722000.0,15678000.0,123088000.0,60551000.0,1682000.0,12024000.0,8272000.0,10019000.0,15385000.0,7711000.0,12211000.0,7371000.0,7908000.0,7968000.0,9505000.0,8078000.0,7609000.0,20740000.0,4575000.0,5655000.0,3671000.0,2044000.0,6200000.0,4500000.0,4300000.0,4200000.0,4600000.0,3800000.0,2700000.0,2800000.0,2600000.0,2200000.0,2100000.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,2171000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14160000.0,13510000.0,12479000.0,12230000.0,11956000.0,11086000.0,11471000.0,11144000.0,10065000.0,9146000.0,8356000.0,7667000.0,-7300000.0,-6900000.0,-6200000.0,-5500000.0,-4900000.0,-4900000.0,-3000000.0
,deferredIncomeTax,5995000.0,22130000.0,1999000.0,9527000.0,19000.0,1895000.0,1572000.0,-801000.0,4437000.0,1539000.0,491000.0,683000.0,235000.0,4113000.0,721000.0,96000.0,-2421000.0,4916000.0,879000.0,889000.0,332000.0,-238000.0,1089000.0,620000.0,1181000.0,1622000.0,1700000.0,400000.0,-100000.0,300000.0,600000.0,600000.0,500000.0
,stockBasedCompensation,1372000.0,232000.0,1662000.0,713000.0,0.0,578000.0,803000.0,1139000.0,883000.0,701000.0,704000.0,804000.0,868000.0,1078000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-11298000.0,-34998000.0,193506000.0,15124000.0,-826000.0,-5084000.0,-7794000.0,2203000.0,-6060000.0,-9708000.0,2785000.0,6161000.0,1916000.0,-18658000.0,25038000.0,-4128000.0,-3619000.0,4222000.0,3227000.0,-2000.0,1929000.0,-3015000.0,12000.0,3108000.0,-922000.0,-2892000.0,3900000.0,-1600000.0,-200000.0,-900000.0,1100000.0,-1200000.0,400000.0
,accountsReceivables,-377000.0,18000.0,51000.0,-270000.0,287000.0,-209000.0,349000.0,1037000.0,47000.0,-317000.0,-762000.0,-654000.0,4548000.0,-791000.0,778000.0,-30000.0,-2608000.0,-1791000.0,20000.0,2127000.0,1291000.0,-3177000.0,-2000000.0,-1000000.0,-300000.0,300000.0,-1200000.0,-700000.0,-700000.0,-400000.0,600000.0,100000.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14000.0,-38000.0,278000.0,-456000.0,-49000.0,197000.0,-148000.0,111000.0,-55000.0,-157000.0,28000.0,-37000.0,-63000.0,80000.0,-147000.0,0.0,-100000.0,0.0,0.0,100000.0,100000.0,-100000.0,200000.0,-200000.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168000.0,2449000.0,4677000.0,-994000.0,-1167000.0,2686000.0,-2915000.0,1219000.0,2700000.0,500000.0,700000.0,1200000.0,-1000000.0,300000.0,700000.0,100000.0,-700000.0,400000.0,0.0
,otherWorkingCapital,151527000.0,162825000.0,197823000.0,4317000.0,-10807000.0,-9981000.0,-4897000.0,2897000.0,694000.0,6754000.0,16462000.0,13677000.0,7516000.0,5600000.0,24258000.0,-780000.0,3348000.0,6967000.0,2745000.0,-482000.0,-480000.0,-2409000.0,606000.0,594000.0,-2514000.0,-1592000.0,1300000.0,-2600000.0,-1000000.0,-800000.0,100000.0,-1000000.0,200000.0
,otherNonCashItems,10822000.0,43981000.0,-357441000.0,-64856000.0,2544000.0,10077000.0,14373000.0,10794000.0,12481000.0,20241000.0,4410000.0,-1670000.0,14046000.0,27798000.0,-26102000.0,5216000.0,-3513000.0,-25058000.0,-4581000.0,7319000.0,-7777000.0,-369000.0,-2334000.0,-3817000.0,1067000.0,4084000.0,7200000.0,14300000.0,12300000.0,11600000.0,8100000.0,11900000.0,6400000.0
,netCashProvidedByOperatingActivites,18613000.0,47023000.0,-37186000.0,21059000.0,5590000.0,19490000.0,17226000.0,23354000.0,27126000.0,20484000.0,20601000.0,13349000.0,24973000.0,22299000.0,23322000.0,22772000.0,10535000.0,17050000.0,16056000.0,24947000.0,9626000.0,9566000.0,15032000.0,13557000.0,13982000.0,14681000.0,10100000.0,10000000.0,8500000.0,8300000.0,7500000.0,8600000.0,6400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,-16610000.0,-5407000.0,-27554000.0,-6493000.0,-9631000.0,-15612000.0,-23309000.0,-6743000.0,-10703000.0,-14124000.0,-41536000.0,-17354000.0,-42289000.0,-29951000.0,-52569000.0,-22507000.0,-19056000.0,-23732000.0,-25406000.0,-25590000.0,-16823000.0,-14570000.0,-15102000.0,-15500000.0,-8700000.0,-7200000.0,-7200000.0,-4200000.0,-9800000.0,-8700000.0
,acquisitionsNet,-12315000.0,-73529000.0,-71007000.0,1602000.0,0.0,-929000.0,-625000.0,-15289000.0,-116000.0,0.0,0.0,-495000.0,-475000.0,-525000.0,-3518000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-24584000.0,-86261000.0,-446974000.0,-693000.0,0.0,-929000.0,-625000.0,0.0,-116000.0,-11164000.0,-11243000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,85735000.0,116434000.0,279553000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
