date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,367582000.0,238312000.0,210780000.0,141835000.0,103211000.0,65791000.0,63143000.0,314385000.0,62699000.0,-98390000.0,-64770000.0,24679000.0,-380545000.0,-636940000.0,214253000.0,505723000.0,391165000.0,212229000.0,167305000.0,155715000.0,123303000.0,89400000.0,36300000.0,22000000.0,20400000.0,17300000.0,19300000.0,25900000.0,3900000.0,1900000.0,6800000.0,-90100000.0
,depreciationAndAmortization,27166000.0,23054000.0,21326000.0,5321000.0,5132000.0,4069000.0,3928000.0,3864000.0,4766000.0,6371000.0,5759000.0,5402000.0,9208000.0,47342000.0,59415000.0,54792000.0,41906000.0,35677000.0,26907000.0,27445000.0,21792000.0,17800000.0,20200000.0,15100000.0,12100000.0,10300000.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,10688000.0,13670000.0,3729000.0,44787000.0,16145000.0,33333000.0,34226000.0,-187171000.0,0.0,0.0,0.0,0.0,160565000.0,-35685000.0,-70561000.0,-13356000.0,-8867000.0,-6116000.0,4101000.0,1740000.0,-10620000.0,-3300000.0,-5700000.0,-1500000.0,2900000.0,-1800000.0,-3800000.0,-4200000.0,0.0,200000.0,10900000.0,3500000.0
,stockBasedCompensation,30062000.0,26016000.0,14017000.0,5857000.0,7477000.0,10066000.0,5978000.0,9652000.0,16225000.0,15432000.0,17510000.0,15099000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-466878000.0,160056000.0,209192000.0,313684000.0,69576000.0,87914000.0,233184000.0,486867000.0,-625866000.0,-567840000.0,140197000.0,-93661000.0,-205315000.0,-774076000.0,444059000.0,511377000.0,619754000.0,380521000.0,291662000.0,173459000.0,172609000.0,80800000.0,35700000.0,-29000000.0,-42200000.0,387000000.0,-67200000.0,-25200000.0,28800000.0,18800000.0,4700000.0,116600000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-464914000.0,-233061000.0,-316332000.0,-79717000.0,-3903000.0,-104939000.0,-257399000.0,-409281000.0,-196840000.0,-6063000.0,-283880000.0,115662000.0,538702000.0,533093000.0,134811000.0,-961518000.0,-506632000.0,-190618000.0,-391031000.0,-119892000.0,-190714000.0,-135700000.0,-76500000.0,-13600000.0,-1300000.0,12200000.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58142000.0,47473000.0,0.0,-1979000.0,7294000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,2459653000.0,2299597000.0,2090405000.0,1776721000.0,1707145000.0,1619231000.0,1386047000.0,899180000.0,1525046000.0,2092886000.0,1952689000.0,2046350000.0,2251665000.0,3025741000.0,2581682000.0,2070305000.0,1450551000.0,1070030000.0,778368000.0,604909000.0,432300000.0,351500000.0,315800000.0,344800000.0,387000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,0.0,0.0,-366000.0,0.0,0.0,100000.0,566000.0,219000.0,596000.0,711000.0,-57713000.0,35557000.0,345520000.0,764798000.0,157329000.0,-23819000.0,5396000.0,2557000.0,1241000.0,2978000.0,-2448000.0,200000.0,0.0,300000.0,0.0,-800000.0,14900000.0,-14900000.0,-17200000.0,19000000.0,15200000.0,88100000.0
,netCashProvidedByOperatingActivites,-23095000.0,57833000.0,-7906000.0,65472000.0,115917000.0,215000.0,-163647000.0,-269549000.0,-108819000.0,-80284000.0,-209081000.0,202454000.0,479511000.0,592583000.0,363048000.0,-424929000.0,-23864000.0,83927000.0,-166429000.0,93251000.0,-63457000.0,-3800000.0,800000.0,18500000.0,47900000.0,22600000.0,-36800000.0,-34200000.0,16400000.0,25100000.0,18800000.0,118100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-26777000.0,-24714000.0,-27166000.0,-2539000.0,-4468000.0,-1491000.0,-3242000.0,-1785000.0,-1268000.0,0.0,-8149000.0,-7954000.0,-514000.0,-27024000.0,-10221000.0,-22889000.0,-29917000.0,-6785000.0,-12441000.0,-3219000.0,-3160000.0,-3600000.0,-6100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-10804000.0,-11708000.0,-18850000.0,-67239000.0,-48050000.0,-53822000.0,-428709000.0,-404965000.0,-478701000.0,-538425000.0,-934240000.0,-389741000.0,-94767000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-400000.0,-6400000.0,-8700000.0,-22100000.0,-7500000.0,0.0,0.0
,salesMaturitiesOfInvestments,59266000.0,7637000.0,66230000.0,127568000.0,61736000.0,102675000.0,855031000.0,376348000.0,458188000.0,942689000.0,296245000.0,172703000.0,39903000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800000.0,0.0,3600000.0,0.0,0.0,65500000.0,181900000.0,700000.0,7500000.0,100000.0,5900000.0
