date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,496464.0,-1481265.0,-9158831.0,-6479457.0,-3173375.0
,depreciationAndAmortization,11805282.0,17330328.0,8128704.0,3353926.0,1637141.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-6107022.0,24491.0,1122615.0,-424204.0,-261124.0
,accountsReceivables,-23669.0,-25980.0,-2067224.0,-96264.0,8942.0
,inventory,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,-265818.0,92655.0
,otherWorkingCapital,-2296372.0,2577459.0,3425337.0,99092.0,-78821.0
,otherNonCashItems,-621443.0,-6260005.0,-54163.0,303796.0,315047.0
,netCashProvidedByOperatingActivites,5573281.0,9613549.0,38325.0,-3245939.0,-1482311.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-8573296.0,-2812228.0,-3120951.0,-2268034.0,-710974.0
,acquisitionsNet,-39340327.0,-9703715.0,-135565206.0,-12298298.0,-22978491.0
,purchasesOfInvestments,-496035536.0,-1201875105.0,-843212636.0,-176787163.0,-252176.0
,salesMaturitiesOfInvestments,525815641.0,1153720175.0,817100670.0,80699435.0,301121.0
,otherInvestingActivites,-20000000.0,44275.0,41940.0,-258741.0,-262578.0
,netCashUsedForInvestingActivites,-38133518.0,-60626598.0,-164756183.0,-110912801.0,-23903098.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-502350.0,0.0,0.0,0.0,0.0
,commonStockIssued,59549751.0,32204732.0,177245682.0,92394063.0,41761318.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,964851.0,17036510.0,-1614555.0,-961953.0,0.0
,netCashUsedProvidedByFinancingActivities,60012252.0,49241242.0,175631127.0,91432110.0,41761318.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,27452015.0,-1771807.0,10913269.0,-22726630.0,16375909.0
,cashAtEndOfPeriod,43824047.0,16372032.0,18143839.0,6838345.0,29564975.0
,cashAtBeginningOfPeriod,16372032.0,18143839.0,7230570.0,29564975.0,13189066.0
,operatingCashFlow,5573281.0,9613549.0,38325.0,-3245939.0,-1482311.0
,capitalExpenditure,-8573296.0,-2812228.0,-3120951.0,-2268034.0,-710974.0
,freeCashFlow,-3000015.0,6801321.0,-3082626.0,-5513973.0,-2193285.0
