date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,193919000.0,169505000.0,233436000.0,132065000.0,131672000.0,180960000.0,141970000.0,114809000.0,92879000.0,101299000.0,117457000.0,27242000.0,113910000.0,65281000.0,78519000.0,76340000.0,71574000.0,65412000.0,56844000.0,52316000.0,48791000.0,44922000.0,43300000.0,41500000.0,38700000.0,26400000.0,34600000.0
,depreciationAndAmortization,119894000.0,91730000.0,85701000.0,81841000.0,72748000.0,61399000.0,52742000.0,47310000.0,41643000.0,0.0,33192000.0,31142000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27600000.0
,deferredIncomeTax,-8445000.0,-57723000.0,-57196000.0,42727000.0,29476000.0,45934000.0,18421000.0,41075000.0,-5323000.0,35034000.0,68458000.0,-31435000.0,17085000.0,17762000.0,-11896000.0,-234000.0,3788000.0,15221000.0,18759000.0,-2397000.0,18607000.0,-2785000.0,7000000.0,4700000.0,-7200000.0,6500000.0,14100000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-46945000.0,46125000.0,242578000.0,-259130000.0,-72755000.0,216766000.0,-2420000.0,-100140000.0,-34778000.0,-50227000.0,-48814000.0,-87673000.0,119097000.0,28239000.0,91827000.0,-21744000.0,72158000.0,-72394000.0,20045000.0,56824000.0,-9812000.0,-62243000.0,14400000.0,-21400000.0,-79000000.0,91500000.0,-6100000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49473000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2100000.0
,inventory,-3254000.0,14265000.0,15464000.0,3022000.0,-45986000.0,114638000.0,43130000.0,-55755000.0,28814000.0,40363000.0,-111431000.0,233354000.0,-39458000.0,68727000.0,-250765000.0,19620000.0,-86953000.0,-41449000.0,-16100000.0,-5674000.0,-27913000.0,17208000.0,-17000000.0,7200000.0,-11600000.0,5500000.0,3800000.0
,accountsPayables,20390000.0,2256000.0,40422000.0,13086000.0,-15656000.0,-14714000.0,34716000.0,726000.0,-3418000.0,4469000.0,291000.0,-5593000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7300000.0
,otherWorkingCapital,-22552000.0,65229000.0,19104000.0,-223474000.0,35656000.0,108411000.0,-108355000.0,-105935000.0,-5795000.0,28983000.0,79210000.0,128024000.0,215697000.0,96600000.0,68361000.0,-23466000.0,-1722000.0,-73880000.0,-1486000.0,-21531000.0,-78355000.0,-68543000.0,-6300000.0,-20700000.0,700000.0,79700000.0,-11800000.0
,otherNonCashItems,-31688000.0,-26843000.0,-10137000.0,-21362000.0,-46243000.0,-17442000.0,-12064000.0,-35928000.0,-35673000.0,103909000.0,-27059000.0,72693000.0,-17258000.0,5174000.0,-18625000.0,0.0,3916000.0,0.0,-17193000.0,5544000.0,3257000.0,-6124000.0,19600000.0,15500000.0,23000000.0,35900000.0,-2500000.0
,netCashProvidedByOperatingActivites,213481000.0,189350000.0,398286000.0,248046000.0,142630000.0,387920000.0,356786000.0,113994000.0,51081000.0,250101000.0,139415000.0,267241000.0,132368000.0,122406000.0,-22993000.0,206994000.0,-49002000.0,92136000.0,49765000.0,-30185000.0,126441000.0,117232000.0,21100000.0,67200000.0,57800000.0,78300000.0,41400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-423881000.0,-457859000.0,-330301000.0,-2434000.0,-1896000.0,-209000.0,-1179000.0,-1042000.0,-1334000.0,-169162000.0,-90178000.0,-75495000.0,-73446000.0,-63524000.0,-58794000.0,-60900000.0,-78659000.0,-53267000.0,-43238000.0,-51717000.0,-51143000.0,-48872000.0,-44500000.0,-47000000.0,-56100000.0,-53800000.0,-58600000.0
,acquisitionsNet,0.0,206000000.0,28000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-9000.0,0.0,0.0,-1499000.0,0.0,0.0,-802000.0,0.0,-4300000.0,-43843000.0,0.0,0.0,0.0,-8764000.0,0.0,0.0,0.0,0.0,0.0,0.0,-9500000.0,-1400000.0,-2900000.0,-5300000.0,0.0
,salesMaturitiesOfInvestments,0.0,34484000.0,6616000.0,7961000.0,979000.0,3016000.0,88000.0,538000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1694000.0,0.0,1046000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-545706000.0,-40195000.0,-47643000.0,-32143000.0,-29066000.0,-28078000.0,-18302000.0,-26601000.0,-12178000.0,-5915000.0,-6925000.0,-1939000.0,-30495000.0,-56988000.0,-15999000.0,7800000.0,-7800000.0,-4308000.0,-4715000.0,-5629000.0,-5401000.0,-5362000.0,-3600000.0,-4100000.0,-3800000.0,-4400000.0,0.0
,netCashUsedForInvestingActivites,-994025000.0,-282599000.0,-373099000.0,-390661000.0,-363190000.0,-321729000.0,-282595000.0,-193633000.0,-217117000.0,-175077000.0,-101403000.0,-121277000.0,-103941000.0,-118720000.0,-71046000.0,-27182000.0,-86459000.0,-56529000.0,-22817000.0,-47643000.0,-55713000.0,-45327000.0,-42000000.0,-36400000.0,35800000.0,-63500000.0,-60800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
