date,,2020-10-31_FY,2019-10-31_FY,2018-10-31_FY,2017-10-31_FY,2016-10-31_FY,2015-10-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-322000000.0,1049000000.0,1908000000.0,344000000.0,3161000000.0,2461000000.0
,depreciationAndAmortization,2625000000.0,2535000000.0,2576000000.0,3051000000.0,3775000000.0,3947000000.0
,deferredIncomeTax,-294000000.0,1079000000.0,2229000000.0,-1122000000.0,-1345000000.0,-2522000000.0
,stockBasedCompensation,274000000.0,268000000.0,286000000.0,428000000.0,558000000.0,565000000.0
,changeInWorkingCapital,1834000000.0,-4090000000.0,-2446000000.0,-3866000000.0,-2636000000.0,-2227000000.0
,accountsReceivables,-948000000.0,-36000000.0,-586000000.0,-5000000.0,690000000.0,-384000000.0
,inventory,-527000000.0,46000000.0,-260000000.0,-542000000.0,34000000.0,-424000000.0
,accountsPayables,-225000000.0,-525000000.0,-27000000.0,992000000.0,66000000.0,868000000.0
,otherWorkingCapital,-2182000000.0,-4016000000.0,74000000.0,2520000000.0,6386000000.0,9022000000.0
,otherNonCashItems,932000000.0,425000000.0,392000000.0,1507000000.0,1431000000.0,1330000000.0
,netCashProvidedByOperatingActivites,2240000000.0,3997000000.0,2964000000.0,889000000.0,4958000000.0,3661000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-2383000000.0,-2856000000.0,-2956000000.0,-3137000000.0,-3280000000.0,-3344000000.0
,acquisitionsNet,-866000000.0,-1526000000.0,-194000000.0,-2222000000.0,3320000000.0,-2504000000.0
,purchasesOfInvestments,-101000000.0,-39000000.0,-33000000.0,-45000000.0,-656000000.0,-243000000.0
,salesMaturitiesOfInvestments,48000000.0,26000000.0,98000000.0,38000000.0,585000000.0,298000000.0
,otherInvestingActivites,21000000.0,341000000.0,-80000000.0,-220000000.0,0.0,0.0
,netCashUsedForInvestingActivites,-2578000000.0,-3457000000.0,-2071000000.0,-4907000000.0,419000000.0,-5413000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-5099000000.0,-2203000000.0,-4138000000.0,-3783000000.0,-833000000.0,-15606000000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-355000000.0,-2249000000.0,-3568000000.0,-2556000000.0,-2662000000.0,0.0
,dividendsPaid,-618000000.0,-608000000.0,-570000000.0,-428000000.0,-373000000.0,0.0
,otherFinancingActivites,-7000000.0,0.0,106000000.0,4689000000.0,514000000.0,9508000000.0
,netCashUsedProvidedByFinancingActivities,883000000.0,-1548000000.0,-5592000000.0,610000000.0,-2232000000.0,9275000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,545000000.0,-1008000000.0,-4699000000.0,-3408000000.0,3145000000.0,7523000000.0
,cashAtEndOfPeriod,4621000000.0,4076000000.0,4880000000.0,9579000000.0,12987000000.0,9842000000.0
,cashAtBeginningOfPeriod,4076000000.0,5084000000.0,9579000000.0,12987000000.0,9842000000.0,2319000000.0
,operatingCashFlow,2240000000.0,3997000000.0,2964000000.0,889000000.0,4958000000.0,3661000000.0
,capitalExpenditure,-2383000000.0,-2856000000.0,-2956000000.0,-3137000000.0,-3280000000.0,-3344000000.0
,freeCashFlow,-143000000.0,1141000000.0,8000000.0,-2248000000.0,1678000000.0,317000000.0
