date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY
,revenue,4577531000.0,7159423000.0,7314151000.0,5838583000.0,4836884000.0,4597400000.0,3760118000.0,3546317000.0,3207397000.0,2799400000.0,2969240000.0,2641814000.0,2625394000.0,2155953000.0,1690270000.0,1808003000.0,1795402000.0,1510746000.0,445890000.0,1753058000.0,1755512000.0,1873554000.0,1871636000.0,1512454000.0,1210696000.0,1345279000.0,1151736000.0,904646000.0
,costOfRevenue,4458740000.0,6930133000.0,7116969000.0,5567563000.0,4577946000.0,4419024000.0,3545042000.0,3308123000.0,2957816000.0,2016762000.0,2126615000.0,2434359000.0,2438525000.0,1962691000.0,1508367000.0,1566385000.0,0.0,1324886000.0,0.0,1585314000.0,1557042000.0,1652582000.0,1663626000.0,1294481000.0,978513000.0,0.0,0.0,0.0
,grossProfit,118791000.0,229290000.0,197182000.0,271020000.0,258938000.0,178376000.0,215076000.0,238194000.0,249581000.0,782638000.0,842625000.0,207455000.0,186869000.0,193262000.0,181903000.0,241618000.0,1795402000.0,185860000.0,445890000.0,167744000.0,198470000.0,220972000.0,208010000.0,217973000.0,232183000.0,0.0,0.0,0.0
,grossProfitRatio,0.0259508892457528,0.0320263239090636,0.0269589730920239,0.0464187971636269,0.0535340520880798,0.0387993213555488,0.0571992687463532,0.0671665843747189,0.0778141901361135,0.279573480031435,0.283784739529307,0.0785274814956693,0.0711775070713196,0.0896411007104515,0.107617717879392,0.133638052591727,1.0,0.123025313322028,1.0,0.0956865089460816,0.113055336562781,0.117942690736429,0.111138063170403,0.144118763281396,0.191776465768451,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1590617000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-34078000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
