date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,65400000.0,48500000.0,224700000.0,40400000.0,-32600000.0
,depreciationAndAmortization,4100000.0,4100000.0,4500000.0,5100000.0,7900000.0
,deferredIncomeTax,-500000.0,1400000.0,8400000.0,-17800000.0,4400000.0
,stockBasedCompensation,4700000.0,5400000.0,900000.0,1600000.0,1700000.0
,changeInWorkingCapital,-6300000.0,9100000.0,-56100000.0,-8300000.0,-41600000.0
,accountsReceivables,-15000000.0,-5600000.0,-11900000.0,-13700000.0,35600000.0
,inventory,-19700000.0,-5000000.0,-19400000.0,-9600000.0,500000.0
,accountsPayables,10100000.0,14600000.0,-6600000.0,2900000.0,-70400000.0
,otherWorkingCapital,3100000.0,3700000.0,-5400000.0,6300000.0,600000.0
,otherNonCashItems,800000.0,-100000.0,-204700000.0,24600000.0,2800000.0
,netCashProvidedByOperatingActivites,68200000.0,68400000.0,-22300000.0,45600000.0,-57400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-2700000.0,-6900000.0,-4500000.0,-2800000.0,-3300000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,249600000.0,0.0,600000.0
,netCashUsedForInvestingActivites,-2700000.0,-6900000.0,245100000.0,-2800000.0,-2700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,-100000.0,-100000.0,-400000.0
,commonStockIssued,3300000.0,2100000.0,5400000.0,2400000.0,0.0
,commonStockRepurchased,-7200000.0,0.0,-9100000.0,0.0,0.0
,dividendsPaid,-134300000.0,-261600000.0,-109300000.0,-13000000.0,-3700000.0
,otherFinancingActivites,-600000.0,-100000.0,-1900000.0,-800000.0,0.0
,netCashUsedProvidedByFinancingActivities,-138800000.0,-259600000.0,-115000000.0,-11500000.0,-4100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,100000.0,-100000.0,3100000.0,3500000.0,-1200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-73200000.0,-198200000.0,110900000.0,34800000.0,-65400000.0
,cashAtEndOfPeriod,24000000.0,97200000.0,295400000.0,184500000.0,149700000.0
,cashAtBeginningOfPeriod,97200000.0,295400000.0,184500000.0,149700000.0,215100000.0
,operatingCashFlow,68200000.0,68400000.0,-22300000.0,45600000.0,-57400000.0
,capitalExpenditure,-2700000.0,-6900000.0,-4500000.0,-2800000.0,-3300000.0
,freeCashFlow,65500000.0,61500000.0,-26800000.0,42800000.0,-60700000.0
