date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1998-03-31_FY,1997-03-31_FY,1996-03-31_FY,1995-03-31_FY,1994-03-31_FY,1993-03-31_FY,1992-03-31_FY,1991-03-31_FY,1990-03-31_FY,1989-03-31_FY,1988-03-31_FY,1987-03-31_FY
,revenue,625609000.0,580615000.0,497826000.0,363971000.0,298294000.0,265482000.0,214321000.0,204710000.0,199370000.0,168969000.0,132188000.0,97685000.0,74752000.0,42841000.0,29253000.0,24100000.0,19983000.0,14433000.0,12651000.0,12887000.0,11764000.0,12511000.0,19200000.0,22500000.0,27700000.0,44100000.0,53000000.0,53600000.0,51600000.0,42400000.0,26600000.0,21100000.0,20500000.0,18700000.0,22200000.0
,costOfRevenue,343262000.0,205165000.0,168415000.0,129494000.0,85128000.0,72437000.0,47388000.0,40471000.0,38133000.0,33589000.0,29599000.0,21274000.0,14161000.0,7114000.0,5916000.0,5915000.0,5450000.0,4210000.0,3898000.0,4337000.0,4985000.0,9625000.0,7400000.0,8800000.0,15300000.0,25600000.0,28900000.0,40100000.0,30500000.0,27400000.0,15000000.0,11300000.0,10500000.0,11000000.0,12400000.0
,grossProfit,282347000.0,375450000.0,329411000.0,234477000.0,213166000.0,193045000.0,166933000.0,164239000.0,161237000.0,135380000.0,102589000.0,76411000.0,60591000.0,35727000.0,23337000.0,18185000.0,14533000.0,10223000.0,8753000.0,8550000.0,6779000.0,2886000.0,11800000.0,13700000.0,12400000.0,18500000.0,24100000.0,13500000.0,21100000.0,15000000.0,11600000.0,9800000.0,10000000.0,7700000.0,9800000.0
,grossProfitRatio,0.451315438236982,0.646641922788767,0.661699067545689,0.644218907550327,0.714617122704446,0.727149109920823,0.778892409049976,0.802300815788188,0.808732507398305,0.801212056649445,0.776084062093382,0.782218354916313,0.810560252568493,0.833944118951472,0.797764331863399,0.754564315352697,0.727268177951259,0.708307351209035,0.69188206465892,0.663459300069838,0.576249574974498,0.230677004236272,0.614583333333333,0.608888888888889,0.447653429602888,0.419501133786848,0.454716981132075,0.251865671641791,0.408914728682171,0.35377358490566,0.43609022556391,0.464454976303318,0.48780487804878,0.411764705882353,0.441441441441441
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,35267000.0,45302000.0,39078000.0,33854000.0,32981000.0,30702000.0,26860000.0,26798000.0,24825000.0,19208000.0,13607000.0,11362000.0,8962000.0,7609000.0,5234000.0,3258000.0,3016000.0,1552000.0,1779000.0,2033000.0,3938000.0,5452000.0,2200000.0,3500000.0,4300000.0,5100000.0,5400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,87537000.0,140429000.0,108475000.0,59976000.0,51689000.0,48078000.0,36880000.0,36480000.0,33562000.0,26268000.0,24065000.0,16798000.0,19059000.0,12718000.0,9596000.0,8956000.0,7926000.0,6980000.0,6180000.0,6324000.0,12650000.0,15319000.0,6500000.0,10100000.0,8800000.0,14100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,13835000.0,19578000.0,17587000.0,16303000.0,17469000.0,14917000.0,13840000.0,15848000.0,16687000.0,13642000.0,6372000.0,5040000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,153000.0,337000.0,60000.0,0.0,1162000.0,0.0,0.0,0.0,190000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
