date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,revenue,6129320000.0,4762059000.0,4227393000.0,3885290000.0,3550029000.0,2976820000.0,2708432000.0,2323237000.0,1435721000.0,1370187000.0,1297867000.0
,costOfRevenue,10037290000.0,3937969000.0,3489200000.0,3146361000.0,2869750000.0,2408905000.0,2142186000.0,1817948000.0,1124675000.0,1090454000.0,1020500000.0
,grossProfit,1044219000.0,824090000.0,738193000.0,738929000.0,680279000.0,567915000.0,566246000.0,505289000.0,311046000.0,279733000.0,277367000.0
,grossProfitRatio,0.170364575515718,0.173053294803781,0.174621332816703,0.190186318138414,0.191626321925821,0.190779086407643,0.209067829651991,0.217493523045647,0.21664794204445,0.204156804874079,0.213709879363602
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,194879000.0,169851000.0,138488000.0,130777000.0,122207000.0,95235000.0,81153000.0,90743000.0,60444000.0,68626000.0,66232000.0
,SellingAndMarketingExpenses,377496000.0,320420000.0,278455000.0,259663000.0,239556000.0,198676000.0,168897000.0,142848000.0,80907000.0,76442000.0,85141000.0
,otherExpenses,44002000.0,-7226000.0,-11816000.0,-2256000.0,-11947000.0,-11634000.0,-18447000.0,-2541000.0,-3567000.0,8350000.0,-2351000.0
,operatingExpenses,572375000.0,490271000.0,416943000.0,390440000.0,361763000.0,293911000.0,250050000.0,233591000.0,0.0,0.0,0.0
,costAndExpenses,10609665000.0,4428240000.0,3906143000.0,3536801000.0,3231513000.0,2702816000.0,2392236000.0,2051539000.0,1266026000.0,1235522000.0,1171873000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,37336000.0,31424000.0,26391000.0,3953000.0,3972000.0,4107000.0,4090000.0,3462000.0,4370000.0,4219000.0,3242000.0
,EBITDA,361453000.0,365243000.0,347641000.0,352442000.0,322488000.0,278111000.0,320286000.0,275160000.0,174065000.0,138884000.0,129236000.0
,EBITDARatio,0.0589711419863867,0.0766985457341037,0.0822353161865954,0.090711890232132,0.0908409480598609,0.0934255346309149,0.118255138028202,0.11843819636137,0.121238736495461,0.101361347027814,0.0995756884179966
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,324117000.0,333819000.0,321250000.0,348489000.0,318516000.0,274004000.0,316196000.0,271698000.0,169695000.0,134665000.0,125994000.0
,operatingIncomeRatio,0.0528797648026208,0.0700997194700864,0.0759924615478145,0.0896944629615807,0.0897220839604409,0.0920458744566349,0.116745039196111,0.11694803414374,0.118194969635465,0.0982822052756303,0.0970777437133389
,totalOtherIncomeExpensesNet,0.0,-14220000.0,-49373000.0,6590000.0,-4494000.0,-13209000.0,-13042000.0,-174238000.0,-1590000.0,-35892000.0,2968000.0
,incomeBeforeTax,324117000.0,322272000.0,273516000.0,355656000.0,314206000.0,260987000.0,301994000.0,97936000.0,170551000.0,101699000.0,88724000.0
,incomeBeforeTaxRatio,0.0528797648026208,0.0676749280090818,0.0647008688333448,0.0915391129104906,0.088508009371191,0.0876730873885556,0.111501414840764,0.0421549760097657,0.118791185752664,0.0742227155855369,0.0683613960444329
,incomeTaxExpense,74590000.0,67358000.0,63036000.0,179006000.0,107643000.0,90001000.0,76395000.0,3068000.0,-260297000.0,24912000.0,-1878000.0
,netIncome,249527000.0,254652000.0,206364000.0,91220000.0,52616000.0,61049000.0,71469000.0,45420000.0,430820000.0,71487000.0,87367000.0
,netIncomeRatio,0.0407103887543806,0.0534751879386627,0.0488159014314496,0.0234782989171979,0.0148212873753989,0.0205081261211629,0.02638759252586,0.019550308470466,0.300072228517936,0.0521731705234395,0.0673158343651545
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.92276632633404,2.38,1.85,1.46984418555937,1.69270364174495,1.84644466624323,2.16986975134347,1.38306942752741,0.6,0.098851,0.120809
,EPSDiluted,1.89851102843274,2.35,1.83,0.754414257949799,0.435447563559322,0.4988315466074,0.584312378896765,0.371324160596473,0.6,0.098851,0.120809
,weightedAverageShsOut,129775000.0,106997000.0,111743000.0,62061000.0,31084000.0,33063000.0,32937000.0,32840000.0,723181000.0,723181000.0,723181000.0
,weightedAverageShsOutDil,131433000.0,108289000.0,115119000.0,120915000.0,120832000.0,122384000.0,122313000.0,122319000.0,723181000.0,723181000.0,723181000.0
