date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-08-31_FY,2014-06-30_FY,2013-08-31_FY,2012-08-31_FY,2011-08-31_FY,2010-08-31_FY,2009-08-31_FY,2008-08-31_FY,2007-08-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-13620679.0,-27131908.0,-10187863.0,-22508304.0,-28180084.0,-7723404.0,-61723.0,-5578690.0,-57318.0,-59675.0,-136802.0,-60270.0,-58894.0,-57173.0,-48954.0
,depreciationAndAmortization,6245827.0,2727067.0,2591270.0,4364680.0,874789.0,118202.0,4780.0,97476.0,4942.0,6150.0,6763.0,9185.0,8283.0,7515.0,6420.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,-23910.0,0.0,-813697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,1079311.0,1022202.0,348515.0,2502092.0,902946.0,1017938.0,0.0,499690.0,0.0,0.0,60000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-12205353.0,-210199.0,-718809.0,-1041585.0,1791860.0,-145024.0,-1669.0,257680.0,6492.0,8336.0,971.0,5130.0,-487.0,316.0,5222.0
,accountsReceivables,-3560860.0,-1162005.0,-50743.0,-355031.0,-5369.0,-157058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-6950624.0,-101096.0,-26752.0,195427.0,-485265.0,-39442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-1376521.0,134775.0,-109707.0,493217.0,1623469.0,547314.0,0.0,421870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1417523.0,307374.0,194296.0,-865426.0,503695.0,110789.0,0.0,191071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-10041972.0,9842240.0,248419.0,1234609.0,403783.0,0.0,19890.0,0.0,8180.0,7340.0,-132552.0,2580.0,4467.0,4543.0,9396.0
,netCashProvidedByOperatingActivites,-28373887.0,-13831377.0,-15940322.0,-13829652.0,-10657449.0,-6634214.0,-38722.0,-5501962.0,-37704.0,-37849.0,-64818.0,-43375.0,-46631.0,-44799.0,-27916.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-59848.0,-74707.0,-111608.0,-252932.0,0.0,0.0,-9298.0,0.0,0.0,0.0,-6576.0,0.0,-7466.0,0.0
,acquisitionsNet,0.0,0.0,0.0,-4000000.0,-3000000.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-5844000.0,-497112.0,-402200.0,613309.0,1998.0,-4886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-5655772.0,-1061985.0,-484292.0,-3534538.0,-5303925.0,-1004886.0,0.0,-9298.0,0.0,0.0,0.0,-6576.0,0.0,-7466.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-19436779.0,0.0,0.0,0.0,0.0,0.0,-5000.0,0.0,0.0,0.0,-12000.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,9342356.0,12720493.0,5000000.0,17700.0,0.0,8000.0,18212.0,43500.0,14900.0,16100.0,59750.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,-904914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-5404151.0,-1479964.0,-2757516.0,-1088789.0,-328076.0,-47489.0,0.0,637210.0,0.0,15753.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,71068739.0,19075062.0,22659599.0,10187542.0,16662503.0,12352511.0,39175.0,5237210.0,39457.0,33965.0,67266.0,37884.0,22600.0,66550.0,2400.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,37039080.0,4181700.0,6234985.0,-7176648.0,701129.0,4713411.0,453.0,-274050.0,1753.0,-3884.0,2448.0,-12067.0,-24031.0,14285.0,-25516.0
,cashAtEndOfPeriod,48333307.0,11294227.0,7112527.0,877542.0,8054190.0,7353061.0,2315.0,2639650.0,1862.0,109.0,3993.0,1545.0,13612.0,37643.0,23358.0
,cashAtBeginningOfPeriod,11294227.0,7112527.0,877542.0,8054190.0,7353061.0,2639650.0,1862.0,2913700.0,109.0,3993.0,1545.0,13612.0,37643.0,23358.0,48874.0
,operatingCashFlow,-28373887.0,-13831377.0,-15940322.0,-13829652.0,-10657449.0,-6634214.0,-38722.0,-5501962.0,-37704.0,-37849.0,-64818.0,-43375.0,-46631.0,-44799.0,-27916.0
