date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,30269000000.0,20650410000.0,-701220000.0,9388772000.0,6540832000.0,5008421000.0,3479531000.0,2443564000.0,1493618000.0,1176097000.0,1010430000.0,751930000.0,660050000.0,495417553.74,423732551.4,262604346.03,194467790.35
,depreciationAndAmortization,4402000000.0,3006376000.0,1473445000.0,530224000.0,407438000.0,324980000.0,256578000.0,190736000.0,219651000.0,89176000.0,133000000.0,87310000.0,84539000.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,0.0,-63931233000.0,55546587000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,-112244352000.0,41717111000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,0.0,71494052000.0,27505475000.0,0.0,0.0,0.0,0.0,0.0,0.0,2529473000.0,2305652000.0,0.0,747267000.0,-598064203.98,508567287.6,98199855.8,284289382.75
,netCashProvidedByOperatingActivites,0.0,16672758000.0,75888227000.0,0.0,0.0,0.0,0.0,0.0,0.0,914115000.0,1151726000.0,2206368000.0,1224794000.0,-102646650.24,932299839.0,360804201.83,478757173.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,-343757000.0,-400420000.0,-382214000.0,-261181000.0,-174960000.0,-136649000.0,-101036000.0,-57434000.0,-34329000.0,-72819000.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91857000.0,0.0,-635000.0,0.0,0.0,-706587642.25,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,11126000.0,0.0,0.0,0.0,0.0,150000.0,922000.0,0.0,627660026.0,0.0,478531251.7
,otherInvestingActivites,0.0,0.0,0.0,-898412000.0,-677813000.0,-601266000.0,-394756000.0,-100622000.0,-69816000.0,-134889000.0,-57114000.0,-9218000.0,28763000.0,-3207707.82,-1798653866.2,-282235230.22,-1782365268.2
,netCashUsedForInvestingActivites,0.0,-4055268000.0,-2285690000.0,-1242169000.0,-1078233000.0,-983480000.0,-644811000.0,-275582000.0,-206465000.0,-235925000.0,-206405000.0,-43397000.0,-43769000.0,-80901668.25,-1170993840.2,-988822872.47,-1303834016.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-6986086000.0,-3762472000.0,-2614139000.0,-131071000.0,-253883000.0,-199320000.0,-132823000.0,-318899000.0,-119374000.0,-291241000.0,-164649000.0,0.0,-82801715.22,-785743719.6,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,-298747000.0,-4978414000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,-8506855000.0,-4511437000.0,-794469000.0,-962631000.0,0.0,-598486000.0,-19000.0,-19000.0,-505339000.0,-208124000.0,-148350000.0,-171004000.0,-102637197.27,-68304629.8,-30435291.52,-61364413.95
,otherFinancingActivites,0.0,-237478000.0,-535138000.0,12116266000.0,-4718000.0,-4835000.0,-6343000.0,-1334000.0,11381000.0,-206838000.0,-1704000.0,-160968000.0,-627263000.0,-3229764.75,519803838.8,-776657267.92,776524550.95
,netCashUsedProvidedByFinancingActivities,0.0,-16013972000.0,-8292501000.0,9013134000.0,2364674000.0,-253867000.0,-1051891000.0,-76352000.0,-195881000.0,-604389000.0,-501069000.0,-473967000.0,-798267000.0,644229358.47,1674558595.6,444964688.98,1528429614.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,4440517000.0,3229031000.0,1163159000.0,1897599000.0,1308367000.0,0.0,0.0,0.0,0.0,0.0,30054142.62,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
