Date,2017-03,2016-03,2015-03,2014-03,2013-03
Cash and cash equivalents,0000000.0,0000000.0,1000000.0,1000000.0,1000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,3000000.0,3000000.0,0000000.0,1000000.0,2000000.0
Inventories,,,,,
Total current assets,3000000.0,3000000.0,0000000.0,9000000.0,14000000.0
Property, Plant & Equipment Net,0000000.0,3000000.0,0000000.0,0000000.0,1000000.0
Goodwill and Intangible Assets,0,0,0,7000000,12000000
Long-term investments,0000000.0,0000000.0,000000.0,000000.0,000000.0
Tax assets,,,,,
Total non-current assets,000000.0,000000.0,1000000.0,14000000.0,18000000.0
Total assets,5000000.0,6000000.0,2000000.0,11000000.0,18000000.0
Payables,000000.0,000000.0,0000000.0,2000000.0,2000000.0
Short-term debt,1000000.0,1000000.0,000000.0,1000000.0,1000000.0
Total current liabilities,1000000.0,1000000.0,0000000.0,4000000.0,4000000.0
Long-term debt,000000.0,000000.0,1000000.0,13000000.0,16000000.0
Total debt,000000.0,000000.0,1000000.0,13000000.0,16000000.0
Deferred revenue,,,,,
Tax Liabilities,000000.0,000000.0,000000.0,0000000.0,0000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,000000.0,000000.0,1000000.0,14000000.0,18000000.0
Total liabilities,1000000.0,1000000.0,1000000.0,17000000.0,21000000.0
Other comprehensive income,1000000.0,1000000.0,000000.0,000000.0,-0000000.0
Retained earnings (deficit),-18000000.0,-17000000.0,-9000000.0,-19000000.0,-16000000.0
Total shareholders equity,4000000.0,5000000.0,1000000.0,-6000000.0,-4000000.0
Investments,0000000.0,0000000.0,000000.0,000000.0,000000.0
Net Debt,1000000,1000000,0,13000000,16000000
Other Assets,2000000,0,0,1000000,1000000
Other Liabilities,0,0,0,0,0
