date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,2626000.0,54935000.0,46595000.0,66390000.0,-895000.0,40864000.0,33883000.0,29586000.0,16303000.0,0.0,18075000.0,15092000.0,24405000.0,18803000.0,17922000.0,10735000.0,10243000.0,9761000.0,-2893000.0,16372000.0,9855000.0,6428000.0,5603775.0,4479563.0,4766339.0,6230685.0,4851019.0,4600000.0,4000000.0
,depreciationAndAmortization,48703000.0,160078000.0,166405000.0,177007000.0,143685000.0,70702000.0,65890000.0,60722000.0,64413000.0,55770000.0,42631000.0,32630000.0,29902000.0,29198000.0,27290000.0,22382000.0,19020000.0,16631000.0,14482000.0,11834000.0,7318000.0,6712000.0,5429815.0,4650894.0,3529554.0,2864521.0,2730938.0,2500000.0,2300000.0
,deferredIncomeTax,15310000.0,11644000.0,6208000.0,-54055000.0,-52875000.0,-451000.0,2975000.0,14266000.0,6504000.0,15973000.0,4628000.0,957000.0,7909000.0,-1208000.0,-1693000.0,-1511000.0,5960000.0,5664000.0,289000.0,8666000.0,130000.0,-758000.0,1121371.0,733644.0,695921.0,323680.0,-53324.0,-500000.0,0.0
,stockBasedCompensation,5907000.0,3817000.0,4959000.0,3580000.0,3021000.0,2333000.0,2624000.0,1938000.0,1842000.0,1718000.0,792000.0,653000.0,174000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-19429000.0,-29968000.0,86352000.0,38109000.0,-69508000.0,-2460000.0,15190000.0,-4315000.0,49410000.0,-17017000.0,-2105000.0,-20029000.0,30956000.0,7497000.0,11523000.0,-14611000.0,-12496000.0,24573000.0,6201000.0,-1483000.0,-9796000.0,-3239973.0,-1177035.0,90275.0,-1051432.0,-1728577.0,3078742.0,2400000.0,700000.0
,accountsReceivables,-7318000.0,-7664000.0,239000.0,16451000.0,14581000.0,-1047000.0,-6225000.0,-2594000.0,-8246000.0,-1891000.0,-3120000.0,1292000.0,-3773000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0
,inventory,0.0,-463000.0,439000.0,33339000.0,-30288000.0,492000.0,1921000.0,-927000.0,-2321000.0,-1080000.0,-262000.0,470000.0,-1662000.0,-2165000.0,203000.0,-589000.0,75000.0,-275000.0,1147000.0,-143000.0,1233000.0,-601000.0,480654.0,-1080082.0,-952981.0,-411084.0,34076.0,100000.0,0.0
,accountsPayables,-663000.0,12821000.0,-1377000.0,-36725000.0,42496000.0,2753000.0,5040000.0,-2145000.0,-4690000.0,-596000.0,3528000.0,3178000.0,-439000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-8402000.0,91695000.0,121663000.0,35311000.0,-2798000.0,66710000.0,69170000.0,53980000.0,58295000.0,8885000.0,25902000.0,28007000.0,48036000.0,17080000.0,9583000.0,-1940000.0,12671000.0,25167000.0,594000.0,-5607000.0,-4124000.0,5672000.0,8911973.0,10089008.0,9998733.0,11050165.0,12778742.0,9700000.0,7300000.0
,otherNonCashItems,249750000.0,58639000.0,-44872000.0,-8101000.0,138098000.0,8333000.0,-5569000.0,-7933000.0,-41498000.0,24483000.0,11183000.0,44770000.0,-43272000.0,-10547000.0,-20692000.0,20254000.0,11689000.0,-3020000.0,12690000.0,-18633000.0,7696000.0,6863973.0,46512.0,-1483552.0,799671.0,470984.0,-3054090.0,-2400000.0,300000.0
,netCashProvidedByOperatingActivites,302867000.0,259145000.0,265647000.0,222930000.0,161526000.0,119321000.0,114993000.0,94264000.0,96974000.0,80927000.0,75204000.0,74073000.0,50074000.0,43743000.0,34350000.0,37249000.0,34416000.0,53609000.0,30769000.0,16756000.0,15203000.0,16006000.0,11024438.0,8470824.0,8740053.0,8161293.0,7553285.0,6600000.0,7300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,-136641000.0,-146489000.0,-173231000.0,-69679000.0,-68232000.0,-117028000.0,-89053000.0,-74663000.0,-55936000.0,-53208000.0,-65569000.0,-29084000.0,-21195000.0,-29527000.0,-34095000.0,-12476000.0,-22612000.0,-28395000.0,-44267000.0,-15733000.0,-13664692.0,-10687958.0,-15217862.0,-6736514.0,-3688292.0,-3800000.0,-7200000.0
,acquisitionsNet,-1890000.0,-10000000.0,-52000000.0,-6000000.0,-657354000.0,0.0,0.0,0.0,0.0,0.0,-158998000.0,-601000.0,-10886000.0,0.0,0.0,-600000.0,-9153000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12000.0,0.0,-84000.0,-127000.0,-608000.0,-551000.0,-2872000.0,-453000.0,-536000.0,-736000.0,-796000.0,-1775000.0,-1250000.0,0.0,0.0,0.0,-2436818.0,-1134528.0,-1252016.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,1000.0,14000.0,2895000.0,54000.0,43000.0,121000.0,1227000.0,475000.0,62000.0,611000.0,712000.0,959000.0,11489000.0,403000.0,416000.0,714000.0,3301000.0,5842000.0,4828000.0,921000.0,0.0,3374877.0,0.0,0.0,1482165.0,0.0,0.0
,otherInvestingActivites,-153698000.0,-155334000.0,840000.0,980000.0,7677000.0,363000.0,551000.0,356000.0,3905000.0,3661000.0,4258000.0,1523000.0,611000.0,403000.0,323000.0,147000.0,39000.0,109000.0,77000.0,1615000.0,154000.0,-593000.0,2441591.0,1710484.0,-7242559.0,-1403559.0,-3001656.0,300000.0,900000.0
