Date,2019-08-31,2018-08-31,2017-08-31,2016-09-30,2016-08-31,2015-08-31,2014-08-31,2013-08-30,2012-08-31,2011-08-31,2010-08-31,2009-08-31
Depreciation & Amortization,2750245.0,2721304.0,2135078.0,0.0,1932316.0,-56685.0,-577974.0,766960.0,0.0,21822.0,25215.0,21893.0
Stock-based compensation,1077837.0,709083.0,585018.0,0.0,347077.0,295243.0,144327.0,115740.0,0.0,131172.0,-1002980.0,183294.0
Operating Cash Flow,11638420.0,9287188.0,6877739.0,0.0,5415209.0,7134991.0,5306154.0,2562382.0,0.0,3497543.0,2905957.0,2491661.0
Capital Expenditure,137745.0,183291.0,175961.0,0.0,-1234975.0,71369.0,24486.0,53150.0,0.0,-816420.0,-939073.0,-718112.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-720000.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750000.0
Investing Cash flow,-1955741.0,-2328720.0,-4355220.0,0.0,-1954975.0,-3130122.0,-3893563.0,-1181738.0,0.0,-1069125.0,-939073.0,31888.0
Issuance (repayment) of debt,-0.0,-0.0,-0.0,-0.0,-750000.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Issuance (buybacks) of shares,-11435499.0,-9400701.0,-6215718.0,0.0,182049.0,-8551275.0,-8614929.0,0.0,0.0,-1903212.0,-939184.0,-939665.0
Dividend payments,-4197055.0,-4161740.0,-3448489.0,-0.0,-3413274.0,-3375566.0,-3075585.0,-4001212.0,-0.0,0.0,0.0,0.0
Financing Cash Flow,-7647881.0,-3773485.0,-4337085.0,0.0,-3981225.0,-4068523.0,-2976960.0,-3902421.0,0.0,-1879131.0,191393.0,-939665.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,2034798.0,3184983.0,-1814566.0,0.0,-520991.0,-63654.0,-1564369.0,-2521777.0,0.0,549287.0,2158277.0,1583884.0
Free Cash Flow,11500675.0,9103897.0,6701778.0,0.0,4180234.0,7063622.0,5281668.0,2509232.0,0.0,2681123.0,1966884.0,1773549.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0546,0.0,0.0,0.0,0.0,0.2029,0.2478,0.2619
