date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,507804000.0,86138000.0,427115000.0,57703000.0,195137000.0,-162042000.0,199826000.0,375500000.0,586000000.0,550000000.0,290100000.0,117900000.0,17300000.0,91900000.0,85200000.0,25300000.0
,depreciationAndAmortization,0.0,258730000.0,253343000.0,263352000.0,309654000.0,199202000.0,160506000.0,144400000.0,101500000.0,57700000.0,57800000.0,41400000.0,19500000.0,21700000.0,16500000.0,6000000.0
,deferredIncomeTax,-2475000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,5432000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6329000.0,0.0,0.0,0.0,0.0,0.0,463000.0
,changeInWorkingCapital,1025000.0,-58459000.0,-26545000.0,-31509000.0,-16132000.0,610000.0,-7601000.0,-4200000.0,11700000.0,2700000.0,-2000000.0,2000000.0,500000.0,1000000.0,500000.0,-1800000.0
,accountsReceivables,0.0,0.0,0.0,0.0,503000.0,103000.0,1477000.0,2457000.0,127000.0,0.0,-2206000.0,-78000.0,719000.0,-208000.0,1271000.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383000.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,16892000.0,5331000.0,4676000.0,16198000.0,5785000.0,0.0,-4249000.0,978000.0,378000.0,654000.0,-1251000.0,0.0
,otherWorkingCapital,0.0,90052000.0,50863000.0,91272000.0,109035000.0,93308000.0,322322000.0,80153000.0,735921000.0,677254000.0,265119000.0,3000.0,3000.0,3000.0,118854000.0,0.0
,otherNonCashItems,21352000.0,215211000.0,-176500000.0,249262000.0,95642000.0,393589000.0,79142000.0,18400000.0,20300000.0,16000000.0,-26200000.0,4600000.0,73900000.0,4700000.0,2500000.0,600000.0
,netCashProvidedByOperatingActivites,765442000.0,501620000.0,477413000.0,538808000.0,584301000.0,431359000.0,431873000.0,534100000.0,719400000.0,626400000.0,319800000.0,165900000.0,111100000.0,119300000.0,104700000.0,30000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1822000.0,-1683000.0,-1125664000.0,-1721000.0,-804519000.0,-1802242000.0,-134578000.0,-2039423000.0,-640718000.0,-141323000.0,-172400000.0,-220644000.0,-184532000.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-10671000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15069000.0
,salesMaturitiesOfInvestments,162942000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-801000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,149648000.0,10630000.0,-861326000.0,-19573000.0,-805435000.0,-1791149000.0,-146021000.0,-2050454000.0,-641896000.0,-130736000.0,-201325000.0,-221212000.0,-188880000.0,-577024000.0,-336221000.0,-15734000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-680204000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,37038000.0,1027000.0,1181000.0,654478000.0,802887000.0,7026000.0,58100000.0,12900000.0,7900000.0,108400000.0,540500000.0,118500000.0,7600000.0,182400000.0,88300000.0
,dividendsPaid,-167212000.0,-129986000.0,-132915000.0,-121934000.0,-78708000.0,-68593000.0,-79775000.0,-160000000.0,-123900000.0,-63600000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-1373000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-826897000.0,-484191000.0,360907000.0,-545064000.0,242348000.0,1155147000.0,-73522000.0,834050000.0,-139504000.0,-84234000.0,79783000.0,276333000.0,74464000.0,407500000.0,173531000.0,83482000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,504000.0,160000.0,252000.0,55000.0,-216000.0,-158000.0,-55000.0,-122000.0,11000.0,108000.0,2851000.0,-597000.0,419000.0,234000.0,221000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,88697000.0,28219000.0,-22754000.0,-25774000.0,20998000.0,-204801000.0,212275000.0,-682400000.0,-62000000.0,411600000.0,201100000.0,220500000.0,-2900000.0,-50000000.0,-57700000.0,97800000.0
