date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2006-04-30_FY,2005-04-30_FY,2004-04-30_FY,2003-04-30_FY,2002-04-30_FY,2001-04-30_FY,2000-04-30_FY,1999-04-30_FY,1998-04-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,131771000.0,77061000.0,99588000.0,32640000.0,33841000.0,24144000.0,-30072000.0,2764000.0,31432000.0,24832000.0,53452000.0,50303000.0,45416000.0,52137000.0,31600000.0,47047000.0,39147000.0,48192000.0,-19195000.0,42233000.0,15987000.0,58908000.0,33200000.0,8466000.0
,depreciationAndAmortization,92840000.0,89165000.0,76299000.0,77303000.0,65394000.0,63247000.0,62330000.0,50539000.0,28823000.0,14980000.0,11707000.0,14424000.0,13083000.0,37888000.0,5300000.0,8770000.0,11450000.0,11311000.0,9277000.0,11843000.0,6773000.0,2544000.0,1900000.0,1676000.0
,deferredIncomeTax,-3015000.0,9921000.0,-1058000.0,13572000.0,12153000.0,-9674000.0,-25479000.0,1422000.0,6183000.0,-6424000.0,-2410000.0,672000.0,0.0,-7421000.0,2400000.0,-1661000.0,1190000.0,5087000.0,1650000.0,-1893000.0,2235000.0,-7148000.0,-500000.0,0.0
,stockBasedCompensation,27989000.0,29396000.0,39304000.0,24151000.0,18099000.0,17232000.0,7544000.0,5525000.0,3845000.0,2868000.0,7579000.0,7389000.0,7956000.0,0.0,4843000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,170612000.0,-56503000.0,-136319000.0,36616000.0,168007000.0,-48481000.0,-21306000.0,-39015000.0,-13522000.0,-16169000.0,-36071000.0,1033000.0,-54450000.0,20799000.0,-29843000.0,7115000.0,12475000.0,-9482000.0,-11904000.0,31809000.0,35420000.0,167057000.0,52700000.0,-3886000.0
,accountsReceivables,70037000.0,-41486000.0,-3527000.0,-12507000.0,5459000.0,-19147000.0,17908000.0,-8972000.0,4560000.0,-1915000.0,9908000.0,-11158000.0,-6983000.0,0.0,17237000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-1287000.0,-499000.0,579000.0,-1801000.0,-364000.0,-1432000.0,-1861000.0,-1103000.0,-112000.0,429000.0,-2353000.0,785000.0,-2920000.0,-2704000.0,1429000.0,-2625000.0,-1749000.0,-255000.0,-185000.0,-818000.0,-2484000.0,-987000.0,-1800000.0,-2332000.0
,accountsPayables,5088000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2544000.0,-2841000.0,2948000.0,-3617000.0,0.0,-4917000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,230578000.0,59966000.0,116469000.0,252788000.0,216172000.0,48165000.0,96646000.0,117952000.0,156967000.0,170489000.0,186658000.0,222729000.0,221696000.0,276146000.0,255347000.0,285190000.0,278075000.0,265600000.0,275082000.0,286986000.0,255177000.0,219757000.0,52700000.0,0.0
,otherNonCashItems,22398000.0,8189000.0,-743000.0,-1717000.0,-3541000.0,-3123000.0,-494000.0,1485000.0,2445000.0,64574000.0,2612000.0,1050000.0,1950000.0,9198000.0,3900000.0,5608000.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0
,netCashProvidedByOperatingActivites,319874000.0,121692000.0,186719000.0,96588000.0,56621000.0,49554000.0,54687000.0,23753000.0,63051000.0,63186000.0,39804000.0,116407000.0,36243000.0,98163000.0,22300000.0,67264000.0,16490000.0,61914000.0,21138000.0,57535000.0,-22741000.0,67610000.0,57600000.0,6256000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-27662000.0,-69086000.0,-32275000.0,-24710000.0,-29904000.0,-20010000.0,-11901000.0,-55930000.0,-33890000.0,-27956000.0,-12314000.0,-5525000.0,-26296000.0,-18153000.0,-5099000.0,-9376000.0,-5060000.0,-25388000.0,-10593000.0,-19280000.0,-52093000.0,-15068000.0,-14600000.0,-1294000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-154493000.0,-125648000.0,-94910000.0,-142373000.0,0.0,-21624000.0,-35440000.0,-39271000.0,-24177000.0,-47904000.0,-96751000.0,-54593000.0,-119495000.0,-211366000.0,-77436000.0,-53765000.0,-61471000.0,-83963000.0,0.0,-13070000.0,-87794000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,194031000.0,157487000.0,61428000.0,35660000.0,8065000.0,24125000.0,42237000.0,44318000.0,45191000.0,45148000.0,64553000.0,53687000.0,167796000.0,242888000.0,20850000.0,148908000.0,82553000.0,0.0,65416000.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,1438000.0,1000000.0,0.0,0.0,0.0,2937000.0,0.0,0.0,0.0,4070000.0,0.0,-265000.0,-363000.0,0.0,-881000.0,-195000.0,-1641000.0,0.0,12914000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,11876000.0,-35809000.0,-66087000.0,-133739000.0,-24089000.0,-18719000.0,-1204000.0,-50844000.0,-12876000.0,-30712000.0,-40382000.0,-6431000.0,21740000.0,13006000.0,-64400000.0,84886000.0,15827000.0,-110992000.0,51823000.0,-24336000.0,-132737000.0,-15068000.0,-14600000.0,-1294000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-114394000.0,-13455000.0,-4782000.0,-7504000.0,-14441000.0,-4345000.0,-4080000.0,-1396000.0,-1621000.0,-1169000.0,-1082000.0,-1002000.0,-927000.0,0.0,-537000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7874000.0
