Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Depreciation & Amortization,3723.4043,5472.3502,4672.8972,16456.6727,11947.1276,16700.2591,23043.9443,57112.9159,78746.8247
Stock-based compensation,142287.234,55299.5392,80218.0685,113653.8956,209964.4128,781456.9536,390139.3355,83573.487,177250.9173
Operating Cash Flow,-1105053.1915,-2584101.3825,-2262201.4538,-4669323.7336,-7252669.0391,-8654189.4616,-4352625.9378,-5479958.0823,-3659892.7463
Capital Expenditure,-8776.5957,-2016.129,-2596.054,-42941.6302,-9405.1856,-10365.6781,20096.463,21482.8399,-30200.3951
Acquisitions and disposals,0.0,-6336.4055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-8776.5957,-8352.5346,-2596.054,-42941.6302,-9405.1856,-10365.6781,20096.463,21482.8399,-30200.3951
Issuance (repayment) of debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Issuance (buybacks) of shares,1166755.3191,1288594.47,0.0,12428387.7603,11356126.0803,13214224.0138,1433279.7428,1233953.3665,3085238.4984
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,1166755.3191,1288594.47,0.0,12428387.7603,11356126.0803,13251367.6936,1500803.8585,4631123.9193,3388653.6833
Effect of forex changes on cash,-23670.2128,-23905.53,-21287.6428,-18770.8923,-198779.8678,160955.9459,60021.4362,71784.1237,-117696.8671
Net cash flow / Change in cash,29255.3191,-1327764.977,-2286085.1506,7697351.5042,3895271.9878,4747768.4999,-2771704.1801,-755567.1994,-419136.3251
Free Cash Flow,-1113829.7872,-2586117.5115,-2264797.5078,-4712265.3638,-7262074.2247,-8664555.1396,-4332529.4748,-5458475.2423,-3690093.1414
Net Cash/Marketcap,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
