date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1992-01-03_FY,1990-12-28_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY
,revenue,3474000000.0,2528249000.0,2056007000.0,1473504000.0,892896000.0,719784000.0,361823000.0,247186000.0,254740000.0,8567000000.0,8553000000.0,8907000000.0,10127000000.0,10825000000.0,9674000000.0,7010000000.0,4397000000.0,3949000000.0,3748000000.0,3648000000.0,3330000000.0,2894000000.0,2004000000.0,1619000000.0,1586000000.0,1579000000.0,1339000000.0,1021000000.0,894000000.0,1031000000.0,1004000000.0,945000000.0,866000000.0,798000000.0
,costOfRevenue,1768000000.0,1186149000.0,1055592000.0,806906000.0,539657000.0,446783000.0,225498000.0,146076000.0,148438000.0,4558000000.0,4691000000.0,4735000000.0,5390000000.0,5578000000.0,4857000000.0,3618000000.0,2314000000.0,2069000000.0,1910000000.0,1805000000.0,1650000000.0,1410000000.0,1027000000.0,829000000.0,781000000.0,745000000.0,614000000.0,479000000.0,438000000.0,497000000.0,474000000.0,440000000.0,408000000.0,366000000.0
,grossProfit,1706000000.0,1342100000.0,1000415000.0,666598000.0,353239000.0,273001000.0,136325000.0,101110000.0,106302000.0,4008000000.0,3863000000.0,4172000000.0,4737000000.0,5247000000.0,4817000000.0,3392000000.0,2083000000.0,1880000000.0,1837000000.0,1843000000.0,1680000000.0,1484000000.0,977000000.0,790000000.0,805000000.0,834000000.0,725000000.0,542000000.0,456000000.0,534000000.0,531000000.0,505000000.0,458000000.0,431000000.0
,grossProfitRatio,0.491076568796776,0.530841701114091,0.4865815145571,0.452389677937759,0.395610463032649,0.379281840107588,0.376772620867109,0.409044201532449,0.417296066577687,0.467841718221081,0.451654390272419,0.468395643875603,0.467759454922484,0.484711316397229,0.497932602853008,0.483880171184023,0.473732090061405,0.476069891111674,0.490128068303095,0.505208333333333,0.504504504504504,0.512785072563925,0.4875249500998,0.487955528103768,0.507566204287516,0.528182393920203,0.541448842419716,0.530852105778648,0.51006711409396,0.517943743937924,0.528884462151394,0.534391534391534,0.528868360277136,0.540100250626566
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000000.0,11000000.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1077000000.0,542747000.0,396230000.0,271834000.0,150052000.0,113339000.0,63355000.0,43713000.0,44936000.0,2273000000.0,2171000000.0,2173000000.0,2491000000.0,2585000000.0,2405000000.0,1579000000.0,974000000.0,60000000.0,58000000.0,66000000.0,59000000.0,45000000.0,46000000.0,45000000.0,40000000.0,30000000.0,29000000.0,27000000.0,27000000.0,27000000.0,34000000.0,35000000.0,32000000.0,39000000.0
,SellingAndMarketingExpenses,0.0,129373000.0,106161000.0,82525000.0,40600000.0,31227000.0,21982000.0,17740000.0,18724000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,176000000.0,0.0,-20842000.0,-92777000.0,0.0,0.0,0.0,0.0,0.0,74000000.0,150000000.0,9515000000.0,11461000000.0,6752000000.0,5911000000.0,4657000000.0,2832462000000.0,830000000.0,781000000.0,871000000.0,793000000.0,692000000.0,468000000.0,384000000.0,358000000.0,514000000.0,357000000.0,250000000.0,220000000.0,267000000.0,282000000.0,265000000.0,245000000.0,197000000.0
,operatingExpenses,1660000000.0,893645000.0,659820000.0,460250000.0,254101000.0,201487000.0,113980000.0,78484000.0,81311000.0,3153000000.0,3223000000.0,-185000000.0,8269000000.0,3597000000.0,3322000000.0,2366000000.0,1310000000.0,1220000000.0,1129000000.0,1270000000.0,1397000000.0,1003000000.0,689000000.0,577000000.0,568000000.0,624000000.0,456000000.0,332000000.0,295000000.0,358000000.0,371000000.0,350000000.0,322000000.0,281000000.0
,costAndExpenses,3428000000.0,2079794000.0,1715412000.0,1267156000.0,793758000.0,648270000.0,339478000.0,224560000.0,229749000.0,7711000000.0,7914000000.0,4550000000.0,13659000000.0,9175000000.0,8179000000.0,5984000000.0,3624000000.0,3289000000.0,3039000000.0,3075000000.0,3047000000.0,2413000000.0,1716000000.0,1406000000.0,1349000000.0,1369000000.0,1070000000.0,811000000.0,733000000.0,855000000.0,845000000.0,790000000.0,730000000.0,647000000.0
,interestExpense,1174000000.0,286248000.0,171732000.0,99769000.0,50917000.0,61558000.0,30752000.0,15681000.0,16069000.0,2122300000.0,1981000000.0,1892000000.0,2074000000.0,800000000.0,670000000.0,481000000.0,271802000000.0,234419000000.0,-240000000.0,-256000000.0,-265000000.0,-121000000.0,-85000000.0,-30000000.0,-65000000.0,-74000000.0,-78000000.0,-73000000.0,-78000000.0,-134000000.0,-119000000.0,-26000000.0,-24000000.0,-20000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,583000000.0,221525000.0,157429000.0,105891000.0,63449000.0,56921000.0,28643000.0,17031000.0,17651000.0,845900000.0,871700000.0,872000000.0,1132200000.0,905800000.0,711400000.0,523000000.0,347500000.0,319700000.0,304600000.0,327600000.0,282100000.0,218300000.0,159200000.0,122400000.0,102300000.0,95400000.0,86600000.0,70200000.0,63800000.0,88100000.0,82100000.0,75500000.0,65100000.0,0.0
,EBITDA,629000000.0,669980000.0,498024000.0,312239000.0,162587000.0,128435000.0,50988000.0,39657000.0,42642000.0,1701900000.0,1511700000.0,5230000000.0,-2399800000.0,2555800000.0,2206400000.0,1549000000.0,1120500000.0,979700000.0,1013600000.0,900600000.0,565100000.0,699300000.0,447200000.0,336400000.0,339300000.0,304400000.0,355600000.0,280200000.0,224800000.0,264100000.0,241100000.0,230500000.0,201100000.0,134000000.0
,EBITDARatio,0.181059297639609,0.26499763274899,0.242228747275666,0.211902376919235,0.182089515464287,0.178435475086971,0.140919731470913,0.160433843340642,0.167394205856952,0.198657639780553,0.176745001753771,0.587178623554508,-0.236970474967908,0.236101616628176,0.22807525325615,0.220970042796006,0.254832840573118,0.248088123575589,0.270437566702241,0.246875,0.1696996996997,0.241637871458189,0.22315369261477,0.207782581840642,0.213934426229508,0.192780240658645,0.265571321882001,0.274436826640548,0.251454138702461,0.256159068865179,0.240139442231076,0.243915343915344,0.232217090069284,0.16792
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,46000000.0,448455000.0,340595000.0,206348000.0,99138000.0,71514000.0,22345000.0,22626000.0,24991000.0,856000000.0,640000000.0,4358000000.0,-3532000000.0,1650000000.0,1495000000.0,1026000000.0,773000000.0,660000000.0,709000000.0,573000000.0,283000000.0,481000000.0,288000000.0,214000000.0,237000000.0,209000000.0,269000000.0,210000000.0,161000000.0,176000000.0,159000000.0,155000000.0,136000000.0,151000000.0
,operatingIncomeRatio,0.0132412204951065,0.177377702908218,0.165658482680263,0.140038981909788,0.111029727986238,0.0993548064419326,0.0617567153000224,0.0915343101955612,0.0981039491245976,0.0999182911170772,0.0748275458903309,0.489278095879645,-0.348770613212205,0.152424942263279,0.154537936737647,0.146362339514979,0.175801682965658,0.167130919220056,0.189167556029883,0.157072368421053,0.084984984984985,0.16620594333103,0.143712574850299,0.132180358245831,0.149432534678436,0.132362254591514,0.200896191187453,0.205680705190989,0.180089485458613,0.170708050436469,0.158366533864542,0.164021164021164,0.157043879907621,0.18922305764411
,totalOtherIncomeExpensesNet,-504000000.0,-37229000.0,-33241000.0,-149909000.0,-10175000.0,34647000.0,-4165000.0,11936000.0,-9927000.0,74000000.0,150000000.0,33000000.0,36000000.0,43000000.0,11000000.0,8000000.0,10000000.0,3000000.0,2000000.0,28000000.0,0.0,0.0,0.0,0.0,0.0,16000000.0,-52000000.0,2000000.0,2000000.0,10000000.0,3000000.0,26000000.0,18000000.0,24000000.0
,incomeBeforeTax,-1632000000.0,124978000.0,135622000.0,-43330000.0,38046000.0,44603000.0,-12554000.0,18897000.0,-991000.0,-1266000000.0,-1342000000.0,2498000000.0,-5661000000.0,893000000.0,835000000.0,554000000.0,513000000.0,428000000.0,471000000.0,346000000.0,18000000.0,360000000.0,203000000.0,184000000.0,172000000.0,152000000.0,139000000.0,139000000.0,85000000.0,52000000.0,44000000.0,155000000.0,129000000.0,155000000.0
,incomeBeforeTaxRatio,-0.469775474956822,0.0494326310422747,0.0659637831972362,-0.029406095945447,0.0426096656273519,0.0619672012714926,-0.0346965228854993,0.076448504365134,-0.00389024103006987,-0.147776351114743,-0.156904010288788,0.280453575839228,-0.559000691221487,0.0824942263279446,0.0863138308869134,0.0790299572039943,0.116670457129861,0.108381868827551,0.125667022411953,0.0948464912280702,0.00540540540540541,0.124395300621976,0.101297405189621,0.113650401482397,0.108448928121059,0.0962634578847372,0.103808812546677,0.136141038197845,0.0950782997762864,0.0504364694471387,0.0438247011952191,0.164021164021164,0.148960739030023,0.194235588972431
,incomeTaxExpense,126000000.0,43977000.0,40387000.0,-117270000.0,13244000.0,-69580000.0,1768000.0,0.0,0.0,-506900000.0,468000000.0,-1651000000.0,360000000.0,-350000000.0,-295000000.0,-227000000.0,-190641000000.0,-172201000000.0,174000000.0,126000000.0,15000000.0,129000000.0,75000000.0,69000000.0,67000000.0,61000000.0,75000000.0,59000000.0,35000000.0,22000000.0,21000000.0,0.0,0.0,0.0
,netIncome,-1757000000.0,81001000.0,95235000.0,73940000.0,24802000.0,114183000.0,-14425000.0,18897000.0,-991000.0,-725000000.0,-831000000.0,828000000.0,-5197000000.0,619000000.0,536000000.0,236000000.0,368000000.0,293000000.0,235000000.0,209000000.0,-12000000.0,208000000.0,102000000.0,99000000.0,99000000.0,79000000.0,78000000.0,86000000.0,52000000.0,30000000.0,23000000.0,155000000.0,115000000.0,154000000.0
,netIncomeRatio,-0.505757052389177,0.0320383791311694,0.0463203675862971,0.0501797076899689,0.0277770311436046,0.158635090527158,-0.0398675595525989,0.076448504365134,-0.00389024103006987,-0.084627057312945,-0.0971588916169765,0.0929605927921859,-0.513182581218525,0.0571824480369515,0.0554062435393839,0.0336661911554922,0.0836934273368206,0.0741959989870853,0.0627001067235859,0.0572916666666667,-0.0036036036036036,0.0718728403593642,0.0508982035928144,0.0611488573193329,0.062421185372005,0.0500316656111463,0.058252427184466,0.0842311459353575,0.058165548098434,0.02909796314258,0.0229083665338645,0.164021164021164,0.132794457274827,0.192982456140351
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-22.6192309937792,1.04,1.23,1.1,0.53,2.45,-0.48,0.406847,-0.021336,-5.8,-8.39394,6.624,-41.576,3.27513,2.85106,1.57333,3.25664,2.66364,2.0614,1.80172,-0.10256,1.6124,1.0,0.9802,0.95192,0.76699,0.75728,0.83495,0.51485,0.33333,0.29487,2.01299,1.49351,2.0
,EPSDiluted,-22.6192309937792,1.03,1.22,1.09,0.52,2.43,-0.48,0.406847,-0.021336,-5.8,-8.39394,6.624,-41.576,3.27513,2.85106,1.57333,3.25664,2.66364,2.0614,1.80172,-0.10256,1.6124,1.0,0.9802,0.95192,0.76699,0.75728,0.83495,0.51485,0.33333,0.29487,2.01299,1.49351,2.0
,weightedAverageShsOut,77677265.0,77677265.0,77458902.0,67133531.0,47033311.0,46550042.0,29901405.0,46447432.0,46447432.0,125000000.0,99000000.0,125000000.0,125000000.0,189000000.0,188000000.0,150000000.0,113000000.0,110000000.0,114000000.0,116000000.0,117000000.0,129000000.0,102000000.0,101000000.0,104000000.0,103000000.0,103000000.0,103000000.0,101000000.0,90000000.0,78000000.0,77000000.0,77000000.0,77000000.0
,weightedAverageShsOutDil,77677265.0,78593819.0,78282101.0,68102814.0,47701562.0,47008980.0,29901405.0,46447432.0,46447432.0,125000000.0,99000000.0,125000000.0,125000000.0,189000000.0,188000000.0,150000000.0,113000000.0,110000000.0,114000000.0,116000000.0,117000000.0,129000000.0,102000000.0,101000000.0,104000000.0,103000000.0,103000000.0,103000000.0,101000000.0,90000000.0,78000000.0,77000000.0,77000000.0,77000000.0
