Date,2019-09-30,2018-09-30,2017-09-30,2016-09-30,2015-09-30
Revenue,23651551.0,8420142.0,4474953.0,2031562.0,13000.0
Revenue Growth,1.80892543142384,0.88161573987481,1.20271544752265,155.274,
Cost of Revenue,9136677.0,2673272.0,1355381.0,1618432.0,0.0
Gross Profit,14514873.0,5746870.0,3119572.0,413130.0,5000.0
R&D Expenses,0.0,0.0,0.0,0.0,
SG&A Expense,28875186.0,0.0,0.0,4146423.0,
Operating Expenses,29311764.0,5629771.0,3358863.0,4146423.0,
Operating Income,-14796891.0,46834.0,-1361168.0,-3733293.0,-1299000.0
Interest Expense,0.0,955.0,500627.0,154977.0,
Earnings before Tax,-47788776.0,474909.0,352566.0,-3348489.0,-1314000.0
Income Tax Expense,-2359000.0,16000.0,25000.0,8000.0,-4000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,-539781.0,
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,
Net Income,-51357549.0,62834.0,-1386168.0,-3356489.0,
Preferred Dividends,0.0,0.0,0.0,0.0,
Net Income Com,-51357549.0,62834.0,-1386168.0,-3356489.0,-1131000.0
EPS,-2.82,-0.05,-0.38,-1.13,-0.15
EPS Diluted,-2.82,-0.05,-0.38,-1.13,-0.15
Weighted Average Shs Out,17887247.0,7742644.0,4524985.0,7492000.0,7492000.0
Weighted Average Shs Out (Dil),17887247.0,7742644.0,4524985.0,2980223.0,
Dividend per Share,0.0,0.0,0.0,0.0,
Gross Margin,0.613696454833,0.682514617924,0.697118383143,0.2034,0.3846
EBITDA Margin,-0.613376983184,0.0319923345711,-0.219911136497,-1.55,
EBIT Margin,-0.625620324012,0.0055621389758,-0.304174814797,-1.5719,
Profit Margin,-2.17142414889,0.00746234445927,-0.309761465651,-1.652,
Free Cash Flow margin,0.599489183606,-0.664674538743,-0.522420682407,-1.4888,
EBITDA,-14507317.0,269380.0,-984092.0,-3148577.0,
EBIT,-14796891.0,46834.0,-1361168.0,-3193512.0,
Consolidated Income,-51357549.0,62834.0,-1386168.0,-3896270.0,
Earnings Before Tax Margin,-2.02053455184,0.0564015428718,0.0787865258026,-1.6482,-101.0769
Net Profit Margin,-2.17142414889,0.00746234445927,-0.309761465651,-1.6522,
