date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY,1992-06-30_FY,1991-06-30_FY,1990-06-30_FY,1989-06-30_FY,1988-06-30_FY,1987-06-30_FY,1986-06-30_FY
,revenue,143015000000.0,125843000000.0,110360000000.0,89950000000.0,85320000000.0,93580000000.0,86833000000.0,77849000000.0,73723000000.0,69943000000.0,62484000000.0,58437000000.0,60420000000.0,51122000000.0,44282000000.0,39788000000.0,36835000000.0,32187000000.0,28365000000.0,25296000000.0,22956000000.0,19747000000.0,14484000000.0,11358000000.0,8671000000.0,5937000000.0,4649000000.0,3753000000.0,2758700000.0,1843400000.0,1183400000.0,803500000.0,590800000.0,345900000.0,197500000.0
,costOfRevenue,46078000000.0,42910000000.0,38353000000.0,34261000000.0,32780000000.0,33038000000.0,26934000000.0,20249000000.0,17530000000.0,15577000000.0,12395000000.0,12155000000.0,11598000000.0,10693000000.0,7650000000.0,6200000000.0,6716000000.0,5686000000.0,5191000000.0,3455000000.0,2254000000.0,1804000000.0,173000000.0,528000000.0,708000000.0,608000000.0,526000000.0,482000000.0,354100000.0,286800000.0,206400000.0,180000000.0,132000000.0,66300000.0,35100000.0
,grossProfit,96937000000.0,82933000000.0,72007000000.0,55689000000.0,52540000000.0,60542000000.0,59899000000.0,57600000000.0,56193000000.0,54366000000.0,50089000000.0,46282000000.0,48822000000.0,40429000000.0,36632000000.0,33588000000.0,30119000000.0,26501000000.0,23174000000.0,21841000000.0,20702000000.0,17943000000.0,14311000000.0,10830000000.0,7963000000.0,5329000000.0,4123000000.0,3271000000.0,2404600000.0,1556600000.0,977000000.0,623500000.0,458800000.0,279600000.0,162400000.0
,grossProfitRatio,0.67781001992798,0.659019572006389,0.652473722363175,0.61911061700945,0.615799343647445,0.646954477452447,0.68981838701876,0.739893897159886,0.762218032364391,0.777290079064381,0.801629217079572,0.791998220305628,0.808043694141013,0.790833691952584,0.827243575267603,0.844174122851111,0.817673408443057,0.823344828657533,0.81699277278336,0.863417141049968,0.90181216239763,0.908644351040664,0.98805578569456,0.95351294241944,0.918348518048668,0.897591376115883,0.886857388685739,0.871569411137756,0.871642440279842,0.844417923402409,0.825587290856853,0.775980087118855,0.77657413676371,0.808326105810928,0.822278481012658
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,19269000000.0,16876000000.0,14726000000.0,13037000000.0,11988000000.0,12046000000.0,11381000000.0,10411000000.0,9811000000.0,9043000000.0,8714000000.0,9010000000.0,8164000000.0,7121000000.0,6584000000.0,6184000000.0,7779000000.0,4659000000.0,4307000000.0,4379000000.0,3775000000.0,2970000000.0,2502000000.0,1925000000.0,1432000000.0,860000000.0,610000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,5111000000.0,4885000000.0,4754000000.0,4481000000.0,4563000000.0,4611000000.0,4821000000.0,5149000000.0,4569000000.0,4222000000.0,4004000000.0,4030000000.0,5127000000.0,14784000000.0,13576000000.0,12843000000.0,13306000000.0,8625000000.0,6957000000.0,5742000000.0,5150000000.0,3920000000.0,3845000000.0,3218000000.0,2973000000.0,2162000000.0,1550000000.0,1794000000.0,1296300000.0,831000000.0,537500000.0,357100000.0,255400000.0,145100000.0,95700000.0
,SellingAndMarketingExpenses,19598000000.0,18213000000.0,17469000000.0,15539000000.0,14697000000.0,15713000000.0,15811000000.0,15276000000.0,13857000000.0,13940000000.0,13214000000.0,12879000000.0,13039000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-40000000.0,-57000000.0,-59000000.0,-251000000.0,-195000000.0,-267000000.0,-169000000.0,194000000.0,1000000.0,0.0,14000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
