date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2014-09-30_FY,2014-06-30_FY,2014-03-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,14055000.0,23425000.0,22817000.0,-31965000.0,64047000.0,95401000.0,82442000.0,0.0,0.0,0.0,111159000.0,56607000.0,51959000.0,81035000.0,53895000.0,-135632000.0,93282000.0,111677000.0,80589000.0,70991000.0,55436000.0,35893000.0,-54312000.0,19901000.0,11974000.0,16372000.0,15090000.0,8863515.0,6100000.0,5800000.0,4600000.0,3100000.0,2100000.0,2000000.0
,depreciationAndAmortization,48792000.0,48427000.0,51839000.0,48672000.0,55139000.0,49672000.0,46449000.0,0.0,0.0,0.0,40942000.0,35713000.0,35484000.0,39830000.0,39807000.0,40668000.0,43132000.0,27378000.0,26168000.0,26866000.0,29088000.0,31001000.0,51859000.0,52682000.0,31067000.0,16664000.0,12163000.0,6445584.0,2200000.0,2000000.0,1400000.0,1100000.0,800000.0,400000.0
,deferredIncomeTax,-7312000.0,-2367000.0,7628000.0,9262000.0,7055000.0,-12781000.0,12027000.0,-0.0,-0.0,-0.0,-5786000.0,9064000.0,-17991000.0,280000.0,-1073000.0,-26502000.0,6562000.0,-819000.0,7381000.0,873000.0,-3563000.0,-1509000.0,-6360000.0,3206000.0,841000.0,2305000.0,-314000.0,408346.0,100000.0,100000.0,0.0,100000.0,0.0,100000.0
,stockBasedCompensation,10398000.0,10194000.0,10089000.0,7815000.0,5322000.0,7709000.0,6427000.0,0.0,0.0,0.0,7053000.0,6270000.0,5097000.0,5415000.0,5356000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-14622000.0,-130554000.0,-273963000.0,21073000.0,63747000.0,26079000.0,23988000.0,17910000.0,21120000.0,21981000.0,60780000.0,34625000.0,-48617000.0,38573000.0,36677000.0,-61813000.0,123339000.0,114529000.0,76425000.0,104059000.0,73506000.0,124534000.0,-79479000.0,169393000.0,91661000.0,-1615000.0,15293352.0,35285648.0,6400000.0,1800000.0,3300000.0,13500000.0,-600000.0,-3100000.0
,accountsReceivables,13586000.0,134926000.0,-33952000.0,6354000.0,37573000.0,52847000.0,37862000.0,0.0,0.0,0.0,-56633000.0,-34359000.0,27703000.0,-40190000.0,6346000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-10799000.0,-5238000.0,-43264000.0,-14015000.0,27749000.0,3974000.0,-6153000.0,0.0,0.0,0.0,-17832000.0,66089000.0,-72666000.0,-48158000.0,36515000.0,15985000.0,134781000.0,-58406000.0,-104313000.0,-18015000.0,-39320000.0,36921000.0,145449000.0,-132425000.0,-10681000.0,30930000.0,-13034000.0,3131340.0,-9800000.0,5700000.0,-10600000.0,-2500000.0,-1300000.0,-2000000.0
,accountsPayables,-15553000.0,-121860000.0,61391000.0,29542000.0,76039000.0,-41388000.0,-36646000.0,0.0,0.0,0.0,19725000.0,-21081000.0,28391000.0,-17802000.0,-14922000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,721215000.0,735837000.0,866391000.0,1140354000.0,1119281000.0,1055534000.0,1029455000.0,1005467000.0,987557000.0,966437000.0,944456000.0,883676000.0,849051000.0,897668000.0,859095000.0,822418000.0,884231000.0,760892000.0,646363000.0,569938000.0,465879000.0,392373000.0,267839000.0,347318000.0,177925000.0,86264000.0,87879000.0,72585648.0,37300000.0,30900000.0,29100000.0,25800000.0,12300000.0,12900000.0
,otherNonCashItems,0.0,-5000000.0,0.0,0.0,0.0,0.0,-550000.0,0.0,0.0,0.0,-10748000.0,0.0,-4193000.0,315000.0,0.0,252488000.0,5386000.0,4263000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,-1000.0,0.0,100000.0,-200000.0,100000.0,-100000.0,-100000.0,-100000.0
,netCashProvidedByOperatingActivites,120438000.0,93136000.0,76687000.0,145842000.0,272520000.0,146804000.0,136661000.0,0.0,0.0,0.0,99077000.0,151147000.0,54784000.0,5166000.0,123570000.0,163537000.0,282106000.0,-80499000.0,-1729000.0,32174000.0,76606000.0,221870000.0,170291000.0,-47039000.0,69869000.0,56853000.0,19289000.0,12336128.0,-3400000.0,4600000.0,-400000.0,1000000.0,-500000.0,-800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-34584000.0,-32576000.0,-62808000.0,-50786000.0,-30478000.0,-37128000.0,-44211000.0,0.0,0.0,0.0,-26829000.0,-47911000.0,-71396000.0,-35778000.0,-22291000.0,-36144000.0,-20572000.0,-44618000.0,-46404000.0,-17379000.0,-19540000.0,-7892000.0,-17613000.0,-47984000.0,-23871000.0,-12204000.0,-10352000.0,-8684400.0,-2300000.0,-6300000.0,-2700000.0,-900000.0,-3600000.0,-500000.0
,acquisitionsNet,0.0,0.0,-3000000.0,0.0,11000000.0,-230000000.0,6000000.0,6000000.0,6000000.0,6000000.0,-94000000.0,0.0,0.0,0.0,-11000000.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-162709000.0,-551050000.0,-520380000.0,-303320000.0,-127201000.0,0.0,0.0,0.0,0.0,0.0,0.0,-2265000.0,-9534174.0,0.0,0.0,-2800000.0,-7100000.0,0.0,-3400000.0
