Date,2017-11-30,2016-11-30
Depreciation & Amortization,,
Stock-based compensation,0.0,0.0
Operating Cash Flow,-204743.0,-72158.0
Capital Expenditure,0.0,0.0
Acquisitions and disposals,0.0,0.0
Investment purchases and sales,0.0,0.0
Investing Cash flow,0.0,0.0
Issuance (repayment) of debt,0.0,0.0
Issuance (buybacks) of shares,0.0,67020417.0
Dividend payments,0.0,0.0
Financing Cash Flow,604300.0,71005661.0
Effect of forex changes on cash,0.0,0.0
Net cash flow / Change in cash,-373683.0,490888.0
Free Cash Flow,-204743.0,-72158.0
Net Cash/Marketcap,,
