date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,606073000.0,-680238000.0,-372882000.0,-270120000.0,-158987000.0,-94495000.0,-33811000.0,-18281000.0,-9632000.0
,depreciationAndAmortization,2630000.0,2283000.0,1143000.0,531000.0,281000.0,115000.0,51000.0,47000.0,44000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,95994000.0,153231000.0,101963000.0,35534000.0,23020000.0,15240000.0,2512000.0,61000.0,0.0
,changeInWorkingCapital,1132201000.0,64300000.0,385541000.0,105714000.0,194226000.0,52119000.0,114973000.0,4685000.0,662000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-11511000.0,-18783000.0,24544000.0,-3693000.0,7796000.0,2690000.0,441000.0,674000.0,609000.0
,otherWorkingCapital,2055166000.0,922965000.0,858665000.0,473124000.0,367410000.0,173184000.0,121065000.0,6092000.0,1407000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,1211000.0,127000.0,64000.0,0.0
,netCashProvidedByOperatingActivites,664280000.0,-528706000.0,-260671000.0,-219277000.0,-118678000.0,-70681000.0,-27042000.0,-17516000.0,-8926000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-345000.0,-5751000.0,-2860000.0,-1360000.0,-1421000.0,-198000.0,-128000.0,-3000.0,-111000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-458720000.0,-1308675000.0,-1484358000.0,-244403000.0,-259093000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,901749000.0,1171270000.0,974757000.0,261225000.0,30499000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,-285000.0,-525000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,442684000.0,-143156000.0,-512461000.0,15177000.0,-230540000.0,-198000.0,-128000.0,-3000.0,-111000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,417500000.0,561277000.0,631494000.0,326025000.0,330175000.0,129720000.0,96295000.0,51000.0,3000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,9262000.0,46347000.0,27864000.0,15793000.0,807000.0,146000.0,50575000.0,22732000.0,8994000.0
,netCashUsedProvidedByFinancingActivities,426762000.0,607624000.0,659358000.0,341818000.0,330982000.0,129866000.0,146870000.0,22783000.0,8997000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,1533726000.0,-64238000.0,-113774000.0,137718000.0,-18236000.0,58987000.0,119700000.0,5264000.0,-40000.0
,cashAtEndOfPeriod,1662798000.0,129072000.0,193310000.0,306235000.0,168517000.0,186753000.0,127766000.0,8066000.0,2802000.0
,cashAtBeginningOfPeriod,129072000.0,193310000.0,307084000.0,168517000.0,186753000.0,127766000.0,8066000.0,2802000.0,2842000.0
,operatingCashFlow,664280000.0,-528706000.0,-260671000.0,-219277000.0,-118678000.0,-70681000.0,-27042000.0,-17516000.0,-8926000.0
,capitalExpenditure,-345000.0,-5751000.0,-2860000.0,-1360000.0,-1421000.0,-198000.0,-128000.0,-3000.0,-111000.0
,freeCashFlow,663935000.0,-534457000.0,-263531000.0,-220637000.0,-120099000.0,-70879000.0,-27170000.0,-17519000.0,-9037000.0
