Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,12434000.0,291000.0,634000.0,519000.0,1549000.0,976000.0
Revenue Growth,41.7285,-0.541,0.2216,-0.6649,0.5871,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,12434000.0,291000.0,634000.0,519000.0,1549000.0,976000.0
R&D Expenses,23035000.0,39640000.0,45748000.0,29584000.0,18729000.0,25434000.0
SG&A Expense,9223000.0,11333000.0,9906000.0,9077000.0,11717000.0,11375000.0
Operating Expenses,32258000.0,50973000.0,55654000.0,38661000.0,30446000.0,36809000.0
Operating Income,-19824000.0,-50682000.0,-55020000.0,-38142000.0,-28897000.0,-35833000.0
Interest Expense,3290000.0,3092000.0,398000.0,1775000.0,6013000.0,11822000.0
Earnings before Tax,-7711000.0,-15344000.0,-16352000.0,-27498000.0,-36101000.0,-48203000.0
Income Tax Expense,200000.0,800000.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,-15934000.0,-38503000.0,-39001000.0,-13609000.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-7911000.0,-16144000.0,-16352000.0,-27498000.0,-36101000.0,-48203000.0
Preferred Dividends,739000.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-8650000.0,-16144000.0,-16352000.0,-27498000.0,-36101000.0,-48203000.0
EPS,-0.69,-1.67,-1.71,-3.32,,
EPS Diluted,-0.69,-1.67,-1.71,-3.32,,
Weighted Average Shs Out,40746369.0,32812500.0,32812500.0,32812500.0,,
Weighted Average Shs Out (Dil),40746369.0,32812500.0,32812500.0,32812500.0,,
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,1.0,1.0,1.0,1.0,1.0,1.0
EBITDA Margin,-0.338,-41.426,-24.746,-48.597,-18.866,-36.163
EBIT Margin,-0.3556,-42.1031,-25.164,-49.5626,-19.4241,-37.2756
Profit Margin,-0.696,-55.478,-25.792,-52.983,-23.306,-49.388
Free Cash Flow margin,-2.1603,-153.323,-76.1767,-71.3873,-19.8915,-42.8945
EBITDA,-4203000.0,-12055000.0,-15689000.0,-25222000.0,-29224000.0,-35295000.0
EBIT,-4421000.0,-12252000.0,-15954000.0,-25723000.0,-30088000.0,-36381000.0
Consolidated Income,-23845000.0,-54647000.0,-55353000.0,-41107000.0,-36101000.0,-48203000.0
Earnings Before Tax Margin,-0.6202,-52.7285,-25.7918,-52.9827,-23.306,-49.3883
Net Profit Margin,-0.6362,-55.4777,-25.7918,-52.9827,-23.306,-49.3883
