Date,2018-12-31,2017-12-31,2016-12-31
Revenue,370655426.9175,131985943.1681,45007055.4356
Revenue Growth,1.80829471700199,1.93256117048041,
Cost of Revenue,266777424.0232,90392382.104,33483657.3074
Gross Profit,103878002.8944,41593561.0641,11523398.1281
R&D Expenses,17978292.33,9182134.2201,4308999.2801
SG&A Expense,74542112.8799,16794740.0242,5084953.2037
Operating Expenses,92255716.3531,25638905.6832,9463210.9431
Operating Income,11622286.5412,15954655.3809,2060187.185
Interest Expense,-1280173.6614,-363059.2503,42620.5904
Earnings before Tax,12940520.9841,16317714.6312,2017566.5947
Income Tax Expense,3482054.9928,2224607.0133,-323542.1166
Net Income - Non-Controlling int,-1157.7424,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,9458465.9913,14093107.6179,2341108.7113
Preferred Dividends,2143849.4935,12878929.867,2838300.9359
Net Income Com,7314616.4978,1214177.7509,-497192.2246
EPS,0.9117,0.5305,-0.3629
EPS Diluted,0.8336,0.4217,-0.3629
Weighted Average Shs Out,30072358.9001,69267000.0,69267000.0
Weighted Average Shs Out (Dil),3462182.055,1042154.474,586999.568
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.2803,0.3151,0.256
EBITDA Margin,0.0046,0.0186,0.0072
EBIT Margin,0.0315,0.1209,0.0458
Profit Margin,0.0029,0.0014,-0.0016
Free Cash Flow margin,0.0815,0.1405,0.0444
EBITDA,11988856.7294,16208585.2479,2236141.1087
EBIT,11660347.3227,15954655.3809,2060187.185
Consolidated Income,9457308.2489,14093107.6179,2341108.7113
Earnings Before Tax Margin,0.0349,0.1236,0.0448
Net Profit Margin,0.0255,0.1068,0.052
