date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,34200000.0,-29500000.0,-15700000.0,-13300000.0,21000000.0
,depreciationAndAmortization,57700000.0,53500000.0,53500000.0,54200000.0,54700000.0
,deferredIncomeTax,-1800000.0,-2700000.0,2000000.0,1900000.0,11100000.0
,stockBasedCompensation,17700000.0,14600000.0,18100000.0,15700000.0,8300000.0
,changeInWorkingCapital,-36600000.0,-93500000.0,-335500000.0,27900000.0,125900000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0
,inventory,89700000.0,139700000.0,26400000.0,30100000.0,13100000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,769000000.0,805600000.0,899100000.0,1234600000.0,1206700000.0
,otherNonCashItems,218000000.0,338600000.0,292600000.0,-49800000.0,-80800000.0
,netCashProvidedByOperatingActivites,289200000.0,281000000.0,15000000.0,36600000.0,140200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-23600000.0,-34100000.0,-45400000.0,-32500000.0,-41000000.0
,acquisitionsNet,0.0,0.0,0.0,-144800000.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,18300000.0,500000.0,23700000.0,51100000.0,6600000.0
,netCashUsedForInvestingActivites,-5300000.0,-33600000.0,-21700000.0,-126200000.0,-34400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-5732200000.0,-7016100000.0,-5783300000.0,-4750600000.0,-4649000000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-3500000.0,0.0,0.0,0.0,-13600000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,5533100000.0,6742200000.0,5774600000.0,4849800000.0,4572700000.0
,netCashUsedProvidedByFinancingActivities,-202600000.0,-273900000.0,-8700000.0,99200000.0,-89900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,1300000.0,200000.0,-600000.0,1100000.0,-700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,82600000.0,-26300000.0,-16000000.0,10700000.0,15200000.0
,cashAtEndOfPeriod,120600000.0,38000000.0,64300000.0,80300000.0,69600000.0
,cashAtBeginningOfPeriod,38000000.0,64300000.0,80300000.0,69600000.0,54400000.0
,operatingCashFlow,289200000.0,281000000.0,15000000.0,36600000.0,140200000.0
,capitalExpenditure,-23600000.0,-34100000.0,-45400000.0,-32500000.0,-41000000.0
,freeCashFlow,265600000.0,246900000.0,-30400000.0,4100000.0,99200000.0
