date,,2020-12-27_FY,2019-12-29_FY,2018-12-30_FY,2017-12-31_FY,2016-12-25_FY,2015-12-27_FY,2014-12-28_FY,2013-12-29_FY,2012-12-30_FY,2011-12-25_FY,2010-12-26_FY,2009-12-27_FY,2008-12-28_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2005-12-30_FY,2004-12-31_FY,2003-12-26_FY,2002-12-31_FY,2002-12-27_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,revenue,747000000.0,717500000.0,618000000.0,751900000.0,541900000.0,657100000.0,763000000.0,844100000.0,969200000.0,713900000.0,408500000.0,334500000.0,286200000.0,193600000.0,327800000.0,375300000.0,375000000.0,397000000.0,228500000.0,187000000.0,187000000.0,207200000.0,255900000.0,92689285.0,51900000.0
,costOfRevenue,544000000.0,527500000.0,448300000.0,554600000.0,421400000.0,495300000.0,583600000.0,639600000.0,712000000.0,522700000.0,324200000.0,270900000.0,228000000.0,162000000.0,274300000.0,291000000.0,291000000.0,313000000.0,161900000.0,138700000.0,138000000.0,141000000.0,139700000.0,51658105.0,26700000.0
,grossProfit,203000000.0,190000000.0,169700000.0,197300000.0,120500000.0,161800000.0,179400000.0,204500000.0,257200000.0,191200000.0,84300000.0,63600000.0,58200000.0,31600000.0,53500000.0,84300000.0,84000000.0,84000000.0,66600000.0,48300000.0,49000000.0,66200000.0,116200000.0,41031180.0,25200000.0
,grossProfitRatio,0.271753681392236,0.264808362369338,0.274595469255663,0.262401915148291,0.222365750138402,0.246233450007609,0.235124508519004,0.242269873237768,0.265373503920759,0.267824625297661,0.206364749082007,0.190134529147982,0.20335429769392,0.163223140495868,0.163209273947529,0.224620303756994,0.224,0.211586901763224,0.291466083150985,0.258288770053476,0.262032085561497,0.31949806949807,0.454083626416569,0.44267446879108,0.485549132947977
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,27000000.0,18000000.0,15600000.0,17800000.0,13900000.0,16200000.0,18600000.0,19700000.0,17800000.0,8600000.0,2200000.0,1800000.0,900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,144000000.0,123400000.0,113800000.0,160600000.0,103800000.0,137700000.0,134500000.0,140000000.0,149200000.0,102600000.0,48100000.0,42000000.0,44000000.0,53500000.0,63000000.0,69300000.0,69000000.0,76900000.0,52800000.0,74100000.0,74000000.0,103200000.0,53500000.0,20786437.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-22000000.0,-22000000.0,3000000.0,900000.0,-78000000.0,-48000000.0,-65000000.0,-50000000.0,-50000000.0,0.0,-1400000.0,-200000.0,-4500000.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0.0
