date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,revenue,13834000000.0,15146000000.0,15374000000.0,14750000000.0,14751000000.0,15330000000.0,15360000000.0,15108000000.0,15200000000.0,14885000000.0,13423000000.0,12239000000.0,15849000000.0,11206000000.0,11037000000.0,10201000000.0,9513000000.0,8756000000.0,8067000000.0,8169000000.0,8629000000.0,7757000000.0,7510000000.0,7379000000.0,7218100000.0,7057700000.0,6331200000.0
,costOfRevenue,7777000000.0,8653000000.0,9001000000.0,8204000000.0,8063000000.0,8591000000.0,8791000000.0,8636000000.0,9069000000.0,9081000000.0,8214000000.0,7539000000.0,10155000000.0,7087000000.0,7036000000.0,6473000000.0,5999000000.0,5521000000.0,5066000000.0,5137000000.0,5334000000.0,4719000000.0,4476000000.0,4397000000.0,4340300000.0,4212100000.0,3865500000.0
,grossProfit,6057000000.0,6493000000.0,6373000000.0,6546000000.0,6688000000.0,6739000000.0,6569000000.0,6472000000.0,6131000000.0,5804000000.0,5209000000.0,4700000000.0,5694000000.0,4119000000.0,4001000000.0,3728000000.0,3514000000.0,3235000000.0,3001000000.0,3032000000.0,3295000000.0,3038000000.0,3034000000.0,2982000000.0,2877800000.0,2845600000.0,2465700000.0
,grossProfitRatio,0.437834321237531,0.428694044632246,0.414531026408222,0.443796610169492,0.453392990305742,0.439595564253098,0.427669270833333,0.428382314005825,0.403355263157895,0.389922741014444,0.388065261118975,0.384018302148868,0.359265568805603,0.367570944137069,0.362507927878953,0.3654543672189,0.369389256806475,0.369460941068981,0.372009421098302,0.371159260619415,0.381851894773438,0.391646254995488,0.403994673768309,0.404119799430817,0.398692176611574,0.403190841208892,0.389452236542836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,379000000.0,432000000.0,441000000.0,453000000.0,466000000.0,486000000.0,492000000.0,488000000.0,455000000.0,430000000.0,394000000.0,388000000.0,451000000.0,339000000.0,318000000.0,309000000.0,303000000.0,290000000.0,273000000.0,266000000.0,282000000.0,284000000.0,271000000.0,250000000.0,239100000.0,236400000.0,218100000.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1395000000.0,1364000000.0,1230000000.0,1133000000.0,1068000000.0,1004300000.0,977100000.0,919000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3324000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-56000000.0,-35000000.0,-67000000.0,-4000000.0,-117000000.0,-13000000.0,-140000000.0,-105000000.0,-149000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,4270000000.0,4539000000.0,4501000000.0,4472000000.0,4575000000.0,4621000000.0,4676000000.0,4614000000.0,4204000000.0,4131000000.0,3855000000.0,3817000000.0,4450000000.0,2855000000.0,2678000000.0,2452000000.0,2406000000.0,2262000000.0,2090000000.0,2108000000.0,2093000000.0,1929000000.0,1758000000.0,1666000000.0,1583600000.0,1545000000.0,1454600000.0
,costAndExpenses,12047000000.0,13192000000.0,13502000000.0,12676000000.0,12638000000.0,13212000000.0,13467000000.0,13250000000.0,13273000000.0,13212000000.0,12069000000.0,11356000000.0,14605000000.0,9942000000.0,9714000000.0,8925000000.0,8405000000.0,7783000000.0,7156000000.0,7245000000.0,7427000000.0,6648000000.0,6234000000.0,6063000000.0,5923900000.0,5757100000.0,5320100000.0
,interestExpense,138000000.0,132000000.0,118000000.0,105000000.0,125000000.0,126000000.0,187000000.0,196000000.0,210000000.0,210000000.0,189000000.0,193000000.0,254000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,509000000.0,511000000.0,497000000.0,460000000.0,462000000.0,495000000.0,476000000.0,475000000.0,465000000.0,467000000.0,470000000.0,480000000.0,563000000.0,380000000.0,380000000.0,372000000.0,388000000.0,394000000.0,398000000.0,447000000.0,447000000.0,415000000.0,354000000.0,348000000.0,340200000.0,331500000.0,317500000.0
,EBITDA,2296000000.0,2465000000.0,2369000000.0,2534000000.0,2575000000.0,2613000000.0,2369000000.0,2333000000.0,2392000000.0,2140000000.0,1824000000.0,1363000000.0,1807000000.0,1644000000.0,1703000000.0,1648000000.0,1496000000.0,1367000000.0,1309000000.0,1371000000.0,1649000000.0,1524000000.0,1630000000.0,1664000000.0,1634400000.0,1632100000.0,1328600000.0
,EBITDARatio,0.165967905161197,0.162749240723623,0.154091323012879,0.171796610169492,0.174564436309403,0.170450097847358,0.154231770833333,0.154421498543818,0.157368421052632,0.143768894860598,0.135886165536765,0.111365307623172,0.114013502429175,0.146707121185079,0.154299175500589,0.161552788942261,0.157258488384316,0.15612151667428,0.162266022065204,0.167829599706206,0.191099779812261,0.196467706587598,0.217043941411451,0.225504810949993,0.226430778182624,0.23125097411338,0.209849633560778
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
