date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY
,revenue,835446000000.0,0.0,913720000000.0,717207000000.0,639493000000.0,733579000000.0,725243000000.0,452550000000.0,412063000000.0,302472000000.0,244903000000.0,215875000000.0,249030000000.0,217609860000.0,18175070000.0,14932990000.0
,costOfRevenue,829461000000.0,0.0,655908000000.0,533989000000.0,875756000000.0,995968000000.0,557900000000.0,355624000000.0,319719000000.0,226134000000.0,181928000000.0,164566000000.0,164869000000.0,0.0,5151690000.0,4194370000.0
,grossProfit,5985000000.0,0.0,257812000000.0,183218000000.0,-236263000000.0,-262389000000.0,167343000000.0,96926000000.0,92344000000.0,76338000000.0,62975000000.0,51309000000.0,84161000000.0,0.0,13023380000.0,10738620000.0
,grossProfitRatio,0.00716383823730079,0.0,0.282156459309198,0.255460417982535,-0.369453614034868,-0.357683357893288,0.230740593152916,0.214177438957021,0.224101654358678,0.252380385622471,0.257142623814327,0.237679212507238,0.337955266433763,0.0,0.716551848218466,0.719120551209101
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,37577000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2346580000.0,5003390000.0,3857160000.0
,SellingAndMarketingExpenses,18205000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3847000000.0,-3808000000.0,0.0,0.0,0.0
,otherExpenses,287000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,35964000000.0,34281000000.0,30474000000.0,32559000000.0,36826000000.0,143120700000.0,13796900000.0,37081500000.0,34942700000.0,22977000000.0,22035100000.0,14382000000.0,0.0,0.0,0.0
,costAndExpenses,875380000000.0,0.0,655908000000.0,533989000000.0,875756000000.0,995968000000.0,557900000000.0,355624000000.0,319719000000.0,226134000000.0,181928000000.0,160719000000.0,161061000000.0,120741770000.0,10450740000.0,8371820000.0
,interestExpense,47180000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6874000000.0,3386000000.0,296800000.0,42120000.0,74710000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,92160000000.0,96146000000.0,74879000000.0,61477000000.0,83343000000.0,111091000000.0,121887000000.0,26035000000.0,25103000000.0,12422000000.0,8061000000.0,7845000000.0,7060000000.0,3925470000.0,295660000.0,320290000.0
,EBITDA,52226000000.0,96146000000.0,80252000000.0,66663000000.0,88128000000.0,115893000000.0,126428000000.0,27918000000.0,26501000000.0,14788000000.0,9968000000.0,50092000000.0,82213000000.0,100793560000.0,8019990000.0,6881460000.0
,EBITDARatio,0.0625127177579401,0.0,0.0878299697938099,0.0929480610200402,0.137809170702416,0.157982984791004,0.174325019338346,0.0616904209479616,0.0643129812674276,0.0488904758126372,0.0407018288873554,0.232041690793283,0.330132915712966,0.463184710472218,0.441263224845902,0.460822648377853
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-39934000000.0,0.0,5373000000.0,5186000000.0,4785000000.0,4802000000.0,4541000000.0,1883000000.0,1398000000.0,2366000000.0,1907000000.0,42247000000.0,75153000000.0,96868090000.0,7724330000.0,6561170000.0
