date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,revenue,709942000.0,708390000.0,520894000.0,578553000.0,578236000.0
,costOfRevenue,625239000.0,644349000.0,499245000.0,511663000.0,510754000.0
,grossProfit,84703000.0,64041000.0,21649000.0,66890000.0,67482000.0
,grossProfitRatio,0.11930974642999,0.0904035912421124,0.0415612389468875,0.115616028263616,0.116703214604418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,61012000.0,61460000.0,66026000.0,64987000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0
,otherExpenses,2070000.0,0.0,0.0,0.0,0.0
,operatingExpenses,67161000.0,63652000.0,56012000.0,66026000.0,64987000.0
,costAndExpenses,692400000.0,708001000.0,555257000.0,577689000.0,575741000.0
,interestExpense,4920000.0,6808000.0,7943000.0,5731000.0,6175000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,33091000.0,2640000.0,31799000.0,29491000.0,34162000.0
,EBITDA,60207000.0,5957000.0,-66913000.0,31081000.0,38298000.0
,EBITDARatio,0.0848055193241138,0.00840920961617188,-0.128457997212485,0.0537219580574295,0.0662324725544587
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,17542000.0,389000.0,-34363000.0,864000.0,2495000.0
,operatingIncomeRatio,0.0312645258345048,0.000549132539985037,-0.0659692758987433,0.00149338090028053,0.00431484722500847
,totalOtherIncomeExpensesNet,-4654000.0,3880000.0,72292000.0,5005000.0,4534000.0
,incomeBeforeTax,22196000.0,-3491000.0,-106655000.0,-4141000.0,-2039000.0
,incomeBeforeTaxRatio,0.0312645258345048,-0.00492807634212792,-0.204753750283167,-0.00715751193062693,-0.00352624188047787
,incomeTaxExpense,1976000.0,1868000.0,-12233000.0,-4541000.0,1581000.0
,netIncome,20220000.0,-5359000.0,-94422000.0,400000.0,-3620000.0
,netIncomeRatio,0.0284811998726657,-0.00756504185547509,-0.18126912577223,0.00069138004642617,-0.00626041962105438
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.67,-0.18,-3.31,0.0142704571284073,-0.13
,EPSDiluted,0.67,-0.18,-3.31,0.0141072176757795,-0.13
,weightedAverageShsOut,30122362.0,29322054.0,28518353.0,28029936.0,27536967.0
,weightedAverageShsOutDil,30122362.0,29322054.0,28518353.0,28354280.0,27536967.0
