Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,27171000.0,33349000.0,40584000.0,205110000.0,130064000.0,145878000.0
Short-term investments,14766000.0,19891000.0,17934000.0,0.0,,
Cash and short-term investments,41937000.0,53240000.0,58518000.0,205110000.0,,
Receivables,3968000.0,4151000.0,5266000.0,46026000.0,28559000.0,10688000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,47457000.0,58413000.0,65748000.0,1782732000.0,,
Property, Plant & Equipment Net,0.0,0.0,0.0,735869000.0,532377000.0,35902000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,1277870000.0,,
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,1910000.0,1974000.0,0.0,,,
Total assets,49367000.0,60387000.0,65748000.0,2518601000.0,2760698000.0,1405104000.0
Payables,1188000.0,2085000.0,4587000.0,34716000.0,22895000.0,9755000.0
Short-term debt,0.0,0.0,0.0,0.0,,
Total current liabilities,6771000.0,7736000.0,8687000.0,38722000.0,,
Long-term debt,0.0,0.0,0.0,505630000.0,,
Total debt,0.0,0.0,0.0,1265968000.0,1339082000.0,602382000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,0.0,0.0,0.0,,,
Total liabilities,6771000.0,7736000.0,8687000.0,1304690000.0,1361977000.0,612137000.0
Other comprehensive income,0.0,-1330000.0,-2662000.0,0.0,0.0,0.0
Retained earnings (deficit),26558000.0,38970000.0,46145000.0,50678000.0,54174000.0,-5339000.0
Total shareholders equity,-207156000.0,-196895000.0,-192279000.0,-180861000.0,-177117000.0,7540000.0
Investments,14766000.0,19891000.0,17934000.0,1277870000.0,1971579000.0,1207163000.0
Net Debt,-41937000.0,-53240000.0,-58518000.0,,,
Other Assets,1552000.0,1022000.0,1964000.0,,,
Other Liabilities,5583000.0,5651000.0,4100000.0,4006000.0,,
