date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-30_FY,2006-12-31_FY,2006-01-01_FY,2005-01-02_FY,2003-12-28_FY,2002-12-29_FY,2001-12-30_FY,2000-12-31_FY,2000-01-02_FY,1999-01-03_FY,1997-12-28_FY,1996-12-29_FY,1995-12-31_FY,1995-01-01_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,49990000.0,47319000.0,87651000.0,80459000.0,48283000.0,46320000.0,52883000.0,37761000.0,68685000.0,37055000.0,34571000.0,-62870000.0,26515000.0,22100000.0,46456000.0,16400000.0,40100000.0,26300000.0,18600000.0,15700000.0,26720000.0,18600000.0,13800000.0,16500000.0,13900000.0,13100000.0,10100000.0,6700000.0,-32600000.0,-2300000.0,-2400000.0,1600000.0
,depreciationAndAmortization,71425000.0,49162000.0,50073000.0,44099000.0,37847000.0,34054000.0,26268000.0,26351000.0,27130000.0,26308000.0,16111000.0,17961000.0,18397000.0,25700000.0,19529000.0,16900000.0,18100000.0,13600000.0,13600000.0,13700000.0,12507000.0,10400000.0,8400000.0,6600000.0,5800000.0,5700000.0,6700000.0,6700000.0,10900000.0,11700000.0,11200000.0,10600000.0
,deferredIncomeTax,-13406000.0,-17549000.0,-3325000.0,17513000.0,7382000.0,3668000.0,8150000.0,5634000.0,-58253000.0,-2725000.0,-8381000.0,43424000.0,-5138000.0,-5500000.0,-9597000.0,-4600000.0,-2700000.0,4800000.0,2600000.0,-400000.0,3299000.0,-600000.0,2000000.0,2500000.0,-1400000.0,-800000.0,-200000.0,0.0,-1900000.0,-2400000.0,-1800000.0,300000.0
,stockBasedCompensation,13532000.0,12305000.0,11223000.0,11818000.0,11275000.0,9643000.0,7533000.0,5393000.0,5153000.0,8096000.0,6628000.0,4679000.0,5644000.0,5202000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-1211000.0,-14729000.0,37891000.0,-16501000.0,7199000.0,38408000.0,23942000.0,65236000.0,35596000.0,30693000.0,34772000.0,-3087000.0,-54343000.0,-11611000.0,66811000.0,8100000.0,38400000.0,24200000.0,-2300000.0,1096000.0,18304000.0,-6200000.0,-3500000.0,7400000.0,6700000.0,6700000.0,11600000.0,-9400000.0,1900000.0,300000.0,-5900000.0,-800000.0
,accountsReceivables,-8934000.0,20677000.0,-3824000.0,-14059000.0,-13005000.0,10056000.0,-10188000.0,-2727000.0,-2835000.0,-5373000.0,-16237000.0,-3804000.0,29695000.0,13172000.0,0.0,-2600000.0,-6200000.0,-21800000.0,-1800000.0,13700000.0,0.0,-1300000.0,-3900000.0,-7600000.0,-2700000.0,0.0,-1500000.0,0.0,0.0,0.0,0.0,0.0
,inventory,34687000.0,-1200000.0,-19013000.0,-14208000.0,9689000.0,-10608000.0,-5240000.0,7188000.0,5873000.0,-20643000.0,-10765000.0,9999000.0,7394000.0,20212000.0,-25729000.0,5600000.0,-21600000.0,-9400000.0,7300000.0,5000000.0,-7465000.0,-500000.0,-1200000.0,-8900000.0,-1900000.0,-2800000.0,-600000.0,1100000.0,1100000.0,1400000.0,1700000.0,-1500000.0
,accountsPayables,10084000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27217000.0,21466000.0,0.0,0.0,-9536000.0,0.0,2100000.0,-700000.0,-10300000.0,1900000.0,400000.0,0.0,2900000.0,-1000000.0,-7100000.0,-1400000.0,0.0,-100000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,362666000.0,363877000.0,378606000.0,340715000.0,357216000.0,350017000.0,311609000.0,287667000.0,222431000.0,186835000.0,156142000.0,121370000.0,124457000.0,178800000.0,190411000.0,123600000.0,115500000.0,77100000.0,52900000.0,55200000.0,54104000.0,35800000.0,42000000.0,45500000.0,38100000.0,31400000.0,24700000.0,13100000.0,22500000.0,20600000.0,20300000.0,26200000.0
,otherNonCashItems,-682000.0,1720000.0,704000.0,4332000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-700000.0,11201000.0,25100000.0,-1400000.0,-6400000.0,-4300000.0,400000.0,0.0,-1200000.0,-200000.0,1000000.0,-100000.0,0.0,-1400000.0,0.0,700000.0,0.0,-100000.0,0.0
,netCashProvidedByOperatingActivites,165056000.0,161323000.0,66820000.0,138982000.0,116967000.0,73922000.0,85207000.0,78015000.0,40039000.0,16861000.0,45767000.0,2614000.0,69281000.0,67900000.0,33894000.0,48500000.0,28600000.0,29700000.0,26000000.0,39000000.0,23714000.0,32500000.0,15900000.0,19000000.0,14300000.0,11400000.0,13900000.0,11900000.0,5800000.0,11600000.0,12400000.0,12300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31000000.0,-23074000.0,-28600000.0,-28100000.0,-18000000.0,-22700000.0,-18000000.0,-22744000.0,-13600000.0,-29000000.0,-17700000.0,-6300000.0,-8900000.0,-4600000.0,-8600000.0,-9100000.0,-11700000.0,-13600000.0,-11400000.0
,acquisitionsNet,0.0,0.0,-78000000.0,-60000000.0,-134000000.0,-157000000.0,0.0,0.0,-3000000.0,-140000000.0,-17000000.0,-7000000.0,11000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5000000.0,-132690000.0,-1135430000.0,-43785000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1600000.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25438000.0,7805000.0,5800000.0,6600000.0,135990000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
