date,,2021-01-30_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-28_FY,2011-01-29_FY,2010-01-31_FY,2009-01-31_FY
,revenue,468272000.0,495212000.0,416097000.0,454648000.0,485937000.0,502598000.0,508990000.0,530900000.0,535700000.0,460800000.0,366100000.0,288940000.0,238577000.0
,costOfRevenue,202754000.0,223411000.0,177510000.0,199505000.0,209891000.0,221409000.0,239981000.0,238700000.0,231100000.0,203200000.0,156900000.0,137803000.0,115473000.0
,grossProfit,265518000.0,271801000.0,238587000.0,255143000.0,276046000.0,281189000.0,269009000.0,292200000.0,304500000.0,257600000.0,209100000.0,151137000.0,123104000.0
,grossProfitRatio,0.56701660573342,0.548857862895083,0.573392742557625,0.561187995988105,0.568069523415587,0.559470988742494,0.528515294995972,0.550386136748917,0.56841515773754,0.559027777777778,0.571155422015843,0.523073994600955,0.515992740289299
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,252588000.0,253425000.0,211984000.0,224245000.0,236455000.0,236836000.0,208675000.0,201200000.0,197100000.0,169400000.0,163100000.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,-1098000.0,-498000.0,-31000.0,-1329000.0,-2369000.0,0.0,-4800000.0,-6300000.0,-8000000.0,-7200000.0,0.0,0.0
,operatingExpenses,252588000.0,252327000.0,211486000.0,240162000.0,247826000.0,234467000.0,204939000.0,196400000.0,190900000.0,161500000.0,155800000.0,0.0,0.0
,costAndExpenses,455342000.0,475738000.0,388996000.0,439667000.0,457717000.0,455876000.0,444920000.0,435100000.0,422000000.0,364700000.0,312700000.0,253971000.0,224668000.0
,interestExpense,-1203000.0,1085000.0,1125000.0,413000.0,178000.0,263000.0,0.0,382000.0,679000.0,1147000.0,-1625000.0,2405000.0,2511000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
