date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,11379400000.0,12188000000.0,11377000000.0,7850000000.0,13083000000.0,12879000000.0,12362000000.0,9535000000.0,10508100000.0,8641000000.0,7561400000.0,5986100000.0,5119100000.0,2816400000.0,2799518277.5,1544735984.4,1161500000.0,1411600000.0,1510299601.2,784554220.5,470136028.01
,depreciationAndAmortization,5167400000.0,4675000000.0,4023000000.0,3612000000.0,3512000000.0,3074000000.0,2392000000.0,2092100000.0,1768600000.0,1454700000.0,1567200000.0,1376500000.0,1290700000.0,1424000000.0,2465428032.5,2603973843.03,1725800000.0,1018700000.0,749999362.5,708008890.2,202267939.37
,deferredIncomeTax,1762500000.0,0.0,0.0,0.0,0.0,0.0,0.0,2457600000.0,2405100000.0,2522000000.0,0.0,0.0,0.0,0.0,0.0,87945063.36,-228800000.0,-198300000.0,-403999656.6,-146012290.2,0.0
,stockBasedCompensation,208700000.0,0.0,0.0,0.0,0.0,0.0,0.0,182200000.0,144600000.0,122300000.0,120300000.0,134700000.0,57800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,897600000.0,1015000000.0,2193000000.0,2179000000.0,-5668000000.0,4327000000.0,0.0,-328900000.0,16100000.0,595400000.0,-444800000.0,-307000000.0,113100000.0,623500000.0,-469064700.0,-473101663.86,-270400000.0,-339300000.0,145904300.76,-160385004.9,0.0
,accountsReceivables,0.0,149000000.0,125000000.0,156000000.0,196000000.0,97000000.0,99000000.0,-1173900000.0,0.0,-421900000.0,0.0,0.0,0.0,-165200000.0,-166200000.0,0.0,-141400000.0,-12800000.0,0.0,0.0,0.0
,inventory,-1303400000.0,149000000.0,125000000.0,156000000.0,196000000.0,97000000.0,99000000.0,-422700000.0,-196300000.0,-289800000.0,-584100000.0,190400000.0,-395300000.0,-148900000.0,-142455265.0,93142751.1,-199100000.0,-48600000.0,37801737.78,-149110238.4,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1267700000.0,0.0,1307100000.0,0.0,0.0,0.0,843400000.0,286800000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,17892000000.0,16877000000.0,14684000000.0,12505000000.0,18173000000.0,13846000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-47800000.0,-489914152.5,-12791075.22,224600000.0,-411200000.0,0.0,0.0,0.0
,otherNonCashItems,664600000.0,0.0,0.0,0.0,0.0,0.0,0.0,1335300000.0,593500000.0,319300000.0,764700000.0,1460300000.0,373000000.0,1070900000.0,778413680.0,173387017.44,595900000.0,119300000.0,-3539.82,2322.3,0.0
,netCashProvidedByOperatingActivites,18855800000.0,20458000000.0,17911000000.0,20678000000.0,19283000000.0,21272000000.0,18294000000.0,15245900000.0,14128600000.0,12606800000.0,10062800000.0,8697100000.0,7032600000.0,7918600000.0,5970835797.5,4147009954.71,3418600000.0,2527600000.0,2743098553.32,1481478772.8,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3800800000.0,0.0,-3200200000.0,-2169800000.0,-1306200000.0,-1782000000.0,-1630900000.0,-1422253815.0,-1368645048.54,-1273700000.0,-862200000.0,-522300441.0,-446822131.5,0.0
,acquisitionsNet,0.0,-98000000.0,-133000000.0,-333000000.0,-1824000000.0,-1212000000.0,-10000000.0,-119000000.0,-1306000000.0,0.0,-11000000.0,-23000000.0,-385000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-1783400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-272400000.0,0.0,-1067500000.0,-168500000.0,0.0,-236900000.0,-2632822885.0,-52366820.73,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141700000.0,0.0,0.0,105300000.0,0.0,0.0,0.0,180164262.5,0.0,1349900000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16600000.0,55000000.0,21300000.0,11500000.0,131700000.0,-12000000.0,-18554882.5,-246845802.84,-281100000.0,-91300000.0,-121100782.02,-404488924.8,0.0
,netCashUsedForInvestingActivites,-6799600000.0,-4838600000.0,-3675700000.0,-3073000000.0,-5898000000.0,-5997000000.0,-4768000000.0,-3802000000.0,-5717300000.0,-2203400000.0,-3174300000.0,-1551800000.0,-2214100000.0,-2202400000.0,-3776152097.5,-1618288169.4,110800000.0,-2014700000.0,-545100421.62,-1029264260.7,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2541400000.0,-537000000.0,-13000000.0,-9000000.0,-2000000.0,-8000000.0,-1000000.0,-993800000.0,-1736400000.0,-4230100000.0,-6700000.0,-3787400000.0,-6556200000.0,-9384700000.0,-7386300000.0,0.0,-7466500000.0,-2510100000.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17400000.0,210100000.0,220900000.0,246400000.0,119500000.0,55700000.0,128300000.0,3392807.5,0.0,0.0,0.0,29001745.26,85639457.1,0.0
,commonStockRepurchased,-7400000.0,0.0,0.0,0.0,0.0,0.0,0.0,-37700000.0,-30400000.0,-31100000.0,0.0,0.0,-600600000.0,-3094300000.0,-1760835105.0,-362873790.93,-1609600000.0,-308500000.0,-337100598.42,-246663094.5,0.0
