date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,197853000.0,313098000.0,324866000.0,614273000.0,225741000.0,251660000.0,204215000.0,208936000.0,211260000.0,63168000.0,184735000.0,119046000.0
,depreciationAndAmortization,44262000.0,35106000.0,-22281000.0,-33593000.0,-57535000.0,-120986000.0,-226881000.0,-350804000.0,-459518000.0,7987000.0,-28212000.0,1201000.0
,deferredIncomeTax,-27586000.0,24529000.0,67778000.0,57801000.0,30189000.0,29471000.0,-39577000.0,8237000.0,-72228000.0,-15109000.0,24088000.0,-2325000.0
,stockBasedCompensation,20367000.0,23367000.0,23137000.0,22692000.0,18032000.0,16027000.0,15551000.0,13429000.0,23204000.0,144769000.0,1301000.0,0.0
,changeInWorkingCapital,-102649000.0,-816721000.0,-1731413000.0,-2112300000.0,-3640574000.0,-21167260000.0,-65232000.0,-234429000.0,183436000.0,303742000.0,0.0,36989000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,-29280751000.0,-28464030000.0,-26732617000.0,-24620317000.0,-20979743000.0,187517000.0,252749000.0,487178000.0,303742000.0,0.0,0.0
,otherNonCashItems,584427000.0,325466000.0,116814000.0,32651000.0,29183000.0,102080000.0,40069000.0,41259000.0,9926000.0,-498771000.0,-670489000.0,-660650000.0
,netCashProvidedByOperatingActivites,864168000.0,635706000.0,824252000.0,318626000.0,307170000.0,217886000.0,-49746000.0,-67107000.0,-351606000.0,-248545000.0,-447741000.0,-353132000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-19597000.0,-63786000.0,-190500000.0,-94603000.0,-87976000.0,-210601000.0,-150846000.0,-184088000.0,-71112000.0,-42638000.0,-27856000.0,-4890000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,-278000000.0,0.0,-162000000.0,0.0,0.0,-50000000.0,1160000000.0
,purchasesOfInvestments,-4343535000.0,-4308059000.0,-4447120000.0,-3380203000.0,-3313206000.0,-2235107000.0,-1632449000.0,-1135614000.0,-1345874000.0,-2124483000.0,-1496002000.0,-1824870000.0
,salesMaturitiesOfInvestments,3049023000.0,4771056000.0,2871824000.0,2814723000.0,2043474000.0,1765288000.0,761542000.0,1582538000.0,1635082000.0,897371000.0,913707000.0,186345000.0
,otherInvestingActivites,-22117000.0,-39879000.0,-3184000.0,-15572000.0,21123000.0,58391000.0,162852000.0,223168000.0,794652000.0,824316000.0,871836000.0,993236000.0
,netCashUsedForInvestingActivites,-2620715000.0,-1075496000.0,-2041531000.0,-2452576000.0,-3826231000.0,-4608692000.0,-3807807000.0,-2606984000.0,201000000.0,-235920000.0,965477000.0,2863983000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-5217000000.0,-4827000000.0,-4622000000.0,-5385000000.0,-2795000000.0,-7130350000.0,-3206933000.0,-2137882000.0,-2923607000.0,0.0,-405000000.0,-2795112000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98620000.0,0.0,0.0
,commonStockRepurchased,-100972000.0,-154030000.0,-299972000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-86522000.0,-84083000.0,-91305000.0,-91628000.0,-89824000.0,-88981000.0,-87716000.0,-65225000.0,-89021000.0,-55803000.0,-20000000.0,0.0
,otherFinancingActivites,-7610000.0,-25682000.0,-7424000.0,-8837000.0,6518000.0,5466000.0,6704000.0,5285000.0,-53000.0,-27395000.0,-5001000.0,928287000.0
,netCashUsedProvidedByFinancingActivities,1939590000.0,272390000.0,1404770000.0,1880219000.0,3699874000.0,4470789000.0,3792321000.0,2431487000.0,342217000.0,223433000.0,-309177000.0,-2154636000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,183043000.0,-167400000.0,187491000.0,-253731000.0,180813000.0,79983000.0,-65232000.0,-242604000.0,191611000.0,-261032000.0,208559000.0,0.0
,cashAtEndOfPeriod,397716000.0,214673000.0,382073000.0,194582000.0,448313000.0,267500000.0,187517000.0,252749000.0,495353000.0,303742000.0,564774000.0,356215000.0
,cashAtBeginningOfPeriod,214673000.0,382073000.0,194582000.0,448313000.0,267500000.0,187517000.0,252749000.0,495353000.0,303742000.0,564774000.0,356215000.0,0.0
,operatingCashFlow,864168000.0,635706000.0,824252000.0,318626000.0,307170000.0,217886000.0,-49746000.0,-67107000.0,-351606000.0,-248545000.0,-447741000.0,-353132000.0
,capitalExpenditure,-19597000.0,-63786000.0,-190500000.0,-94603000.0,-87976000.0,18582000.0,55971000.0,111165000.0,193255000.0,347756000.0,-27856000.0,-4890000.0
