Date,2018-12-31,2017-12-31
Revenue,10668000.0,2708000.0
Revenue Growth,2.93943870014771,
Cost of Revenue,0.0,0.0
Gross Profit,10668000.0,2708000.0
R&D Expenses,100229000.0,62512000.0
SG&A Expense,29131000.0,21693000.0
Operating Expenses,129360000.0,84205000.0
Operating Income,-118692000.0,-81497000.0
Interest Expense,0.0,0.0
Earnings before Tax,-116364000.0,-80776000.0
Income Tax Expense,-480000.0,-10924000.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,-115884000.0,-69852000.0
Preferred Dividends,0.0,0.0
Net Income Com,-115884000.0,-69852000.0
EPS,-15.12,-32.45
EPS Diluted,-15.12,-32.45
Weighted Average Shs Out,109397196.0,
Weighted Average Shs Out (Dil),7666463.0,2152273.0
Dividend per Share,0.0,0.0
Gross Margin,1.0,1.0
EBITDA Margin,-10.649,-29.669
EBIT Margin,-10.9078,-29.8287
Profit Margin,-10.863,-25.795
Free Cash Flow margin,-9.586,-25.5255
EBITDA,-113608000.0,-80344000.0
EBIT,-116364000.0,-80776000.0
Consolidated Income,-115884000.0,-69852000.0
Earnings Before Tax Margin,-10.9078,-29.8287
Net Profit Margin,-10.8628,-25.7947
