Date,2019-03-31,2018-03-31,2017-03-31
Depreciation & Amortization,3659.0,1525.0,0.0
Stock-based compensation,0.0,0.0,0.0
Operating Cash Flow,-2041313.0,-1332905.0,-56798.0
Capital Expenditure,0.0,-18918.0,0.0
Acquisitions and disposals,0.0,0.0,0.0
Investment purchases and sales,26594143.0,-310500000.0,0.0
Investing Cash flow,26930417.0,-310518918.0,0.0
Issuance (repayment) of debt,3222373.0,-265458.0,265458.0
Issuance (buybacks) of shares,-28458888.0,313274989.0,11.0
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,-25236515.0,312325937.0,65360.0
Effect of forex changes on cash,0.0,0.0,0.0
Net cash flow / Change in cash,-347411.0,474114.0,8562.0
Free Cash Flow,-2041313.0,-1351823.0,-56798.0
Net Cash/Marketcap,-0.0082,0.0018,-0.0011
