date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,3775600000.0,4591300000.0,4172400000.0,2799300000.0,2513100000.0,2521200000.0,2787400000.0,2596900000.0,2419900000.0,2046900000.0,320800000.0,1030900000.0,954021000.0,533674000.0,601155000.0,419508000.0,268261000.0,113096000.0,95500000.0,242178000.0,220506000.0,120300000.0,10200000.0
,depreciationAndAmortization,2071900000.0,1949300000.0,1791600000.0,1644000000.0,1552000000.0,1516000000.0,1360500000.0,1217600000.0,1104900000.0,0.0,0.0,0.0,562171000.0,523762000.0,448208000.0,420777000.0,198887000.0,128435000.0,94925000.0,51903000.0,41016000.0,25300000.0,19200000.0
,deferredIncomeTax,-147600000.0,20000000.0,21400000.0,6100000.0,6600000.0,-20600000.0,6100000.0,37900000.0,-66200000.0,12100000.0,7900000.0,4500000.0,6199000.0,8306000.0,14427000.0,8594000.0,9608000.0,10534000.0,2080000.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-767500000.0,-160000000.0,1681900000.0,-1066400000.0,1131300000.0,-470600000.0,-1167700000.0,697300000.0,-548900000.0,-990600000.0,-84000000.0,-229671000.0,447369000.0,-444035000.0,-143939000.0,226332000.0,264537000.0,-325905000.0,-193347000.0,114546000.0,141613000.0,-201500000.0,-300000.0
,accountsReceivables,300200000.0,-1248800000.0,730200000.0,-1076200000.0,-679000000.0,1279300000.0,1685400000.0,-1136200000.0,161500000.0,-716000000.0,-680800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-1420400000.0,-558000000.0,121400000.0,194600000.0,-871800000.0,-72700000.0,-105600000.0,38600000.0,-227800000.0,135800000.0,-437500000.0,0.0,-15425000.0,-14051000.0,-66288000.0,-148846000.0,-44202000.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,11300000.0,-43900000.0,18300000.0,66600000.0,-21500000.0,-52900000.0,-141000000.0,-10100000.0,34100000.0,44200000.0,150700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-150900000.0,-1266800000.0,-1106800000.0,-2788700000.0,-1722300000.0,-2853600000.0,-2383000000.0,-1215300000.0,-1912600000.0,-1363700000.0,-373100000.0,-289100000.0,-59429000.0,-506798000.0,-62763000.0,81176000.0,-145156000.0,-409693000.0,-83788000.0,109559000.0,-4987000.0,-146600000.0,54900000.0
,otherNonCashItems,39300000.0,42600000.0,-36500000.0,-5500000.0,-2900000.0,162400000.0,-7800000.0,5500000.0,6800000.0,300000.0,700000.0,700000.0,100675000.0,3924000.0,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37700000.0
,netCashProvidedByOperatingActivites,5891500000.0,6520500000.0,6126300000.0,4666300000.0,4066800000.0,4002400000.0,4162200000.0,3865500000.0,2890900000.0,3330500000.0,2300000000.0,2377200000.0,1237069000.0,1590941000.0,1175069000.0,631708000.0,379236000.0,424705000.0,329761000.0,283328000.0,360688000.0,168800000.0,-20300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1984585000.0,-2197032000.0,-1341070000.0,-864453000.0,-155793000.0,-145913000.0,-74135000.0,-149896000.0,-243913000.0,-229300000.0,-8400000.0
,acquisitionsNet,0.0,0.0,-151000000.0,-199000000.0,-1000000000.0,-1057000000.0,-2417000000.0,0.0,0.0,0.0,-1314000000.0,-107000000.0,-554000000.0,-36000000.0,-277000000.0,-327000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30000000.0,-8000000.0,-18800000.0,-129816000.0,-332909000.0,-138266000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24900000.0,38700000.0,17800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-4700000.0,4500000.0,155800000.0,61700000.0,-251500000.0,1608000000.0,234200000.0,244800000.0,1212600000.0,1095000000.0,-33500000.0,143500000.0,-111307000.0,100000.0,62621000.0,15914000.0,-55547000.0,-473927000.0,-13651000.0,-116220000.0,-24977000.0,-35900000.0,-44200000.0
,netCashUsedForInvestingActivites,-3120700000.0,-4575500000.0,-4281600000.0,-3286100000.0,-4344400000.0,-3441800000.0,-5797900000.0,-4257500000.0,-3018800000.0,-2777600000.0,-3251600000.0,-1546900000.0,-2411869000.0,-2553607000.0,-1689288000.0,-1130395000.0,-929119000.0,-656976000.0,-1708348000.0,-491213000.0,-268798000.0,-265200000.0,-50700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-4406600000.0,-56716500000.0,-77957100000.0,-68459600000.0,-61672600000.0,-19867200000.0,-14341100000.0,-12680600000.0,-6676400000.0,-7375800000.0,-5344400000.0,-7668400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,31500000.0,82200000.0,538400000.0,1073400000.0,2542800000.0,1188600000.0,388800000.0,1792000000.0,816800000.0,542900000.0,528500000.0,912700000.0,142777000.0,69221000.0,857187000.0,646928000.0,854471000.0,676371000.0,180666000.0,22600000.0,599000000.0,0.0,0.0
