date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,266400000.0,210544000.0,181878000.0,116377000.0,121131000.0,116127000.0,112755000.0,95644000.0,75516000.0,17471000.0,42330000.0,34374000.0,65657000.0,68603000.0,61131000.0,52373000.0,44616000.0,38008000.0,32402000.0,21689000.0,14003000.0,12179000.0,10700000.0,9200000.0,7400000.0,5700000.0,5100000.0,5100000.0,4100000.0,2900000.0
,depreciationAndAmortization,30790000.0,27077000.0,22289000.0,17252000.0,18264000.0,17329000.0,14919000.0,12886000.0,12725000.0,12916000.0,13988000.0,13493000.0,14265000.0,14447000.0,13623000.0,15665000.0,16904000.0,19886000.0,11257000.0,10129000.0,3019000.0,2045000.0,1100000.0,1000000.0,900000.0,900000.0,900000.0,800000.0,300000.0,200000.0
,deferredIncomeTax,-6863000.0,-356000.0,6861000.0,25887000.0,-82000.0,-4080000.0,5931000.0,4633000.0,837000.0,-13308000.0,138000.0,-29755000.0,-11032000.0,1569000.0,-931000.0,-2204000.0,284000.0,721000.0,1466000.0,593000.0,-139000.0,-123000.0,-300000.0,-300000.0,0.0,0.0,-300000.0,600000.0,600000.0,-100000.0
,stockBasedCompensation,3629000.0,7475000.0,3122000.0,2952000.0,1836000.0,1087000.0,859000.0,1011000.0,254000.0,45000.0,932000.0,1863000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-1824215000.0,-976933000.0,-1919099000.0,-798135000.0,-574253000.0,-575944000.0,-386963000.0,-553431000.0,-3642468000.0,24632000.0,294973000.0,5422000.0,134939000.0,55287000.0,62752000.0,-412000.0,-21247000.0,25925000.0,35658000.0,145151000.0,-789485000.0,207788000.0,80600000.0,34100000.0,533200000.0,0.0,0.0,0.0,0.0,100000.0
,accountsReceivables,-17663000.0,1899000.0,-2741000.0,2466000.0,-1160000.0,-2377000.0,2648000.0,-265000.0,-2809000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-1507000.0,312000.0,357000.0,-135000.0,55000.0,-828000.0,567000.0,-1354000.0,-1150000.0,-1420000.0,-683000.0,-929000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-10422158000.0,-8597943000.0,-7621010000.0,-5701911000.0,-4903776000.0,-4329523000.0,-3753579000.0,-3366616000.0,-2813185000.0,829283000.0,804651000.0,509678000.0,504256000.0,369317000.0,314030000.0,251278000.0,251690000.0,272937000.0,247012000.0,211354000.0,66203000.0,855688000.0,647900000.0,567300000.0,533200000.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-26224000.0,13515000.0,63878000.0,97421000.0,57539000.0,37615000.0,35097000.0,167798000.0,29110000.0,-17000.0,17759000.0,-16000.0,26205000.0,5547000.0,6124000.0,13925000.0,14893000.0,47219000.0,-15553000.0,-35148000.0,22994000.0,15613000.0,-4200000.0,-100000.0,200000.0,-100000.0,200000.0,-300000.0,-1100000.0,1000000.0
,netCashProvidedByOperatingActivites,189545000.0,226649000.0,280711000.0,254741000.0,180402000.0,171466000.0,182734000.0,334095000.0,183793000.0,186843000.0,193943000.0,96737000.0,87066000.0,88460000.0,67722000.0,76984000.0,69790000.0,95286000.0,16616000.0,-27984000.0,38246000.0,29622000.0,8600000.0,2200000.0,11300000.0,8500000.0,5500000.0,5700000.0,3600000.0,4100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-11717000.0,-16398000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17492000.0,-22652000.0,-11859000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,43713000.0,79000000.0,101000000.0,-4000000.0,7000000.0,21000000.0,-2000000.0,26000000.0,0.0,0.0,0.0,42000000.0,-7000000.0,2000000.0,43000000.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-3338399000.0,-1338176000.0,-946264000.0,-122149000.0,-586286000.0,-1164778000.0,-331023000.0,-1426262000.0,-2638054000.0,-1730244000.0,-1664573000.0,-768045000.0,-584698000.0,-92569000.0,-59462000.0,-165314000.0,-317114000.0,-716427000.0,-433283000.0,-299355000.0,-27810000.0,-131419000.0,-22700000.0,-34900000.0,-71400000.0,-41200000.0,-36800000.0,-13500000.0,-13400000.0,21900000.0
,salesMaturitiesOfInvestments,868232000.0,1601217000.0,748771000.0,788240000.0,756242000.0,849372000.0,807341000.0,1864917000.0,2042304000.0,1039865000.0,700182000.0,352525000.0,280051000.0,273323000.0,223064000.0,419524000.0,317273000.0,389400000.0,206554000.0,183752000.0,34042000.0,33601000.0,39600000.0,37300000.0,55000000.0,22800000.0,18600000.0,24900000.0,12200000.0,-36700000.0
,otherInvestingActivites,5572000.0,4670000.0,10716000.0,12772000.0,10145000.0,10278000.0,15714000.0,28535000.0,41804000.0,0.0,0.0,0.0,1033395000.0,-376749000.0,-416186000.0,-400585000.0,-263568000.0,-119031000.0,40512000.0,78415000.0,-107881000.0,-88851000.0,-24200000.0,-34900000.0,-34800000.0,-23200000.0,-37000000.0,-28600000.0,-18000000.0,0.0
