date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY
,revenue,4856826000.0,4929103000.0,4382869000.0,3890296000.0,3592667000.0,3422181000.0,2994169000.0,2770709000.0,2567310000.0,2564550000.0,2558862000.0,2690490000.0,3651438000.0
,costOfRevenue,3575345000.0,3673202000.0,3281924000.0,2889735000.0,2591850000.0,2564648000.0,2406587000.0,2343829000.0,2233284000.0,2280681000.0,2258136000.0,2244528000.0,2901726000.0
,grossProfit,1281481000.0,1255901000.0,1100945000.0,1000561000.0,1000817000.0,857533000.0,587582000.0,426880000.0,334026000.0,283869000.0,300726000.0,445962000.0,749712000.0
,grossProfitRatio,0.263851535961964,0.254793012034847,0.251192768937424,0.257194054128529,0.27857215823231,0.250580843035479,0.196242095887039,0.154068868293278,0.130107388667516,0.110689594665731,0.117523336545699,0.165754936833068,0.205319657625297
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,359772000.0,370548000.0,333371000.0,323918000.0,314986000.0,286844000.0,272288000.0,259427000.0,259140000.0,289993000.0,367537000.0,321608000.0,342584000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-29975000.0,9243000.0,13000000.0,5293000.0,944000.0,-1678000.0,3107000.0,7538000.0,6727000.0,0.0,0.0,0.0,0.0
,operatingExpenses,-17540000.0,402195000.0,368176000.0,371280000.0,337812000.0,312694000.0,292358000.0,274217000.0,308143000.0,292220000.0,367537000.0,297510000.0,247946000.0
,costAndExpenses,3557805000.0,4075397000.0,3650100000.0,3261015000.0,2929662000.0,2877342000.0,2698945000.0,2618046000.0,2541427000.0,2572901000.0,2625673000.0,2542038000.0,3149672000.0
,interestExpense,-135960000.0,130155000.0,137977000.0,295522000.0,134076000.0,220588000.0,243367000.0,202588000.0,213067000.0,220628000.0,181603000.0,175262000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,396806000.0,0.0,0.0,275208000.0,256069000.0,245172000.0,251155000.0,283395000.0,313396000.0,0.0,0.0,0.0,389060000.0
,EBITDA,379266000.0,1238700000.0,1092569000.0,904489000.0,919074000.0,790011000.0,546379000.0,436058000.0,339279000.0,356812000.0,316145000.0,545346000.0,890826000.0
,EBITDARatio,0.0780892706471263,0.251303330443693,0.249281691969347,0.232498761019727,0.255819423286378,0.230850150824869,0.182481015600656,0.15738137783506,0.132153499187866,0.139132401395956,0.123549062043987,0.202693933075388,0.243965801966239
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-17540000.0,853706000.0,732769000.0,629281000.0,663005000.0,544839000.0,295224000.0,152663000.0,25883000.0,-8351000.0,-66811000.0,148452000.0,501766000.0
,operatingIncomeRatio,-0.00361141206211629,0.17319702996671,0.167189345609006,0.161756586131235,0.184543961352388,0.159208119032862,0.0985996448430266,0.0550988934601216,0.0100817587280071,-0.00325632177185081,-0.0261096534318771,0.0551765663503674,0.137415998847577
,totalOtherIncomeExpensesNet,-17540000.0,32995000.0,27944000.0,23120000.0,17521000.0,3261000.0,246021000.0,45279000.0,65625000.0,71797000.0,55345000.0,5307000.0,-415047000.0
,incomeBeforeTax,743798000.0,757701000.0,623290000.0,361316000.0,547257000.0,327857000.0,298838000.0,-3703000.0,-120418000.0,-153738000.0,-192206000.0,-19221000.0,75058000.0
,incomeBeforeTaxRatio,0.153144872803761,0.153719855316474,0.142210501842515,0.0928762233002322,0.152326113163285,0.0958035241268653,0.0998066575400387,-0.00133648102344923,-0.0469043473518975,-0.0599473591858221,-0.0751138592077259,-0.00714405182699062,0.0205557372191449
,incomeTaxExpense,155803000.0,135198000.0,105449000.0,-232075000.0,124851000.0,94943000.0,91692000.0,-24459000.0,-66492000.0,-78483000.0,-89663000.0,-37869000.0,76724000.0
,netIncome,587995000.0,617662000.0,515805000.0,601185000.0,419491000.0,221177000.0,204923000.0,24382000.0,-52593000.0,-70778000.0,-96490000.0,30314000.0,-4115000.0
,netIncomeRatio,0.121065691873664,0.125309209403821,0.117686611212884,0.154534513569147,0.116763117761819,0.0646304213599456,0.068440692559438,0.00879991366830656,-0.0204856445072858,-0.0275986040435944,-0.0377081687093716,0.0112670926113831,-0.00112695327156041
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,4.43508726938104,4.67,3.9,4.54,3.15,1.66,1.56,0.187162245148612,-0.41,-0.55,-0.75,0.254973042534759,-0.04
,EPSDiluted,4.43508726938104,4.63,3.85,4.46,3.09,1.64,1.54,0.185460990210471,-0.41,-0.55,-0.75,0.253822322699489,-0.04
,weightedAverageShsOut,132578000.0,132300000.0,132393000.0,132513000.0,133205000.0,133210000.0,131461000.0,130272000.0,129745000.0,129381000.0,128050000.0,118891000.0,109774000.0
,weightedAverageShsOutDil,132578000.0,133385000.0,133926000.0,134878000.0,135790000.0,135093000.0,132991000.0,131467000.0,129745000.0,129381000.0,128050000.0,119430000.0,109774000.0
